Geolocation,Type,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2010 Annual,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2011 Annual,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
....Quirino,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.00,..,50.00,50.00,..,51.62,..,..,54.38,..,51.20,..,..,50.00,..,..,50.00,..,..,50.00,50.00,50.00,50.00,50.00,50.37,58.07,58.89,..,..,66.67,64.71,62.50,62.50,..,58.82,..,60.32,..,..,49.49,..,..,50.00,..,..,54.12,..,..,..,51.20,..,..,50.00,48.57,..,..,..,41.67,41.67,..,52.22,..,46.83,44.44,..,..,..,..,..,47.06,..,..,..,..,58.33,49.94,..,..,..,..,..,..,..,..,41.67,..,41.67,..,41.67,..,80.95,..,40.00,40.00,47.05,..,..,38.89,..,37.57,40.43,46.41,..,..,..,50.00,52.50,57.39,..,..,..,62.50,56.25,62.50,56.86,58.82,58.82,58.82,56.50,53.33,..,..,..,..,..,..,..,57.26,39.44,34.56,44.44,..,102.50,100.00,..,86.66,86.66,..,65.14,..,69.92,..,..,..,..,77.50,..,92.85,..,114.28,95.00,87.50,..,93.43,58.50,42.38,47.50,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Native/Improved Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.52,5.54,5.05,5.51,5.54,5.50,5.02,5.50,..,5.40,5.97,6.00,5.98,4.47,4.48,4.50,..,..,4.04,4.75,4.75,4.51,4.95,4.94,4.94,5.04,4.81,5.01,5.25,6.05,6.05,6.05,6.38,6.38,6.38,5.61,8.14,7.98,7.94,7.22,6.90,6.90,6.78,6.88,6.80,7.26,7.47,7.72,7.33,6.81,6.76,6.49,6.55,6.61,6.62,7.10,7.39,7.82,7.99,8.01,8.01,7.18,7.52,7.55,7.57,7.53,7.63,7.63,7.82,7.92,7.89,7.73,7.76,7.75,7.69,7.17,7.10,6.90,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Duck egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION III (CENTRAL LUZON),Carabao for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111.06,116.20,112.50,115.50,117.41,118.27,..,..,116.00,114.96,112.95,115.31,115.02,113.71,112.88,113.00,112.42,115.28,114.82,109.84,109.64,114.93,117.73,114.83,113.55,113.55,116.35,114.08,114.50,114.22,142.05,124.74,..,..,124.30,..,120.39,116.28,120.77,122.98,117.22,122.00,128.31,121.51,117.45,131.14,128.25,120.36,120.38,127.39,135.71,124.39,127.28,126.23,140.60,126.12,126.62,143.40,128.72,127.91,128.93,130.00,129.80,129.08,130.39,..,..,..,..,..,155.00,..,..,..,..,..,..,155.00,..,..,..,..,..,162.72,..,..,..,..,..,160.00,161.36,..,..,..,..,..,182.61,..,..,..,..,..,200.00,191.31,..,92.00,91.67,110.63,109.22,103.52,101.68,116.00,102.00,102.00,102.00,102.00,102.97,171.67,104.96,105.00,135.33,98.63,130.83,105.00,101.78,106.00,100.00,104.21,95.00,113.20,159.86,152.59,225.00,89.05,88.21,95.23,200.00,200.00,147.50,95.91,98.28,91.67,136.94,81.08,100.00,100.00,105.56,105.56,117.33,123.90,102.50,105.00,113.31,140.76,156.97,112.66,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION III (CENTRAL LUZON),Cattle for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,130.38,127.76,117.74,125.32,125.82,124.98,..,..,125.16,123.24,123.85,124.80,124.91,124.07,125.81,132.12,136.85,125.43,125.28,150.17,150.24,135.36,127.32,127.37,125.98,132.17,138.63,137.73,126.69,132.06,135.73,126.79,..,..,131.73,..,124.60,134.14,132.01,138.51,137.99,134.21,136.45,137.63,131.35,135.53,135.14,135.83,136.78,132.87,136.56,135.74,145.32,141.24,155.41,152.06,164.02,152.80,163.86,164.26,166.09,167.71,166.52,164.79,158.67,159.57,167.73,170.67,168.18,169.24,165.02,164.79,170.91,169.75,182.90,174.05,183.05,170.49,187.92,188.11,187.90,147.29,146.80,168.68,201.37,162.70,180.00,211.67,223.11,194.44,183.33,222.50,216.34,236.69,224.16,228.64,211.21,237.92,236.95,237.50,230.32,265.00,234.15,231.78,199.14,173.47,226.71,238.35,238.05,230.04,199.65,198.78,188.96,195.21,198.51,197.15,207.00,212.44,219.78,207.98,179.10,173.80,156.83,236.16,282.67,236.58,226.67,221.97,230.66,215.39,225.75,227.69,243.25,251.31,252.50,252.50,235.66,215.96,268.89,245.11,270.00,290.00,248.22,283.77,283.82,294.49,242.44,251.47,262.63,240.12,253.76,253.77,247.99,259.62,258.49,261.03,260.59,258.80,259.58,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION III (CENTRAL LUZON),Goat for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107.48,114.00,88.72,116.55,118.92,125.07,124.74,140.00,137.50,124.68,124.39,129.06,120.93,122.40,121.56,124.90,120.78,123.39,124.72,120.45,125.00,132.85,122.10,120.00,125.06,123.60,117.73,119.25,125.42,127.27,..,119.81,..,125.00,135.00,121.12,128.88,119.64,123.91,110.22,123.68,126.58,125.95,166.67,118.13,117.67,161.91,183.24,179.17,152.00,137.22,141.87,127.96,129.07,128.08,128.47,128.85,134.18,127.54,127.60,127.12,134.18,129.51,128.90,129.29,129.49,127.91,130.63,130.06,129.90,139.19,133.66,133.18,134.43,136.63,150.88,153.62,135.80,146.47,153.63,150.64,153.15,155.42,169.19,170.00,167.89,175.41,175.00,175.33,157.50,162.47,186.27,199.17,195.00,206.30,205.00,214.51,226.00,228.09,228.22,212.33,228.39,231.50,213.40,..,..,250.00,244.50,244.50,233.17,208.00,218.70,230.00,200.00,283.33,283.33,239.55,228.57,231.42,235.87,226.08,233.75,221.58,210.28,200.02,225.62,282.22,220.56,230.00,228.83,228.77,314.58,333.33,262.31,262.50,288.24,262.50,275.00,250.00,236.11,250.00,250.00,267.78,261.97,264.84,279.91,286.74,289.62,289.62,275.57,280.40,272.78,292.54,293.43,297.30,282.06,300.68,300.68,301.10,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION III (CENTRAL LUZON),Hogs Upgraded for Fattening,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION III (CENTRAL LUZON),Hog for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111.48,111.99,114.89,117.10,121.02,124.36,122.74,121.79,117.78,118.64,117.36,117.79,118.08,117.29,116.58,114.05,113.70,112.87,114.93,114.93,113.85,112.86,113.32,113.11,115.25,114.40,108.93,108.05,108.46,108.90,106.23,106.46,107.64,105.52,108.86,110.08,107.85,110.66,108.14,113.06,114.20,120.02,126.10,129.39,127.83,127.63,127.15,126.20,125.68,125.98,125.44,124.06,127.31,124.87,125.66,126.74,126.98,128.21,131.42,132.67,129.80,130.08,131.94,127.68,128.61,121.69,120.48,122.54,122.49,123.33,123.66,123.51,120.10,113.51,103.27,97.43,104.97,116.42,108.09,105.28,112.04,121.49,128.76,151.59,160.12,160.20,152.33,199.10,183.10,193.50,147.97,261.45,218.59,225.22,240.31,226.32,218.27,222.49,211.80,181.06,192.79,205.39,220.35,218.67,209.72,211.89,206.19,194.90,195.04,202.18,180.77,172.42,171.06,174.04,164.38,175.60,188.18,189.24,183.96,191.75,189.36,184.38,184.12,166.07,167.19,166.95,173.62,177.99,183.99,179.88,181.29,188.19,193.10,208.07,209.70,210.24,185.49,179.72,179.86,183.92,185.15,189.16,191.16,213.15,215.06,215.26,218.08,223.06,227.35,193.54,202.50,198.20,178.67,177.44,193.86,204.68,172.65,173.87,174.14,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION III (CENTRAL LUZON),Broiler Chicken,83.41,77.42,67.29,69.54,68.87,79.44,68.94,69.18,62.85,69.56,75.88,76.08,72.37,73.79,77.56,76.03,75.19,80.61,81.38,79.01,78.91,74.15,73.62,73.97,78.08,76.86,75.02,78.71,73.12,74.73,72.34,79.34,80.45,75.41,74.03,80.94,81.11,85.96,77.60,85.77,73.80,73.90,76.74,78.61,78.50,71.90,73.60,71.57,73.82,75.48,76.10,75.82,72.58,72.83,77.65,79.78,85.23,83.95,86.75,85.65,85.36,81.82,83.90,79.37,81.24,70.66,71.68,61.58,65.89,68.94,70.74,71.33,75.85,72.14,72.73,68.80,69.43,69.98,75.48,79.78,75.89,76.97,75.15,76.10,90.95,74.19,68.33,67.74,61.93,72.88,74.62,71.35,74.59,83.62,83.87,89.73,76.83,84.11,57.79,58.19,87.84,81.52,89.65,78.26,85.67,87.25,85.08,87.08,83.19,84.13,90.39,92.97,80.92,76.38,74.85,75.06,83.58,60.42,65.91,69.92,68.77,73.15,80.85,74.06,76.56,85.37,100.58,86.40,83.26,77.10,83.43,84.05,66.58,56.44,63.83,72.09,74.03,60.39,74.96,66.75,88.69,95.25,73.87,111.47,118.83,103.02,92.38,89.14,80.65,75.16,78.71,77.44,84.01,100.12,102.00,92.74,102.46,93.85,105.16,111.01,109.88,109.81,108.22,112.73,107.70,117.11,112.88,117.36,109.01,104.84,98.94,103.34,102.39,97.38,99.33,107.67,110.03,111.07,100.03,104.84,107.60,103.95,96.93,96.59,96.89,110.29,117.97,126.29,111.76,116.09,116.76,105.83,97.51,103.24,108.01,111.75,119.55,121.60,115.71,118.63,137.95,125.57,115.50,113.29,110.34,118.94,125.16,119.50,105.19,102.78,110.09,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION III (CENTRAL LUZON),Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5000.00,3820.00,5250.00,4163.97,5795.14,6114.91,5569.74,5194.32,5293.18,5833.33,5286.16,5810.50,5260.94,7492.71,6399.65,7479.80,5166.90,4708.40,4317.42,6178.23,5166.48,5663.83,13570.85,11951.54,13704.51,7650.03,9186.64,9913.36,9345.37,5780.82,9986.73,8672.86,14049.35,12995.57,16638.07,8568.90,7691.71,8345.42,10097.90,8492.00,7476.77,8578.13,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION III (CENTRAL LUZON),Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3837.88,3803.19,3837.88,1279.94,1284.41,1298.12,1771.86,1757.24,1806.98,1421.39,1457.90,1490.32,2087.26,1336.91,1271.39,1264.91,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION III (CENTRAL LUZON),Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.03,70.79,74.98,67.88,64.31,64.26,67.45,69.02,64.37,63.68,65.05,64.93,67.23,63.45,60.96,58.45,56.78,51.98,59.21,58.59,62.04,57.82,56.93,57.98,56.42,58.38,55.28,56.85,58.29,58.17,57.58,53.29,58.32,62.25,57.22,40.87,49.98,48.65,54.73,47.15,62.29,57.80,56.41,52.31,51.66,51.36,51.56,42.91,50.39,53.67,56.95,52.87,52.53,54.39,53.82,51.19,56.16,55.68,52.75,50.51,50.67,43.44,54.16,59.08,52.87,51.54,52.94,54.40,52.09,53.47,55.31,50.32,53.29,59.75,61.88,58.26,68.57,55.99,63.35,52.85,53.19,43.13,48.92,53.98,54.31,53.73,54.32,64.75,69.65,68.52,56.73,64.43,72.68,70.42,68.56,76.18,63.86,60.38,63.25,52.48,70.30,68.93,58.43,65.83,65.26,71.13,67.82,73.03,73.64,71.88,72.35,79.74,82.58,81.90,74.23,79.34,74.41,75.54,75.74,78.19,51.52,64.52,62.76,69.13,71.05,71.39,86.09,90.46,86.07,73.54,72.91,73.92,73.11,72.52,76.08,80.03,88.68,86.60,94.30,87.79,87.21,89.00,81.85,66.89,73.67,71.49,81.80,84.22,84.66,95.35,92.05,89.69,70.54,68.01,68.01,78.86,93.72,67.47,71.94,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION III (CENTRAL LUZON),Native/Improved Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,250.00,225.00,225.00,260.00,250.00,250.00,..,..,..,220.00,200.00,220.00,233.33,150.00,150.00,150.00,250.00,260.00,250.00,200.00,200.00,200.00,..,250.00,..,206.00,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION III (CENTRAL LUZON),Duck,43.48,42.96,46.15,47.72,46.13,45.16,44.29,36.26,38.23,38.70,40.86,39.14,42.42,41.90,43.61,39.47,42.80,42.44,39.63,42.43,42.49,41.07,41.77,41.54,44.08,41.94,48.32,44.60,46.41,46.39,43.27,41.31,43.10,43.66,43.97,47.75,44.31,49.59,45.22,46.03,45.99,48.51,..,48.26,49.78,43.94,51.02,49.67,50.05,52.52,56.13,49.26,54.16,69.92,56.84,55.35,53.30,54.11,55.11,54.83,54.80,54.60,57.29,55.43,56.31,55.99,53.09,53.12,53.22,53.06,53.33,53.22,53.28,53.03,53.01,51.75,53.77,53.32,48.69,50.62,55.67,53.51,50.70,44.21,45.12,43.10,43.07,46.82,50.21,44.55,48.02,49.85,48.53,47.81,47.33,47.18,48.36,48.06,47.70,49.65,52.02,51.06,..,48.87,51.13,50.47,50.47,50.41,50.16,50.46,52.69,53.60,53.28,52.18,54.82,54.73,52.03,55.24,59.05,56.51,54.47,53.62,75.99,52.59,56.52,72.85,119.26,83.44,83.94,68.62,77.05,75.94,67.29,55.72,65.24,63.71,67.42,81.10,64.96,45.24,77.31,64.61,67.13,74.98,74.35,73.80,63.62,72.51,68.69,71.56,65.97,66.14,74.14,73.63,77.02,71.37,95.58,77.30,80.42,85.33,75.60,86.41,91.58,91.81,82.58,107.58,99.89,131.43,92.13,103.95,130.00,117.63,103.69,93.18,135.14,99.73,111.69,124.48,110.44,131.00,90.53,112.62,114.29,120.83,113.00,96.67,101.00,100.85,90.00,69.86,74.18,89.78,85.01,140.00,99.62,107.11,112.04,114.83,91.03,89.34,91.76,102.08,101.42,101.29,94.47,94.26,94.26,99.49,127.88,117.62,110.91,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION III (CENTRAL LUZON),"Chicken egg, Layer",4.03,4.07,3.95,3.98,3.97,3.97,3.94,3.95,3.73,3.89,3.81,3.82,3.93,3.73,3.63,3.53,3.77,3.66,3.67,3.83,3.91,3.89,3.95,4.00,3.87,3.79,3.87,3.93,3.98,3.87,3.82,3.94,3.96,4.08,4.09,3.97,4.05,4.05,3.97,4.03,4.04,3.82,4.08,3.95,3.93,4.11,4.09,3.81,3.96,3.94,4.02,3.98,4.08,4.13,3.97,4.02,4.09,4.20,4.38,4.38,4.34,4.33,4.28,4.24,4.20,4.27,4.22,4.16,4.15,4.13,4.20,4.19,3.98,4.05,4.05,4.32,4.28,4.17,4.34,4.24,4.28,4.25,4.29,4.35,4.34,4.53,4.66,4.66,4.61,4.48,4.42,4.71,4.64,4.80,4.52,4.43,4.40,4.56,4.49,4.41,4.37,4.39,4.57,4.52,4.52,4.29,4.22,4.33,4.24,4.22,4.38,4.41,4.48,4.36,4.45,4.49,4.37,4.49,4.50,4.57,4.72,4.47,4.84,4.69,5.41,5.65,5.96,5.86,5.76,5.08,5.78,5.81,5.80,5.66,5.60,5.71,5.94,5.82,5.77,5.70,5.61,5.50,5.73,5.56,5.63,5.53,5.49,5.53,5.12,4.95,5.05,4.86,4.99,5.32,5.40,5.29,4.91,4.89,4.88,5.12,5.24,5.47,6.16,6.21,6.15,6.44,6.61,6.69,5.73,7.08,7.09,7.14,6.41,6.38,6.36,6.24,6.35,6.47,7.06,7.19,7.35,6.76,6.26,6.21,6.14,5.63,5.68,5.98,6.39,6.57,6.99,7.05,7.08,7.05,6.42,6.62,6.71,6.82,6.09,6.21,6.59,6.62,6.77,6.94,6.64,6.68,6.67,6.61,6.33,6.36,6.44,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION III (CENTRAL LUZON),"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.00,8.00,8.00,10.00,10.00,10.00,..,..,..,..,..,..,9.00,..,..,..,7.75,7.75,7.75,7.75,7.75,7.75,..,..,..,7.75,..,..,8.33,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
