Geolocation,Type,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2023 Annual,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2024 Annual,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2025 Annual,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2026 Annual
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Turkey for Dressing,..,..,..,..,..,419.10,..,350.00,350.00,373.03,340.00,346.67,321.99,321.75,332.60,323.33,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Basilan,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Basilan,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Basilan,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Basilan,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Basilan,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Basilan,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Basilan,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Sur,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Sur,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Sur,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Sur,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,300.00,*/,*/,*/,*/
....Lanao del Sur,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Sur,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Sur,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao,Horse for Slaughter,..,..,..,..,..,..,110.00,..,..,110.00,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,350.00,..,..,..,350.00,..,*/,*/,*/,*/
....Maguindanao,Sheep for Slaughter,..,..,250.00,..,250.00,250.00,250.00,300.00,235.00,258.75,233.33,..,..,..,233.33,..,*/,*/,*/,*/
....Maguindanao,Goose for Dressing,723.08,..,225.52,..,474.30,..,..,334.12,330.00,332.06,325.00,..,..,..,325.00,..,*/,*/,*/,*/
....Maguindanao,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,118.00,..,..,..,118.00,..,*/,*/,*/,*/
....Maguindanao,Turkey for Dressing,..,..,..,..,..,419.10,..,350.00,350.00,373.03,340.00,..,..,..,340.00,..,*/,*/,*/,*/
....Maguindanao,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Norte c/,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,110.00,120.00,120.00,116.67,121.67,*/,*/,*/,*/
....Maguindanao del Norte c/,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,350.00,350.00,303.33,334.44,350.00,*/,*/,*/,*/
....Maguindanao del Norte c/,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,302.59,263.33,165.33,243.75,190.00,*/,*/,*/,*/
....Maguindanao del Norte c/,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,325.00,315.00,300.00,313.33,303.33,*/,*/,*/,*/
....Maguindanao del Norte c/,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Norte c/,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,346.67,325.00,320.00,330.56,323.33,*/,*/,*/,*/
....Maguindanao del Norte c/,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Sur c/,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,110.00,120.00,121.67,117.22,173.10,*/,*/,*/,*/
....Maguindanao del Sur c/,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,350.00,300.00,303.33,317.78,..,*/,*/,*/,*/
....Maguindanao del Sur c/,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,302.59,358.05,165.33,275.32,200.00,*/,*/,*/,*/
....Maguindanao del Sur c/,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,325.00,298.33,300.00,307.78,303.33,*/,*/,*/,*/
....Maguindanao del Sur c/,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Sur c/,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,346.67,319.17,323.33,329.72,323.33,*/,*/,*/,*/
....Maguindanao del Sur c/,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Tawi-tawi,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Tawi-tawi,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Tawi-tawi,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Tawi-tawi,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Tawi-tawi,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Tawi-tawi,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Tawi-tawi,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
