Geolocation,Type,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
..REGION I (ILOCOS REGION),"Chicken egg, Native",8.26,8.26,8.26,8.08,8.09,8.08,9.13,9.02,9.20,9.17,9.37,9.48,8.70,7.89,8.07,8.07,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION I (ILOCOS REGION),Duck egg,10.38,10.38,9.90,10.00,10.00,10.00,10.74,10.74,10.80,11.27,11.43,11.45,10.59,11.25,11.25,11.25,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Norte,Carabao for Slaughter,191.43,195.00,195.00,192.11,192.00,192.00,200.00,200.00,200.00,190.00,194.64,195.00,194.76,194.94,195.00,195.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Norte,Cattle for Slaughter,205.46,209.32,236.99,208.60,202.51,210.81,209.07,198.21,220.33,209.41,209.00,209.98,210.81,216.00,212.35,212.85,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Norte,Goat for Slaughter,237.08,235.01,231.56,238.94,235.32,240.26,244.53,252.14,249.99,237.64,248.51,240.01,240.92,240.00,240.00,238.78,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Norte,Hog for Slaughter,178.04,179.92,185.79,199.45,201.95,196.72,187.93,183.19,182.06,174.94,179.40,182.26,185.97,186.59,183.66,193.43,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Norte,Broiler Chicken,120.00,120.00,120.00,96.96,98.57,98.57,150.00,150.00,150.00,150.00,150.00,150.00,129.51,120.00,120.00,120.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Norte,Gamefowl for Other Purposes,4500.00,5000.00,5000.00,5000.00,5000.00,5000.00,6000.00,6000.00,6000.00,5000.00,5000.00,5000.00,5208.33,2500.00,2500.00,2501.68,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Norte,Gamefowl for Dressing,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Norte,Layer Chicken,97.16,96.37,94.78,94.98,96.64,96.64,90.46,90.57,90.57,101.46,97.42,104.70,95.98,96.61,96.21,96.61,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Norte,Native/Improved Chicken,201.46,201.99,202.43,198.52,200.45,205.38,199.34,237.94,198.76,209.16,209.95,205.49,205.91,218.03,218.90,222.54,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Norte,Duck,195.03,200.00,196.96,195.50,199.99,197.30,180.96,180.00,180.00,183.87,175.92,180.00,188.80,180.00,190.36,199.99,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Norte,"Chicken egg, Layer",8.08,8.08,8.16,7.99,7.98,8.08,7.44,7.76,7.91,7.85,7.81,8.00,7.93,7.78,7.66,7.68,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Norte,"Chicken egg, Native",8.50,8.50,8.50,8.50,8.52,8.50,8.50,8.50,8.50,9.17,9.17,9.17,8.67,8.74,8.77,8.74,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Norte,Duck egg,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Sur,Carabao for Slaughter,260.00,259.99,260.00,270.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,290.00,275.00,..,266.67,270.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Sur,Cattle for Slaughter,301.02,264.37,309.94,246.38,290.49,290.28,293.63,295.97,295.19,290.01,320.14,290.02,290.62,366.31,352.59,347.85,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Sur,Goat for Slaughter,266.65,233.33,239.67,245.68,218.72,226.26,191.71,205.73,209.15,255.26,212.51,260.03,230.39,230.00,239.99,240.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Sur,Hog for Slaughter,192.27,203.67,199.08,274.37,221.80,257.49,210.59,181.65,213.47,209.34,167.62,160.57,207.66,197.93,201.63,190.30,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Sur,Broiler Chicken,130.00,130.00,130.00,155.14,130.00,130.00,130.00,130.00,130.00,130.00,130.00,130.00,132.10,130.00,146.55,130.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Sur,Gamefowl for Other Purposes,8000.00,8000.00,..,3203.83,3203.83,3203.83,8000.00,8000.00,8000.00,6000.00,6000.00,6000.00,6146.50,8000.00,8000.00,8000.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Sur,Gamefowl for Dressing,800.00,800.00,800.00,441.86,441.86,800.00,200.00,200.00,200.00,200.00,200.00,200.00,440.31,566.45,566.45,566.45,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Sur,Layer Chicken,80.00,80.00,80.00,90.00,90.00,90.00,90.00,..,..,110.00,..,..,88.75,109.91,109.91,110.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Sur,Native/Improved Chicken,250.00,250.00,250.00,229.43,233.90,237.98,212.82,219.18,222.58,254.15,245.15,273.12,239.86,249.74,254.88,269.53,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Sur,Duck,250.00,250.00,250.00,166.72,300.00,310.17,266.94,225.74,267.29,270.00,230.00,270.00,254.74,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Sur,"Chicken egg, Layer",7.05,7.07,7.11,7.23,7.23,7.21,8.20,8.20,8.66,7.79,7.80,7.80,7.61,7.17,7.17,7.17,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Sur,"Chicken egg, Native",..,..,..,8.50,8.50,8.50,8.80,8.50,9.00,8.80,8.75,9.00,8.71,6.66,6.62,6.66,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Ilocos Sur,Duck egg,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.50,10.25,10.25,10.50,10.13,10.00,10.00,10.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....La Union,Carabao for Slaughter,260.00,260.00,260.00,260.00,260.00,260.00,260.00,260.00,260.00,260.00,270.00,280.00,262.50,280.00,275.00,280.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....La Union,Cattle for Slaughter,280.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,280.00,300.00,300.00,283.33,300.00,310.00,320.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....La Union,Goat for Slaughter,240.00,240.00,220.00,282.62,300.00,300.00,280.00,300.00,300.00,300.00,300.00,325.00,282.30,216.67,350.00,350.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....La Union,Hog for Slaughter,194.62,198.01,200.70,223.61,225.78,229.46,215.03,215.79,206.52,200.46,207.73,215.10,211.07,209.90,224.07,214.91,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....La Union,Broiler Chicken,95.00,95.00,95.00,..,..,..,..,..,..,..,..,..,95.00,110.00,125.00,103.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....La Union,Gamefowl for Other Purposes,3345.42,3316.34,3288.11,1654.94,1646.94,2033.54,3984.80,3984.80,3984.80,3507.25,3507.25,3507.25,3146.79,3625.20,3871.23,3561.79,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....La Union,Gamefowl for Dressing,665.77,665.77,200.00,200.00,200.00,200.00,200.00,200.00,200.00,150.58,175.14,174.86,269.34,175.00,175.00,175.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....La Union,Layer Chicken,103.37,86.25,83.10,93.95,88.48,83.34,51.99,54.77,56.46,95.00,95.00,52.25,78.66,74.88,75.74,69.74,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....La Union,Native/Improved Chicken,161.27,178.61,194.40,161.84,166.34,184.37,224.84,206.62,225.69,162.65,183.63,172.39,185.22,172.11,231.97,163.46,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....La Union,Duck,180.00,200.00,200.00,150.00,150.00,133.00,150.00,150.00,150.00,165.00,166.67,133.91,160.72,180.00,175.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....La Union,"Chicken egg, Layer",6.89,6.88,6.96,7.04,6.89,7.06,6.93,7.03,7.11,6.91,6.86,6.79,6.94,6.99,6.96,6.91,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....La Union,"Chicken egg, Native",7.56,7.56,7.56,8.17,8.17,8.17,9.50,9.50,9.50,9.50,9.50,9.50,8.68,6.17,6.06,6.04,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....La Union,Duck egg,12.00,12.00,12.00,12.00,12.00,12.00,11.87,11.87,11.87,11.96,11.96,11.96,11.96,11.96,11.96,11.96,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Pangasinan,Carabao for Slaughter,200.00,200.00,210.00,165.00,165.00,168.00,180.00,200.00,200.00,200.00,200.00,200.00,190.67,200.00,200.00,215.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Pangasinan,Cattle for Slaughter,184.86,179.30,179.30,190.06,189.93,194.97,190.77,190.77,190.77,200.00,200.00,200.04,190.90,204.43,204.43,219.18,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Pangasinan,Goat for Slaughter,233.33,233.33,233.33,246.70,246.01,245.02,240.00,234.99,240.00,240.00,240.00,240.00,239.39,166.67,184.21,190.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Pangasinan,Hog for Slaughter,242.77,184.87,265.55,229.05,236.76,215.18,215.74,215.74,196.81,196.50,196.50,215.68,217.60,191.50,178.56,175.69,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Pangasinan,Broiler Chicken,127.00,127.00,127.00,130.00,125.00,..,135.00,..,123.77,..,131.26,135.00,129.00,110.00,125.00,103.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Pangasinan,Gamefowl for Other Purposes,3000.00,3500.00,3500.00,3000.00,3000.00,3000.00,3023.55,3023.55,3520.61,3006.70,3505.02,3505.02,3215.37,2504.24,2803.87,2803.87,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Pangasinan,Gamefowl for Dressing,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,..,..,..,200.00,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Pangasinan,Layer Chicken,80.00,80.00,90.00,80.00,100.00,100.00,100.00,90.00,70.33,80.00,90.00,100.00,88.36,92.00,95.00,100.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Pangasinan,Native/Improved Chicken,180.16,170.92,100.00,161.00,158.00,161.00,169.23,168.61,179.15,185.00,185.00,185.00,166.92,170.17,197.57,168.13,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Pangasinan,Duck,160.01,160.00,160.00,180.00,190.00,200.00,199.97,200.03,250.00,200.00,250.00,250.00,200.00,175.00,175.00,175.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Pangasinan,"Chicken egg, Layer",7.50,8.87,7.53,7.59,7.51,7.54,7.68,7.67,7.84,7.66,7.68,7.87,7.74,7.05,6.97,7.04,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Pangasinan,"Chicken egg, Native",..,..,..,8.00,8.00,8.00,9.50,9.50,9.50,9.50,10.00,10.00,9.11,8.05,8.30,8.30,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Pangasinan,Duck egg,11.00,11.00,10.00,0.00,0.00,0.00,11.67,11.67,11.67,11.75,12.00,12.00,8.56,12.00,12.00,12.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION II (CAGAYAN VALLEY),Carabao for Slaughter,150.33,148.95,156.49,157.79,156.35,155.55,160.39,155.85,152.97,157.27,157.49,157.54,155.58,157.37,159.21,160.40,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION II (CAGAYAN VALLEY),Cattle for Slaughter,170.54,160.97,170.54,167.06,166.89,168.44,167.84,167.23,167.81,168.50,168.16,168.39,167.70,169.66,169.67,169.82,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION II (CAGAYAN VALLEY),Goat for Slaughter,258.13,262.91,264.29,256.74,256.50,257.01,259.55,261.53,256.96,258.93,258.66,258.54,259.14,264.27,268.69,270.06,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION II (CAGAYAN VALLEY),Hog for Slaughter,218.79,228.72,242.58,234.73,239.25,237.61,238.10,217.01,221.35,206.41,196.24,179.35,221.68,173.87,171.35,170.97,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION II (CAGAYAN VALLEY),Broiler Chicken,120.02,120.02,122.75,120.27,127.58,130.25,113.54,120.57,120.20,115.67,114.55,119.49,120.41,159.94,104.45,169.93,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION II (CAGAYAN VALLEY),Gamefowl for Other Purposes,4082.42,2090.91,4774.21,4500.00,4500.00,4984.26,..,3781.49,..,2353.90,3178.51,1532.47,3577.82,1810.34,1810.34,1551.23,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION II (CAGAYAN VALLEY),Gamefowl for Dressing,450.00,450.00,450.00,450.00,450.00,450.00,400.00,400.00,..,320.00,350.00,320.00,408.18,..,228.33,230.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION II (CAGAYAN VALLEY),Layer Chicken,79.12,80.26,80.84,98.30,92.29,99.93,90.22,91.60,92.03,90.88,91.27,92.76,89.96,72.30,71.70,71.07,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION II (CAGAYAN VALLEY),Native/Improved Chicken,194.00,200.82,200.37,200.02,199.66,199.87,198.17,202.00,204.12,200.67,204.60,206.42,200.89,208.63,208.06,210.21,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION II (CAGAYAN VALLEY),Duck,189.80,187.85,189.08,192.89,192.72,191.71,192.45,194.22,197.78,196.76,199.66,197.63,193.55,213.75,213.68,217.37,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION II (CAGAYAN VALLEY),"Chicken egg, Layer",7.82,7.89,7.87,7.36,7.48,7.63,8.08,8.11,8.12,7.92,7.77,7.80,7.82,6.91,6.89,6.89,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION II (CAGAYAN VALLEY),"Chicken egg, Native",12.00,12.00,12.00,13.00,13.00,13.00,8.18,8.21,8.22,8.15,8.18,8.19,10.34,7.73,7.83,7.75,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION II (CAGAYAN VALLEY),Duck egg,8.96,8.96,8.96,8.94,8.94,8.94,7.94,7.95,7.98,7.99,8.00,8.04,8.47,8.78,8.51,7.88,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Batanes,Carabao for Slaughter,150.00,150.00,150.00,150.00,150.00,150.00,164.00,150.00,150.00,150.00,150.00,167.65,152.64,150.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Batanes,Cattle for Slaughter,200.00,200.00,200.00,230.00,230.00,231.41,230.00,230.00,230.00,230.00,206.26,222.31,220.00,200.00,200.00,222.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Batanes,Goat for Slaughter,250.00,300.00,300.00,350.00,350.00,350.00,..,..,..,350.00,350.00,350.00,327.78,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Batanes,Hog for Slaughter,319.32,320.38,336.50,319.96,319.96,319.96,292.02,238.10,243.90,264.01,296.08,277.88,295.67,249.84,249.41,248.51,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Batanes,Broiler Chicken,..,..,..,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Batanes,Gamefowl for Other Purposes,4500.00,4500.00,4500.00,4500.00,4500.00,2000.00,..,..,..,3500.00,3500.00,3500.00,3888.89,4500.00,4500.00,4500.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Batanes,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Batanes,Layer Chicken,196.12,196.12,196.12,220.00,220.00,220.00,150.00,150.00,150.00,..,..,..,188.71,150.00,150.00,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Batanes,Native/Improved Chicken,246.41,225.00,230.90,281.01,250.00,250.00,281.23,250.00,250.00,300.00,300.00,300.00,263.71,363.75,400.00,400.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Batanes,Duck,250.00,250.00,250.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,287.50,300.00,300.00,300.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Batanes,"Chicken egg, Layer",11.13,11.00,11.00,10.54,10.54,10.54,11.30,11.30,11.30,11.26,10.89,10.89,10.97,11.00,11.00,11.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Batanes,"Chicken egg, Native",12.00,12.00,12.00,13.00,13.00,13.00,13.00,13.00,13.00,12.00,12.00,12.00,12.50,10.27,10.10,10.16,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Batanes,Duck egg,..,..,..,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,12.00,12.00,12.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cagayan,Carabao for Slaughter,158.34,155.81,158.37,160.48,158.06,156.69,165.01,157.66,170.00,160.03,160.03,160.04,160.04,160.01,163.01,165.01,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cagayan,Cattle for Slaughter,165.10,165.13,165.11,165.60,165.69,175.08,168.92,165.29,168.70,165.39,165.49,165.46,166.75,165.14,165.18,165.14,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cagayan,Goat for Slaughter,250.12,260.08,257.73,253.80,255.05,260.04,250.06,251.19,250.06,250.01,250.01,250.01,253.18,250.01,260.01,264.17,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cagayan,Hog for Slaughter,223.15,224.37,225.35,240.41,242.89,231.49,250.09,223.83,240.84,209.77,189.94,151.71,221.15,179.68,175.18,166.16,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cagayan,Broiler Chicken,..,..,150.00,..,180.00,..,180.00,125.00,..,120.00,140.00,130.00,146.43,160.00,179.89,170.11,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cagayan,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,1500.00,1500.00,1500.00,1500.00,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cagayan,Gamefowl for Dressing,450.00,450.00,450.00,450.00,450.00,450.00,400.00,400.00,..,320.00,350.00,320.00,408.18,..,350.00,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cagayan,Layer Chicken,106.43,113.00,127.00,125.00,112.50,121.00,120.33,125.00,125.00,113.33,124.00,120.00,119.38,110.00,110.00,115.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cagayan,Native/Improved Chicken,191.56,189.53,191.57,190.84,191.42,190.77,189.12,189.10,189.28,188.72,191.80,190.69,190.37,205.14,201.73,204.75,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cagayan,Duck,167.13,169.79,176.82,177.46,168.00,168.03,171.56,172.68,172.40,175.00,180.00,180.00,173.24,223.32,214.03,221.39,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cagayan,"Chicken egg, Layer",8.72,8.73,8.32,7.75,7.75,7.95,8.61,8.73,8.69,7.70,7.73,7.75,8.20,7.53,7.57,7.44,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cagayan,"Chicken egg, Native",..,..,..,..,..,..,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.18,8.38,8.09,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cagayan,Duck egg,10.00,10.00,10.00,10.00,10.00,10.00,6.20,6.24,6.35,6.21,6.24,6.44,8.14,9.56,8.35,8.35,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Isabela,Carabao for Slaughter,135.30,135.30,135.30,150.06,150.08,150.07,150.15,150.15,150.17,150.01,150.01,150.01,146.38,150.00,150.00,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Isabela,Cattle for Slaughter,160.18,160.20,160.22,165.26,165.33,165.24,165.05,165.06,165.07,166.02,166.02,166.02,164.14,166.02,166.02,166.03,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Isabela,Goat for Slaughter,270.09,270.09,270.09,272.90,272.24,272.60,269.30,272.54,273.16,273.02,273.67,273.34,271.92,273.00,273.65,273.32,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Isabela,Hog for Slaughter,215.76,228.56,216.64,227.01,237.56,259.50,220.09,192.50,190.97,179.12,180.20,181.65,210.80,169.81,169.52,180.80,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Isabela,Broiler Chicken,120.00,120.00,120.00,120.00,122.22,130.00,113.33,120.00,120.00,115.15,112.02,118.38,119.26,98.22,98.22,98.22,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Isabela,Gamefowl for Other Purposes,4250.00,..,5000.00,4500.00,..,5000.00,..,3500.00,..,..,3500.00,..,4291.67,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Isabela,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,200.00,230.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Isabela,Layer Chicken,69.50,70.50,70.50,80.00,81.60,85.23,78.18,79.82,79.86,84.29,83.86,85.95,79.11,64.14,67.89,65.01,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Isabela,Native/Improved Chicken,201.29,207.90,204.58,200.00,200.24,201.23,201.30,209.72,216.52,203.71,211.27,216.05,206.15,200.00,200.35,202.85,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Isabela,Duck,202.37,191.47,190.75,198.33,201.23,200.80,200.00,204.43,211.23,207.20,207.84,203.14,201.57,195.07,199.15,202.15,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Isabela,"Chicken egg, Layer",7.73,7.84,7.84,7.10,7.25,7.47,8.01,8.01,8.04,7.83,7.61,7.65,7.70,6.67,6.65,6.69,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Isabela,"Chicken egg, Native",..,..,..,..,..,..,8.00,8.00,8.00,8.00,8.00,8.00,8.00,7.00,7.00,7.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Isabela,Duck egg,8.17,8.17,8.17,8.06,8.06,8.06,8.00,8.00,8.00,8.07,8.07,8.07,8.07,8.00,8.00,7.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Carabao for Slaughter,..,..,216.00,170.11,170.00,170.00,175.00,173.41,175.00,170.00,170.00,170.00,175.95,170.00,170.00,170.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Cattle for Slaughter,250.00,..,250.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,192.73,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Goat for Slaughter,260.00,260.00,260.00,254.93,250.27,250.00,..,..,..,236.84,235.00,235.00,249.12,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Hog for Slaughter,210.01,230.99,309.89,233.33,235.98,230.00,234.15,230.60,230.00,230.67,230.01,230.01,236.30,160.00,160.00,160.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Gamefowl for Other Purposes,..,..,..,..,..,..,..,5000.00,..,..,..,..,5000.00,1500.00,1500.00,1500.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Layer Chicken,168.11,168.11,168.50,98.29,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,116.92,90.00,90.00,90.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Native/Improved Chicken,191.70,218.87,216.80,215.78,214.73,215.00,215.54,220.08,220.02,220.00,220.00,220.00,215.71,230.00,230.00,230.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Duck,202.09,206.68,205.37,206.56,208.09,200.00,205.32,204.37,213.57,200.00,200.00,200.00,204.34,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,"Chicken egg, Layer",8.64,8.64,8.54,8.43,8.43,8.43,8.68,8.68,8.68,8.89,8.89,8.89,8.65,8.61,8.66,8.68,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,"Chicken egg, Native",..,..,..,..,..,..,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Nueva Vizcaya,Duck egg,10.00,10.00,10.00,10.00,10.00,10.00,11.00,11.00,11.00,11.00,11.00,11.00,10.50,11.00,11.00,11.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Carabao for Slaughter,135.00,140.00,140.00,140.00,140.00,140.00,135.00,140.00,140.00,145.00,150.00,150.00,141.25,150.00,150.00,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Cattle for Slaughter,165.56,160.00,165.00,165.00,160.00,162.00,164.89,164.89,164.83,165.00,165.00,165.00,163.93,165.00,165.00,165.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Goat for Slaughter,250.11,250.06,..,220.00,220.00,200.00,..,..,..,273.68,270.00,270.00,244.23,346.15,340.00,333.33,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Hog for Slaughter,210.02,240.66,229.73,216.51,220.00,216.03,229.80,227.62,182.47,203.65,186.01,199.80,213.53,172.78,169.31,179.54,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Quirino,Broiler Chicken,160.00,165.00,160.00,160.00,160.00,165.00,..,165.00,..,..,160.00,160.00,161.67,..,160.00,180.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
