Sector,Geolocation,At Current Prices 2022,At Current Prices 2023,At Current Prices 2024,At Constant 2018 Prices 2022,At Constant 2018 Prices 2023,At Constant 2018 Prices 2024
Mining and Quarrying,..Sarangani,57459.26,62799.89,69017.58,38688.87,40979.29,45119.24
Mining and Quarrying,..South Cotabato,620773.01,644562.82,3022967.47,380805.25,408884.64,2267579.29
Mining and Quarrying,..Sultan Kudarat,214259.46,233073.06,244393.52,146065.16,153720.11,156177.23
Mining and Quarrying,..City of General Santos,27339.98,28464.03,29742.79,18107.49,18659.47,19040.18
Mining and Quarrying,Region XIII (Caraga),46281933.04,48153439.29,47913740.62,23176523.22,25484174.96,26728927.18
Mining and Quarrying,..Agusan del Norte,5111728.02,2771789.54,2321293.95,1836702.39,1108133.42,945898.24
Mining and Quarrying,..Agusan del Sur,7395974.32,8181553.26,7667479.46,4501662.88,4584768.27,3528916.23
Mining and Quarrying,..Dinagat Islands,2997385.54,3130243.55,3370836.65,2633620.17,2876046.34,3470145.85
Mining and Quarrying,..Surigao del Norte,16410230.20,18093910.19,19719462.62,8223180.03,9779412.15,11231309.97
Mining and Quarrying,..Surigao del Sur,14359053.49,15967046.29,14825511.25,5975333.72,7129345.61,7546035.49
Mining and Quarrying,..City of Butuan,7561.47,8896.46,9156.69,6024.04,6469.17,6621.41
Mining and Quarrying,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),2884714.31,3084899.56,2688621.86,1659706.27,1912564.91,1746248.84
Mining and Quarrying,..Basilan,278863.31,320661.34,319687.41,211382.93,235302.92,237760.31
Mining and Quarrying,..Lanao del Sur,703838.18,911980.78,968504.32,399175.69,501081.71,522950.59
Mining and Quarrying,..Maguindanao del Norte,395969.84,498425.24,465309.53,252644.85,307592.98,283927.13
Mining and Quarrying,..Maguindanao del Sur,195021.74,261860.08,238901.63,119652.50,155562.22,145854.97
Mining and Quarrying,..Sulu,129510.59,146047.73,142693.86,78890.74,86006.20,83037.20
Mining and Quarrying,..Tawi-Tawi,1181510.64,945924.39,553525.10,597959.57,627018.87,472718.64
Manufacturing,National Capital Region (NCR),835168015.28,860407818.78,894213205.77,782076302.85,785670607.10,806482507.97
Manufacturing,..City of Caloocan,51307576.39,51402623.11,55883279.36,47643988.90,46450067.02,49876854.93
Manufacturing,..City of Las Piñas,10221914.02,10295769.07,10183956.83,9335193.67,9225805.64,9037482.62
Manufacturing,..City of Makati,47274022.02,48750490.69,47386660.09,44227301.35,44872898.08,43330870.32
Manufacturing,..City of Malabon,18856176.01,18873720.61,21553312.68,17414131.91,16955282.88,19130003.59
Manufacturing,..City of Mandaluyong,34042569.18,35722231.66,38675366.44,31907876.40,32582151.52,34849002.38
Manufacturing,..City of Manila,207535257.10,207513984.77,217170114.85,194098065.80,189252903.82,195714399.24
Manufacturing,..City of Marikina,33901707.11,35493109.40,34487548.99,32420660.15,33541542.32,32180187.90
Manufacturing,..City of Muntinlupa,55561566.62,56732190.11,54479670.23,52137803.23,52355809.49,49857892.89
Manufacturing,..City of Navotas,9788529.68,10411975.66,10599110.99,8709940.39,8809494.02,8815520.93
Manufacturing,..City of Parañaque,40164195.98,42330728.03,44129104.29,37381981.59,38295706.68,39357553.77
Manufacturing,..Pasay City,22673481.50,23483077.58,25441491.32,20704002.88,20682362.50,22079131.72
Manufacturing,..City of Pasig,69632069.43,73810684.99,77650454.43,65565359.53,67705241.32,70336296.91
Manufacturing,..Quezon City,120303670.06,128059677.64,134987243.90,113359589.11,117479720.26,122280886.67
Manufacturing,..City of San Juan,5197815.87,5486891.48,6509591.71,4687214.69,4780338.19,5588004.46
Manufacturing,..City of Taguig,41790175.86,43207180.76,41402429.48,39376832.12,39575084.21,37363665.08
Manufacturing,..City of Valenzuela,66237836.31,68126603.55,72874713.67,62515517.45,62515879.47,66028056.78
Manufacturing,..Pateros,679452.13,706879.68,799156.52,590843.68,590319.67,656697.77
Manufacturing,Cordillera Administrative Region (CAR),40304675.53,43657235.01,45556554.11,43144774.40,45637257.08,46394228.04
Manufacturing,..Abra,1341226.86,1447043.80,1541199.93,1224737.56,1275026.84,1332485.95
Manufacturing,..Apayao,132548.36,144479.69,149616.28,123146.54,128275.51,129634.45
Manufacturing,..Benguet,3362734.41,3670365.35,3967549.50,3127516.83,3260997.97,3452451.21
Manufacturing,..Ifugao,2744884.22,2832899.00,3043653.74,2605758.97,2657397.20,2875728.79
Manufacturing,..Kalinga,2221625.72,2300250.01,2475091.91,2053258.13,2090480.72,2188355.02
Manufacturing,..Mountain Province,1124386.24,1221236.62,1296173.36,1024428.11,1067966.50,1109029.86
Manufacturing,..City of Baguio,29377269.72,32040960.54,33083269.39,32985928.26,35157112.35,35306542.78
Manufacturing,Region I (Ilocos Region),68439622.44,72785922.71,73645858.39,55714670.78,57990331.56,58462588.04
Manufacturing,..Ilocos Norte,6461760.47,6705006.06,7160527.48,5198508.29,5326565.87,5754900.92
Manufacturing,..Ilocos Sur,2384008.50,2589322.65,2761658.27,1977703.63,2097839.69,2247789.41
Manufacturing,..La Union,10308489.77,10497288.41,10492520.23,8593751.65,8626887.50,8665361.77
Manufacturing,..Pangasinan,49285363.70,52994305.59,53231152.40,39944707.21,41939038.49,41794535.93
Manufacturing,Region II (Cagayan Valley),36532047.57,39250783.19,42488992.80,39840481.23,40898721.78,43347162.31
Manufacturing,..Batanes,317055.84,362878.45,392701.45,343767.48,371073.89,391252.30
Manufacturing,..Cagayan,12447176.71,13734292.34,14963039.68,13638398.83,14391760.59,15362763.40
Manufacturing,..Isabela,18976332.22,19884603.27,21404569.68,20461019.39,20507886.08,21630135.06
Manufacturing,..Nueva Vizcaya,3112789.50,3502161.25,3805011.21,3500877.88,3714087.82,3932768.50
Manufacturing,..Quirino,1678693.30,1766847.89,1923670.79,1896417.65,1913913.40,2030243.06
Manufacturing,Region III (Central Luzon),580460997.29,617867311.77,656483291.23,594093890.80,618257575.11,649091734.00
Manufacturing,..Aurora,2797801.61,3021790.25,3240809.44,2836279.03,2930321.28,3091593.31
Manufacturing,..Bataan,130000078.91,139434243.38,153229985.52,122468306.30,129176223.01,140747514.49
Manufacturing,..Bulacan,178257192.64,187985999.46,201186914.24,186731019.06,195554568.18,206914311.70
Manufacturing,..Nueva Ecija,31314114.77,33363723.32,35871450.78,32388410.01,33092642.63,35047233.70
Manufacturing,..Pampanga,167361989.42,179393137.63,182979511.98,177318532.03,183736202.92,185615728.58
Manufacturing,..Tarlac,24960464.19,27042477.13,30129189.85,26124576.83,27090270.91,29641764.14
Manufacturing,..Zambales,7019403.97,7524125.49,8159301.37,7128115.82,7296914.67,7763676.93
Manufacturing,..City of Angeles,28348086.26,29108610.64,30330298.46,28559699.91,28755258.63,29473694.13
Manufacturing,..City of Olongapo,10401865.52,10993204.49,11355829.58,10538951.82,10625172.87,10796217.01
Manufacturing,Region IV-A (CALABARZON),1258636318.38,1309209625.76,1375412837.15,1264638559.85,1286241314.76,1331139113.40
Manufacturing,..Batangas,263922067.41,271004270.09,287400846.84,261303978.78,264467134.39,277254325.61
Manufacturing,..Cavite,316475229.10,341944718.10,356780675.50,317116122.32,333984047.62,341507899.85
Manufacturing,..Laguna,565254301.60,575176241.69,604289383.89,574365580.09,572132443.44,591677409.14
Manufacturing,..Quezon,32502742.12,36375888.17,39687530.76,31480218.19,33818164.95,36605345.87
Manufacturing,..Rizal,77293826.27,81194512.79,83500201.01,77220892.22,78541524.31,80600406.76
Manufacturing,..City of Lucena,3188151.88,3513994.92,3754199.14,3151768.26,3298000.05,3493726.18
Manufacturing,MIMAROPA Region,47171042.28,45870169.02,46680264.57,56647942.17,53884868.10,54518440.53
Manufacturing,..Marinduque,3215205.86,3272920.21,3449905.02,3617700.75,3475000.44,3593364.08
Manufacturing,..Occidental Mindoro,3143810.99,3062139.79,3256225.71,4077978.30,3769330.82,3924696.76
Manufacturing,..Oriental Mindoro,14518749.17,13213781.48,14048381.13,20571175.09,18161265.96,19092714.95
Manufacturing,..Palawan,21687428.38,21374290.78,20743738.73,23417576.21,23365213.64,22578811.28
Manufacturing,..Romblon,2317907.85,2473609.21,2603005.89,2418516.87,2445355.54,2560727.82
Manufacturing,..City of Puerto Princesa,2287940.02,2473427.54,2579008.08,2544994.95,2668701.70,2768125.64
Manufacturing,Region V (Bicol Region),43289695.79,44241943.35,47460011.75,61346809.12,61390739.94,65415206.23
Manufacturing,..Albay,9834338.24,9929962.68,10244313.08,14107609.99,13929091.05,14288331.69
Manufacturing,..Camarines Norte,4256781.55,4071272.49,4323019.68,5995554.86,5505057.76,5825244.64
Manufacturing,..Camarines Sur,13921623.46,14921822.81,16322289.60,20171896.29,21191178.58,23138209.19
Manufacturing,..Catanduanes,2168983.28,2293431.16,2377207.62,3135843.44,3256462.41,3363093.27
Manufacturing,..Masbate,6969143.56,6807938.37,7388109.66,9374359.94,9032942.07,9640455.28
Manufacturing,..Sorsogon,6138825.70,6217515.85,6805072.11,8561544.61,8476008.07,9159872.16
Manufacturing,Region VI (Western Visayas),61223132.19,66920018.67,70001241.74,48784613.05,50871383.88,52190276.98
Manufacturing,..Aklan,5586035.01,6169933.81,6503577.11,4390180.65,4595952.56,4760759.71
Manufacturing,..Antique,3511676.82,3878718.72,4083803.49,2760607.15,2933410.40,3035151.38
Manufacturing,..Capiz,6327690.46,7286241.95,7602520.88,5068754.06,5613565.18,5763148.66
Manufacturing,..Guimaras,1171035.66,1305521.32,1374811.16,939095.10,990337.00,1019555.85
Manufacturing,..Iloilo,34178907.73,37001881.72,38776420.20,27466522.48,28401410.47,29168356.27
Manufacturing,..City of Iloilo,10447786.52,11277721.14,11660108.89,8159453.61,8336708.28,8443305.11
Manufacturing,Negros Island Region (NIR),80572813.58,87380226.22,92741511.03,66385066.48,69083322.15,72019652.43
Manufacturing,..Negros Occidental,45278897.48,48398880.01,51873564.35,35506456.25,36489283.05,38438780.42
Manufacturing,..Negros Oriental,13511390.72,14352604.42,15280739.41,13016677.31,13264601.75,13875957.30
Manufacturing,..Siquijor,869999.14,904062.28,937085.00,778344.18,798100.37,809023.55
Manufacturing,..City of Bacolod,20912526.24,23724679.51,24650122.27,17083588.74,18531336.98,18895891.17
Manufacturing,Region VII (Central Visayas),196846603.67,203642229.72,218317339.11,184038578.35,186833376.66,199238884.80
Manufacturing,..Bohol,11598912.94,11729106.37,12920602.48,10021043.57,9998838.96,10903161.93
Manufacturing,..Cebu,63586715.65,65860868.73,72044351.15,60857503.99,61479332.19,66544051.92
Manufacturing,..City of Cebu,15607884.01,16755620.44,18085131.36,13425788.06,14225600.09,15219105.96
Manufacturing,..City of Lapu-Lapu,76677829.01,78264581.83,81101724.18,71429781.61,71883699.92,74669947.82
Manufacturing,..City of Mandaue,29375262.05,31032052.35,34165529.94,28304461.11,29245905.50,31902617.18
Manufacturing,Region VIII (Eastern Visayas),54370920.42,56837977.42,57601671.89,84424516.41,85488695.07,86231617.17
Manufacturing,..Biliran,1136114.75,1241038.80,1349027.20,928711.00,972917.33,1051654.32
Manufacturing,..Eastern Samar,2852257.40,3012331.54,3335060.99,2383825.74,2479395.38,2715457.51
Manufacturing,..Leyte,32469634.87,34262491.38,32631423.84,66100208.10,67004236.00,65858974.17
Manufacturing,..Northern Samar,4576683.99,4768703.18,5233012.10,3816294.23,3901701.22,4323296.78
Manufacturing,..Samar,5339840.42,5119288.06,5763463.56,4487876.13,4237204.05,4727120.17
Manufacturing,..Southern Leyte,4792910.93,4926350.49,5451604.28,4011500.83,4060598.63,4471840.53
Manufacturing,..City of Tacloban,3203478.05,3507773.97,3838079.93,2696100.38,2832642.46,3083273.69
Manufacturing,Region IX (Zamboanga Peninsula),93449056.87,90082584.19,96614233.52,75783057.97,70237763.03,74288371.90
Manufacturing,..Zamboanga del Norte,29589767.10,28091552.76,30127223.58,23213609.59,21139583.84,22343564.19
Manufacturing,..Zamboanga del Sur,11518603.80,11556163.10,12155149.03,9905085.79,9512410.60,9886944.17
Manufacturing,..Zamboanga Sibugay,3121682.55,3318515.41,3445362.61,2872566.36,2981114.33,3089420.62
Manufacturing,..City of Isabela,836670.90,829633.09,924056.59,746510.55,709725.05,779336.16
Manufacturing,..City of Zamboanga,48382332.52,46286719.84,49962441.71,39045285.70,35894929.20,38189106.75
Manufacturing,Region X (Northern Mindanao),141329468.86,143146362.12,152615850.16,119921853.80,118388703.19,124653306.34
Manufacturing,..Bukidnon,19202275.88,18401283.94,20125227.42,15409166.12,14264886.10,15398116.25
Manufacturing,..Camiguin,1150065.91,1199946.42,1292060.25,869303.88,900911.26,956368.27
Manufacturing,..Lanao del Norte,2374080.22,2471441.19,2567749.24,1975532.55,2023497.70,2086824.15
Manufacturing,..Misamis Occidental,5694777.33,5754394.33,6214664.05,4558564.87,4573701.17,4876588.17
Manufacturing,..Misamis Oriental,36088278.94,37173859.64,38787834.89,30921084.79,31139110.35,32065238.76
Manufacturing,..City of Cagayan de Oro,50463945.06,52747016.04,55353207.69,43596668.99,44150453.00,45729512.69
Manufacturing,..City of Iligan,26356045.52,25398420.55,28275106.62,22591532.60,21336143.62,23540658.04
Manufacturing,Region XI (Davao Region),108401584.14,116130877.17,121698172.79,104399451.83,107709303.39,111484215.29
Manufacturing,..Davao de Oro,2790466.20,3183481.79,3342444.86,2726481.73,2950420.22,3056254.43
Manufacturing,..Davao del Norte,19749944.64,20817571.55,22132913.72,19145599.31,19401812.60,20505042.76
Manufacturing,..Davao del Sur,16316415.13,17219577.13,18232262.61,15571011.41,15881877.02,16576137.09
Manufacturing,..Davao Occidental,3924292.58,4395762.34,4498542.61,3725085.61,3977674.05,4016032.18
Manufacturing,..Davao Oriental,2250527.56,2346187.11,2453686.54,2148590.91,2159443.77,2216688.30
Manufacturing,..City of Davao,63369938.03,68168297.25,71038322.46,61082682.85,63338075.72,65114060.53
Manufacturing,Region XII (SOCCSKSARGEN),72863532.77,71387048.48,73570883.44,72413368.92,68164590.02,69181950.37
Manufacturing,..Cotabato,11735022.20,12161712.39,12383672.96,11587440.33,11637477.96,11679798.19
Manufacturing,..Sarangani,3780643.71,3887108.95,3966160.87,3690365.60,3676976.91,3694293.92
Manufacturing,..South Cotabato,26640726.63,27851134.94,28252175.05,25822182.66,25879431.43,25841996.51
Manufacturing,..Sultan Kudarat,6661178.21,7111465.40,7621717.52,6356285.37,6498221.88,6863655.68
Manufacturing,..City of General Santos,24045962.02,20375626.80,21347157.04,24957094.96,20472481.84,21102206.07
Manufacturing,Region XIII (Caraga),43343514.26,42747605.55,43696189.48,48493215.49,46787666.14,47705096.03
Manufacturing,..Agusan del Norte,6238597.36,6409244.71,6895136.54,6348765.25,6372406.27,6802124.24
Manufacturing,..Agusan del Sur,8783004.81,8781911.75,9380912.97,10220511.03,9905744.05,10614573.26
Manufacturing,..Dinagat Islands,1006976.89,956564.81,978857.70,1046736.52,964104.95,977230.04
Manufacturing,..Surigao del Norte,13334758.89,12766639.65,12190358.87,15562910.48,14841705.76,14300272.73
Manufacturing,..Surigao del Sur,8522789.49,8706791.38,9004462.04,9026827.24,8962423.64,9180505.45
Manufacturing,..City of Butuan,5457386.83,5126453.25,5246461.35,6287464.97,5741281.46,5830390.32
Manufacturing,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),32932267.05,34604901.29,37239725.99,27009477.63,27331735.15,28903460.46
Manufacturing,..Basilan,2483514.90,2560111.81,2706118.36,2054058.30,2038283.51,2117241.23
Manufacturing,..Lanao del Sur,10155978.91,10870046.15,11830179.06,8605532.56,8871082.55,9485451.90
Manufacturing,..Maguindanao del Norte,14284729.00,14969701.34,16078443.06,11487030.66,11582921.35,12223594.57
Manufacturing,..Maguindanao del Sur,3314013.71,3280745.94,3489459.33,2615403.20,2490582.81,2602595.68
Manufacturing,..Sulu,615117.53,715891.29,743144.16,512724.91,574543.68,586001.45
Manufacturing,..Tawi-Tawi,2078912.99,2208404.76,2392382.02,1734728.00,1774321.25,1888575.63
"Electricity, Steam, Water and Waste Management",National Capital Region (NCR),97268593.15,113062914.42,124437525.36,89046205.17,93677911.15,99223538.11
"Electricity, Steam, Water and Waste Management",..City of Caloocan,4892099.48,5725512.89,6332599.43,4492206.05,4746981.66,5002885.66
"Electricity, Steam, Water and Waste Management",..City of Las Piñas,2461765.31,2887145.29,3166048.42,2255558.81,2397292.18,2525165.31
"Electricity, Steam, Water and Waste Management",..City of Makati,8778745.07,10573486.66,11931069.87,8022564.44,8749548.67,9539090.78
"Electricity, Steam, Water and Waste Management",..City of Malabon,1473662.20,1678486.41,1875606.38,1351689.09,1391000.56,1485445.80
"Electricity, Steam, Water and Waste Management",..City of Mandaluyong,4034707.60,4784695.14,5256804.20,3693592.86,3960560.34,4189247.46
"Electricity, Steam, Water and Waste Management",..City of Manila,14260517.33,16437084.09,18130549.03,13065994.60,13613493.76,14408447.46
"Electricity, Steam, Water and Waste Management",..City of Marikina,1969909.16,2250811.69,2484746.27,1802188.18,1866754.52,1989157.36
"Electricity, Steam, Water and Waste Management",..City of Muntinlupa,3948920.39,4660317.76,5047049.81,3610653.48,3854443.61,4032866.85
"Electricity, Steam, Water and Waste Management",..City of Navotas,974262.25,1116971.14,1230622.12,891735.51,924283.14,979177.97
"Electricity, Steam, Water and Waste Management",..City of Parañaque,5426175.79,6016338.99,6580519.33,4961626.28,4979112.06,5261240.71
"Electricity, Steam, Water and Waste Management",..Pasay City,4438934.43,5010338.24,5547956.57,4063818.41,4143473.14,4399539.49
"Electricity, Steam, Water and Waste Management",..City of Pasig,8134694.87,9621168.07,10700116.92,7441621.86,8013091.65,8624986.40
"Electricity, Steam, Water and Waste Management",..Quezon City,19580005.72,22395633.74,24596931.39,17931819.53,18531747.24,19521017.37
"Electricity, Steam, Water and Waste Management",..City of San Juan,1461117.65,1704004.03,1849427.63,1336773.98,1410179.85,1474375.63
"Electricity, Steam, Water and Waste Management",..City of Taguig,10161140.39,12251105.92,13114175.66,9282631.26,10173278.28,10596314.23
"Electricity, Steam, Water and Waste Management",..City of Valenzuela,5070029.23,5710122.87,6330092.57,4656896.55,4724195.66,4985109.95
"Electricity, Steam, Water and Waste Management",..Pateros,201906.29,239691.49,263209.75,184834.28,198474.83,209469.68
"Electricity, Steam, Water and Waste Management",Cordillera Administrative Region (CAR),6760333.43,7650935.87,8265335.64,5733788.06,6195921.77,6622961.86
"Electricity, Steam, Water and Waste Management",..Abra,708516.51,778723.98,832964.07,564346.81,590499.60,654458.33
"Electricity, Steam, Water and Waste Management",..Apayao,344974.61,414771.05,447428.66,298894.64,328132.00,356789.16
"Electricity, Steam, Water and Waste Management",..Benguet,2950580.30,3417455.70,3714290.78,2559685.06,2813538.10,2972521.23
"Electricity, Steam, Water and Waste Management",..Ifugao,421372.36,487363.29,524428.83,353357.12,378523.78,409929.98
