Geolocation,Commodity,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual
....Apayao,"GINGER, LOOSE, 1 KG",95.00,90.00,92.50,86.25,78.75,73.75,77.50,77.50,78.75,80.00,77.50,77.50,82.08,78.75,77.50,72.50,71.25,81.25,78.13,80.00,89.38,91.25,95.00,97.50,118.13,85.89,126.25,125.00,113.75,116.67,121.88,127.50,138.13,143.75,149.38,153.75,161.88,173.13,137.59,163.75,154.38,146.25,136.88,131.88,131.25,143.13,140.00,142.50,142.50,140.00,135.63,142.35,125.00,120.00,105.63,98.75,87.50,91.88,85.63,95.00,96.25,96.25,100.00,105.63,100.63,96.25,93.13,77.50,74.63,74.88,73.00,74.06,81.56,78.75,79.38,108.13,115.00,85.52,105.00,90.63,83.75,90.00,98.75,131.25,141.25,165.00,166.25,166.25,206.25,196.25,136.72,186.25,165.00,155.00,147.50,143.75,148.75,145.00,167.50,173.75,170.00,175.00,190.00,163.96
....Benguet,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Benguet,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Benguet,"GARLIC, NATIVE, 1 KG",166.25,163.75,148.75,140.00,131.25,123.75,159.38,206.25,205.00,205.00,203.75,197.50,170.89,196.25,182.50,175.00,173.75,190.00,190.00,191.25,190.00,186.25,188.75,181.25,170.00,184.58,170.00,167.50,173.75,186.67,186.25,191.25,214.38,219.38,223.75,238.75,235.00,236.25,203.58,240.00,239.38,236.88,232.50,231.25,217.50,221.25,250.00,243.33,246.67,251.67,250.00,238.37,340.00,333.33,330.00,321.67,197.00,209.50,216.50,213.50,211.63,214.50,214.50,211.38,251.13,189.25,175.50,175.25,170.00,162.50,175.50,179.25,181.75,173.00,180.50,179.50,187.88,177.49,180.13,173.50,166.25,162.25,159.75,175.00,182.50,180.00,178.75,182.25,184.25,188.00,176.05,191.75,185.00,184.13,192.50,195.00,202.50,198.75,207.50,209.75,183.75,183.50,204.50,194.89
....Benguet,"ONION RED CREOLE (BERMUDA RED), 1 KG",103.75,106.25,103.75,98.75,102.50,105.00,106.25,109.38,122.50,120.00,115.00,115.00,109.01,113.75,103.13,105.00,88.75,75.63,72.50,72.50,76.25,78.75,80.00,87.50,92.50,87.19,115.00,128.75,103.75,115.00,109.00,103.75,96.25,101.25,103.75,106.25,110.00,113.75,108.88,111.25,107.50,109.38,100.00,98.13,103.13,110.00,140.00,138.75,132.50,145.25,150.50,120.53,168.38,149.25,138.00,129.63,97.25,111.75,115.25,141.50,157.25,207.25,221.00,299.63,161.35,422.00,411.00,180.50,176.75,196.75,208.25,210.75,220.38,213.00,214.75,209.75,211.50,239.62,207.88,165.00,148.75,138.25,125.75,138.75,152.50,138.25,137.00,136.75,140.00,137.50,147.20,155.00,158.75,163.38,155.00,137.00,153.75,157.50,167.50,168.50,161.13,162.38,239.75,164.97
....Benguet,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Benguet,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Benguet,"GINGER, LOOSE, 1 KG",100.02,95.57,100.02,93.35,91.13,95.58,85.21,85.21,87.05,87.05,87.05,87.05,91.19,83.35,83.35,87.05,89.83,85.21,87.06,88.92,87.06,92.62,92.62,100.03,102.81,89.99,101.89,103.74,100.04,113.94,111.16,113.02,130.62,135.26,147.30,143.60,129.70,127.84,121.51,125.98,122.28,125.98,116.72,107.46,113.02,135.25,146.50,166.50,173.75,168.75,155.00,138.10,131.75,126.00,115.75,111.00,114.25,111.25,106.25,126.25,120.38,134.50,118.25,118.25,119.49,117.50,107.50,112.50,100.25,93.75,100.00,104.50,104.50,109.50,111.25,109.38,117.50,107.34,111.88,96.25,93.75,92.50,103.75,110.63,126.88,146.88,143.50,164.88,132.75,128.75,121.03,152.13,133.75,133.75,133.75,143.75,147.50,148.75,153.75,150.00,155.00,163.38,184.50,150.00
....Ifugao,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Ifugao,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Ifugao,"GARLIC, NATIVE, 1 KG",120.00,137.14,120.00,117.14,120.00,120.00,120.00,125.71,117.14,118.57,110.00,101.43,118.93,111.43,111.43,111.43,108.57,130.00,124.29,117.14,132.86,132.86,132.86,140.00,151.43,125.36,164.29,167.14,171.43,171.43,160.00,131.43,125.71,132.86,131.43,121.43,118.57,112.86,142.38,112.86,134.29,128.57,121.43,124.29,125.71,121.43,131.43,145.71,128.57,145.71,152.86,131.07,140.00,125.71,117.14,117.14,117.14,114.29,108.57,122.86,125.71,125.71,122.86,121.43,121.55,124.29,121.43,121.43,121.43,125.71,142.86,150.00,150.00,145.71,142.86,150.00,147.14,136.91,147.14,144.29,147.14,150.00,142.86,152.86,141.43,144.29,147.14,140.00,151.43,151.43,146.67,154.29,154.29,151.43,152.86,155.71,151.43,152.86,154.29,152.86,157.14,158.57,164.29,155.00
....Ifugao,"ONION RED CREOLE (BERMUDA RED), 1 KG",124.29,112.57,107.14,97.14,97.14,105.71,105.71,118.57,115.71,112.86,105.71,102.86,108.78,111.43,111.43,111.43,88.57,77.14,81.43,78.57,95.71,94.29,108.57,118.57,148.57,102.14,155.71,135.71,121.43,120.00,114.29,120.00,100.00,102.86,111.43,130.00,184.29,197.14,132.74,195.71,145.71,134.29,115.71,128.57,124.29,124.29,132.86,145.71,132.86,147.14,182.86,142.50,205.71,131.43,105.71,108.57,105.71,105.71,108.57,134.29,184.29,177.14,240.00,285.71,157.74,334.29,302.86,180.00,134.29,192.86,202.86,200.00,200.00,202.86,194.29,192.86,208.57,212.15,190.00,157.14,130.00,125.71,118.57,124.29,127.14,122.86,127.14,124.29,137.14,138.57,135.24,154.29,165.71,168.57,130.00,130.00,137.14,142.86,160.00,162.86,177.14,198.57,222.86,162.50
....Ifugao,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Ifugao,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Ifugao,"GINGER, LOOSE, 1 KG",57.14,62.86,67.14,57.14,55.71,48.57,48.57,60.00,64.29,65.71,75.71,75.71,61.55,74.29,74.29,74.29,74.29,71.43,74.29,72.86,69.29,75.71,75.71,88.57,84.29,75.78,84.29,81.43,78.57,78.57,97.14,114.29,120.00,114.29,108.57,151.43,172.86,174.29,114.64,142.86,154.29,121.43,111.43,122.86,131.43,121.43,115.71,117.14,141.43,141.43,108.57,127.50,100.00,97.14,97.14,94.29,94.29,78.57,100.00,85.71,71.43,65.71,82.86,84.29,87.62,82.86,67.14,82.86,80.00,68.57,65.71,64.29,64.29,91.43,70.00,71.43,75.71,73.69,74.29,70.00,65.71,67.14,72.86,85.71,95.71,94.29,85.71,97.14,108.57,111.43,85.71,118.57,110.00,108.57,85.71,135.71,145.71,138.57,128.57,127.14,130.00,132.86,120.00,123.45
....Kalinga,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.00,100.00,111.88,116.25,102.50,102.50,108.13,113.75,135.00,140.00,140.00,136.25,138.13,139.38,123.65,140.00,135.63,133.13,132.50,135.00,128.13,128.13,132.50,131.25,131.88,140.00,139.38,133.96,145.63,138.75,142.50,128.13,139.38,143.75,141.25,139.13,143.75,145.00,142.50,146.25,141.34
....Kalinga,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Kalinga,"GARLIC, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Kalinga,"ONION RED CREOLE (BERMUDA RED), 1 KG",94.75,93.75,88.75,76.88,80.00,81.25,93.75,93.75,93.75,93.75,86.25,82.50,88.26,82.50,82.50,77.50,66.25,60.00,62.50,78.75,80.63,66.88,66.25,88.75,102.50,76.25,128.75,121.25,120.00,115.00,106.25,90.00,93.75,97.50,101.25,113.75,148.75,156.25,116.04,122.50,117.50,115.63,110.00,110.63,107.50,110.00,110.00,110.00,116.88,116.88,129.38,114.74,151.25,128.75,106.25,80.00,70.00,76.25,92.50,108.75,123.13,181.25,210.00,255.00,131.93,487.50,330.00,156.25,125.00,152.50,176.25,177.50,186.25,182.50,158.75,161.25,160.00,204.48,161.25,153.75,95.00,91.25,88.75,87.50,90.00,93.13,93.75,104.38,113.75,113.13,107.14,120.00,125.00,140.63,123.13,124.38,124.38,127.50,133.75,146.88,150.63,155.63,186.25,138.18
....Kalinga,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Kalinga,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Kalinga,"GINGER, LOOSE, 1 KG",51.25,51.25,48.75,50.00,51.25,51.25,55.00,51.25,46.25,52.50,55.00,47.50,50.94,51.25,56.25,51.25,50.00,60.38,70.00,76.25,75.63,80.63,125.00,117.50,119.38,77.79,110.63,88.75,92.50,100.00,98.75,133.75,146.25,119.38,125.00,127.50,150.00,113.75,117.19,125.00,112.50,106.88,104.38,108.13,135.00,122.50,102.50,102.50,102.50,102.50,105.00,110.78,105.00,101.25,91.25,86.25,87.50,87.50,87.50,72.50,66.25,60.00,71.25,70.00,82.19,70.00,70.00,53.75,43.13,48.75,58.13,58.13,58.13,42.50,41.25,51.88,56.88,54.38,66.25,67.50,65.00,70.00,72.50,86.25,95.00,95.63,97.50,108.25,123.75,110.00,88.14,110.00,108.75,100.63,106.25,123.75,138.13,135.63,138.75,132.50,125.00,134.38,125.00,123.23
....Mountain Province,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"GARLIC, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"ONION RED CREOLE (BERMUDA RED), 1 KG",135.00,132.50,112.50,122.50,118.75,116.25,112.50,117.50,118.75,125.00,117.50,120.00,120.73,112.50,110.00,115.00,116.25,112.50,102.50,97.50,105.00,108.75,113.75,120.00,141.25,112.92,186.88,175.00,125.00,118.33,120.00,122.50,127.50,127.50,136.25,152.50,182.50,198.75,147.73,185.00,161.25,150.00,138.75,136.25,135.00,142.50,135.00,158.75,146.25,166.25,175.00,152.50,182.50,182.50,160.00,172.50,146.25,136.25,128.75,152.50,155.00,208.75,243.75,323.75,182.71,407.50,366.25,328.75,198.75,178.75,182.50,192.50,202.50,202.50,202.50,190.00,191.25,236.98,191.25,182.50,137.50,133.75,141.25,151.25,161.25,161.25,162.50,165.00,166.25,175.00,160.73,175.00,162.50,157.50,182.50,177.50,177.50,171.25,187.50,190.00,190.00,190.00,212.50,181.15
....Mountain Province,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"GINGER, LOOSE, 1 KG",78.75,77.50,90.00,95.00,108.75,96.88,101.88,93.13,94.38,93.13,93.13,86.88,92.45,83.13,83.13,83.13,80.63,80.63,94.38,94.38,110.00,120.00,126.25,121.25,127.50,100.37,118.75,117.50,108.75,120.00,167.50,205.00,180.00,180.00,200.00,202.50,200.00,185.00,165.42,176.25,165.00,151.25,152.50,147.50,157.50,153.75,158.75,176.25,163.75,173.75,178.75,162.92,175.00,170.00,148.75,146.25,143.75,121.25,121.25,117.50,117.50,133.75,123.75,126.25,137.08,136.25,136.25,126.25,123.75,121.25,121.25,143.75,143.75,132.50,128.75,121.25,117.50,129.38,111.25,111.25,111.25,111.25,111.25,126.25,137.50,152.50,163.75,161.25,161.25,161.25,135.00,163.75,158.75,156.25,155.00,137.50,132.50,155.00,167.50,177.50,177.50,177.50,177.50,161.35
....City of Baguio,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Baguio,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Baguio,"GARLIC, NATIVE, 1 KG",147.17,144.96,131.68,123.93,116.18,109.54,141.08,182.57,181.46,181.46,180.35,174.82,151.27,173.71,161.54,154.90,153.79,168.17,168.17,169.28,168.17,164.85,167.06,160.42,150.46,163.38,150.46,148.25,153.78,165.21,164.84,169.27,189.74,194.17,198.04,211.32,208.00,209.11,180.18,212.43,211.88,209.67,205.79,204.68,192.51,195.83,200.38,201.00,203.50,207.80,198.60,203.67,196.60,173.90,165.50,164.50,169.33,178.67,176.92,171.46,175.58,169.42,178.83,195.00,176.31,176.67,178.75,185.00,183.17,195.25,207.83,208.42,195.00,201.08,185.75,183.17,186.42,190.54,192.17,194.15,183.08,211.19,207.83,202.04,200.83,211.25,212.50,209.17,207.02,208.17,203.28,205.00,203.33,183.58,194.00,206.50,217.17,196.25,208.75,200.42,190.92,188.00,175.88,197.48
....City of Baguio,"ONION RED CREOLE (BERMUDA RED), 1 KG",83.22,85.23,83.22,79.21,82.22,84.23,85.23,87.74,98.26,96.25,92.24,92.24,87.44,91.24,82.72,84.22,71.19,60.67,58.16,58.16,61.17,63.18,64.18,70.20,74.21,69.94,92.26,103.29,83.23,92.26,87.45,83.24,77.22,81.23,83.24,85.25,88.26,91.27,87.35,89.26,86.25,87.76,80.23,78.73,82.74,88.25,114.88,118.33,127.58,142.42,141.00,103.12,144.71,144.83,122.92,114.67,112.75,120.75,117.00,128.31,153.83,189.58,247.42,305.67,158.54,454.92,319.00,177.92,139.25,158.67,199.83,211.17,203.92,213.25,181.33,175.75,186.58,218.47,179.08,139.82,116.07,113.19,117.44,126.58,123.27,131.38,130.13,131.79,125.04,123.29,129.76,136.46,143.15,137.96,116.46,131.42,137.83,144.00,163.17,163.67,162.23,160.88,204.83,150.17
....City of Baguio,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Baguio,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Baguio,"GINGER, LOOSE, 1 KG",98.61,94.23,98.61,92.04,89.85,94.23,84.01,84.01,85.83,85.83,85.83,85.83,89.91,82.18,82.18,85.83,88.57,84.01,85.83,87.66,85.83,91.31,91.31,98.62,101.36,88.72,100.45,102.27,98.62,112.32,109.58,111.41,128.76,133.33,145.20,141.55,127.85,126.02,119.78,124.19,120.54,124.19,115.06,105.93,111.41,133.33,159.00,169.00,167.20,141.10,118.40,132.45,113.90,114.50,102.70,94.60,95.60,96.80,92.10,97.90,100.10,111.50,114.30,116.30,104.19,106.80,106.80,100.00,93.40,99.30,107.70,109.00,110.80,113.90,119.90,132.20,149.60,112.45,133.50,137.40,135.75,136.00,152.40,177.10,180.70,187.10,183.20,186.50,173.50,170.80,162.83,168.07,157.80,152.90,159.00,160.50,161.50,162.85,170.55,173.85,168.00,175.00,184.50,166.21
..REGION I (ILOCOS REGION),"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"GARLIC, NATIVE, 1 KG",211.21,208.04,188.04,174.39,166.87,162.70,144.87,156.80,159.92,163.07,160.55,168.68,172.10,168.71,151.25,144.36,140.01,141.23,140.82,138.07,146.15,147.99,142.39,143.65,182.55,148.93,183.60,195.42,191.77,198.99,197.51,193.76,182.43,188.70,191.22,188.12,193.07,184.33,190.74,185.58,180.60,186.92,173.08,168.70,178.22,166.88,178.75,181.88,150.00,155.00,161.88,172.29,153.13,147.50,146.25,143.75,143.75,157.50,161.88,160.63,158.75,208.75,204.38,259.58,170.49,245.42,250.83,253.33,238.75,227.50,245.00,241.25,247.50,266.25,262.08,269.79,270.00,251.48,270.00,272.08,266.67,240.42,248.33,252.08,249.58,256.25,258.33,248.75,251.25,246.25,255.00,240.00,243.33,250.83,234.58,232.92,235.42,228.33,236.25,227.50,227.08,231.25,249.17,236.39
..REGION I (ILOCOS REGION),"ONION RED CREOLE (BERMUDA RED), 1 KG",104.42,87.84,74.22,68.48,68.95,74.29,86.85,96.65,103.22,106.86,100.96,95.39,89.01,80.69,74.62,72.65,70.17,66.40,65.03,75.07,78.72,75.31,70.08,71.33,98.33,74.87,168.53,128.18,90.21,84.62,87.33,86.33,84.66,86.23,109.72,142.17,153.27,164.12,115.45,137.41,109.32,102.42,99.91,99.43,101.12,101.42,103.96,110.83,127.92,131.67,150.83,114.69,160.42,140.83,84.58,65.00,69.75,83.33,98.75,124.92,132.08,178.75,193.33,311.04,136.90,495.83,324.58,189.58,141.46,172.58,173.42,176.75,175.08,166.54,161.13,159.79,153.96,207.56,143.54,110.00,90.21,79.38,77.92,93.54,105.63,104.58,103.54,106.04,111.25,110.42,103.00,131.25,145.83,138.75,122.08,117.92,123.75,128.75,151.25,157.17,148.96,176.42,207.92,145.84
..REGION I (ILOCOS REGION),"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
