Geolocation,Commodity Group,Weights
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Non-durable household goods (ND),1.020614
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Domestic services and household services (S),0.726902
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),..HEALTH,3.202236
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),"….Medical Products, Appliances And Equipment",1.636670
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Pharmaceutical Products (ND),1.586144
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Other medical products (ND),0.022508
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Therapeutic appliances and equipment (D),0.028018
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Outpatient Services,0.507560
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Medical services,0.419569
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Dental services (S),0.043122
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Paramedical services (S),0.044870
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Hospital Services,1.058006
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Hospital services (In-Patient Services),1.058006
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),..TRANSPORT,6.191939
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Purchase Of Vehicles,0.650579
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Motorcycle,0.549880
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Bicycle and tricycle,0.100699
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Operation Of Personal Transport Equipment,1.874741
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Spare parts and accessories for personal transport equipment (SD),0.167128
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Fuel and lubricants for personal transport equipment (ND),1.557896
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Maintenance and repair of personal transport equipment (S),0.149717
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Other services with respect of personal transport equipment (S),..
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Transport Services,3.666619
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Passenger transport by railway,..
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Passenger transport by road,3.299848
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Passenger transport by air,0.293510
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Passenger transport by sea and inland waterway,0.073260
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),..COMMUNICATION,2.125660
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Postal Services,0.008857
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Postal services (S),0.008857
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Telephone And Telefax Equipment,0.284091
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Telephone and telefax equipment (S),0.284091
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Telephone And Telefax Services,1.832712
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Telephone and telefax services (S),1.832712
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),..RECREATION AND CULTURE,1.076252
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Audio-Visual Photography And Information Processing Equipment,0.513346
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),"……Equipment for the reception, recording and reproduction of sound and pictures (D)",0.260678
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Photographic and cinematographic equipment and optical instruments (D),0.010604
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Information processing equipment (D),0.238079
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Recording media (SD),0.003391
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),"……Repair of audio-visual, photographic and information processing equipment (S)",0.000593
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Other Major Durables For Recreation And Culture,0.010512
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Musical instruments and major durables for indoor recreation (D),0.010512
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),"….Other Recreational Items And Equipment, Gardens And Pets",0.090184
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),"……Games, toys and hobbies (SD)",0.036406
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),"……Equipment for sport, camping and open-air recreation (SD)",0.002089
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),"……Gardens, plants and flowers (ND)",0.011529
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Pets and related products (ND),0.040160
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Recreational And Cultural Services,0.148796
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Recreational and sporting services (S),0.003020
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Cultural services (S),0.066190
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Games of chance (S),0.079586
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Newspapers. Books And Stationery,0.313414
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Books (SD),0.120394
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Newspapers and periodicals (ND),0.013540
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Miscellaneous printed matter (ND),0.003305
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Stationery and drawing materials (ND),0.176175
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),.. EDUCATION,2.464007
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Pre-Primary (Pre-School) And Primary (Elementary) Education,0.507498
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Pre-primary education services (S),0.109032
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Primary education services (S),0.398466
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Secondary (High School) Education,0.501610
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Secondary education services (S),0.501610
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Post-Secondary Non-Tertiary (Technical-Vocational) Education,0.050265
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Post-secondary non-tertiary education services (S),0.050265
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Tertiary (Baccalaureate And Post-Graduate) Education,1.393585
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……First stage of tertiary education services (S),1.273985
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Second stage of tertiary education services (S),0.119599
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Education Not Definable By Level,0.011050
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Education services not definable by level (S),0.011050
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),..RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,9.063067
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Catering Services,5.495476
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),"……Restaurants, cafes and the like (S)",5.495476
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),….Personal Care,2.973351
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Hairdressing salons and personal grooming establishments (S),0.410526
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Electric appliances for personal care (SD),0.001251
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),"……Other appliances, articles and products for personal care (ND)",2.561574
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),"….Personal Effects, N.E.C.",0.462576
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),"……Jewellery, clocks and watches (D)",0.053288
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),……Other personal effects (SD),0.409288
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),"….Other Services, N.E.C.",0.131665
..AREAS OUTSIDE NATIONAL CAPITAL REGION (NCR),"……Other services, n.e.c.",0.131665
..CORDILLERA ADMINISTRATIVE REGION (CAR),ALL ITEMS,1.711675
..CORDILLERA ADMINISTRATIVE REGION (CAR),..FOOD AND NON-ALCOHOLIC BEVERAGES,0.695390
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Food,0.654081
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Bread and cereals (ND),0.256680
..CORDILLERA ADMINISTRATIVE REGION (CAR),……..Rice,0.191338
..CORDILLERA ADMINISTRATIVE REGION (CAR),……..Corn,0.003635
..CORDILLERA ADMINISTRATIVE REGION (CAR),"……..Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.061707
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Meat (ND),0.125444
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Fish  and Seafood (ND),0.078651
..CORDILLERA ADMINISTRATIVE REGION (CAR),"……Milk, cheese and eggs (ND)",0.046477
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Oils and fats (ND),0.017672
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Fruit (ND),0.028786
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Vegetables (ND),0.064551
..CORDILLERA ADMINISTRATIVE REGION (CAR),"……Sugar, jam, honey, chocolate and confectionery (ND)",0.018336
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Food products n.e.c. (ND),0.017483
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Non-Alcoholic Beverages,0.041309
..CORDILLERA ADMINISTRATIVE REGION (CAR),"……Coffee, tea and cocoa (ND)",0.022429
..CORDILLERA ADMINISTRATIVE REGION (CAR),"……Mineral water, soft drinks, fruit and vegetable juices (ND)",0.018880
..CORDILLERA ADMINISTRATIVE REGION (CAR),".. ALCOHOLIC BEVERAGES, TOBACCO AND OTHER VEGETABLE-BASED TOBACCO PRODUCTS",0.024539
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Alcoholic Beverages,0.010776
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Spirits (ND),0.007819
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Wine (ND),0.000201
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Beer (ND),0.002757
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Tobacco,0.013240
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Tobacco (ND),0.013240
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Other Vegetable-Based Tobacco Products,0.000523
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Other vegetable-based tobacco products,0.000523
..CORDILLERA ADMINISTRATIVE REGION (CAR),NON-FOOD,0.991746
..CORDILLERA ADMINISTRATIVE REGION (CAR),..CLOTHING AND FOOTWEAR,0.057481
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Clothing,0.038177
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Clothing materials (SD),0.000056
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Garments (SD),0.037583
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Other articles of clothing and clothing accessories (SD),0.000227
..CORDILLERA ADMINISTRATIVE REGION (CAR),"……Cleaning, repair and hire of clothing (S)",0.000311
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Footwear,0.019304
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Shoes and other footwear (SD),0.019250
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Repair and hire of footwear (S),0.000054
..CORDILLERA ADMINISTRATIVE REGION (CAR),"..HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.421044
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Actual Rentals For Housing,0.275467
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Actual rentals paid by tenants (S),0.275467
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Maintenance And Repair Of The Dwelling,0.005175
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Materials for the maintenance and repair of the dwelling (ND),0.003987
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Services for the maintenance and repair of the dwelling (S),0.001188
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Water Supply And Miscellaneous Services Relating To The Dwelling,0.017079
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Water supply (ND),0.017079
..CORDILLERA ADMINISTRATIVE REGION (CAR),"….Electricity, Gas And Other Fuels",0.123322
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Electricity (ND),0.055938
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Gas (ND),0.043995
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Liquid fuels (ND),0.001240
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Solid fuels (ND),0.022149
..CORDILLERA ADMINISTRATIVE REGION (CAR),"..FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.039560
..CORDILLERA ADMINISTRATIVE REGION (CAR),"….Furniture And Furnishings, Carpets And Other Floor Coverings",0.002594
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Furniture and furnishings (D),0.002527
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Carpets and other floor coverings (D),0.000067
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Household Textiles,0.002530
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Household textiles (SD),0.002530
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Household Appliances,0.003625
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Major household appliances whether electric or not (D),0.002999
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Small electric household appliances (SD),0.000597
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Repair of household appliances (S),0.000029
..CORDILLERA ADMINISTRATIVE REGION (CAR),"….Glassware, Tableware And Household Utensils",0.001107
..CORDILLERA ADMINISTRATIVE REGION (CAR),"……Glassware, tableware and household utensils (SD)",0.001107
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Tools And Equipment For House And Garden,0.000124
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Major tools and equipment (D),0.000015
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Small tools and miscellaneous accessories (SD),0.000108
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Goods And Services For Routine Household Maintenance,0.029581
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Non-durable household goods (ND),0.019856
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Domestic services and household services (S),0.009725
..CORDILLERA ADMINISTRATIVE REGION (CAR),..HEALTH,0.071474
..CORDILLERA ADMINISTRATIVE REGION (CAR),"….Medical Products, Appliances And Equipment",0.042291
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Pharmaceutical Products (ND),0.040549
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Other medical products (ND),0.000445
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Therapeutic appliances and equipment (D),0.001297
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Outpatient Services,0.015839
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Medical services,0.011639
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Dental services (S),0.003324
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Paramedical services (S),0.000875
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Hospital Services,0.013344
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Hospital services (In-Patient Services),0.013344
..CORDILLERA ADMINISTRATIVE REGION (CAR),..TRANSPORT,0.111506
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Purchase Of Vehicles,0.009765
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Motorcycle,0.008043
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Bicycle and tricycle,0.001723
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Operation Of Personal Transport Equipment,0.035333
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Spare parts and accessories for personal transport equipment (SD),0.005019
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Fuel and lubricants for personal transport equipment (ND),0.027399
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Maintenance and repair of personal transport equipment (S),0.002915
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Other services with respect of personal transport equipment (S),..
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Transport Services,0.066409
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Passenger transport by railway,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Passenger transport by road,0.062209
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Passenger transport by air,0.004199
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Passenger transport by sea and inland waterway,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),..COMMUNICATION,0.048513
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Postal Services,0.000037
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Postal services (S),0.000037
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Telephone And Telefax Equipment,0.005087
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Telephone and telefax equipment (S),0.005087
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Telephone And Telefax Services,0.043389
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Telephone and telefax services (S),0.043389
..CORDILLERA ADMINISTRATIVE REGION (CAR),..RECREATION AND CULTURE,0.025705
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Audio-Visual Photography And Information Processing Equipment,0.010714
..CORDILLERA ADMINISTRATIVE REGION (CAR),"……Equipment for the reception, recording and reproduction of sound and pictures (D)",0.004239
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Photographic and cinematographic equipment and optical instruments (D),0.000225
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Information processing equipment (D),0.005988
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Recording media (SD),0.000262
..CORDILLERA ADMINISTRATIVE REGION (CAR),"……Repair of audio-visual, photographic and information processing equipment (S)",0.000001
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Other Major Durables For Recreation And Culture,0.000322
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Musical instruments and major durables for indoor recreation (D),0.000322
..CORDILLERA ADMINISTRATIVE REGION (CAR),"….Other Recreational Items And Equipment, Gardens And Pets",0.002176
..CORDILLERA ADMINISTRATIVE REGION (CAR),"……Games, toys and hobbies (SD)",0.001053
..CORDILLERA ADMINISTRATIVE REGION (CAR),"……Equipment for sport, camping and open-air recreation (SD)",0.000169
..CORDILLERA ADMINISTRATIVE REGION (CAR),"……Gardens, plants and flowers (ND)",0.000046
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Pets and related products (ND),0.000907
..CORDILLERA ADMINISTRATIVE REGION (CAR),….Recreational And Cultural Services,0.004051
..CORDILLERA ADMINISTRATIVE REGION (CAR),……Recreational and sporting services (S),0.000188
