Crop,Geolocation,2010 Quarter1,2010 Quarter2,2010 Semester1,2010 Quarter3,2010 Quarter4,2010 Semester2,2010 Annual,2011 Quarter1,2011 Quarter2,2011 Semester1,2011 Quarter3,2011 Quarter4,2011 Semester2,2011 Annual,2012 Quarter1,2012 Quarter2,2012 Semester1,2012 Quarter3,2012 Quarter4,2012 Semester2,2012 Annual,2013 Quarter1,2013 Quarter2,2013 Semester1,2013 Quarter3,2013 Quarter4,2013 Semester2,2013 Annual,2014 Quarter1,2014 Quarter2,2014 Semester1,2014 Quarter3,2014 Quarter4,2014 Semester2,2014 Annual,2015 Quarter1,2015 Quarter2,2015 Semester1,2015 Quarter3,2015 Quarter4,2015 Semester2,2015 Annual,2016 Quarter1,2016 Quarter2,2016 Semester1,2016 Quarter3,2016 Quarter4,2016 Semester2,2016 Annual,2017 Quarter1,2017 Quarter2,2017 Semester1,2017 Quarter3,2017 Quarter4,2017 Semester2,2017 Annual,2018 Quarter1,2018 Quarter2,2018 Semester1,2018 Quarter3,2018 Quarter4,2018 Semester2,2018 Annual,2019 Quarter1,2019 Quarter2,2019 Semester1,2019 Quarter3,2019 Quarter4,2019 Semester2,2019 Annual,2020 Quarter1,2020 Quarter2,2020 Semester1,2020 Quarter3,2020 Quarter4,2020 Semester2,2020 Annual,2021 Quarter1,2021 Quarter2,2021 Semester1,2021 Quarter3,2021 Quarter4,2021 Semester2,2021 Annual,2022 Quarter1,2022 Quarter2,2022 Semester1,2022 Quarter3,2022 Quarter4,2022 Semester2,2022 Annual,2023 Quarter1,2023 Quarter2,2023 Semester1,2023 Quarter3,2023 Quarter4,2023 Semester2,2023 Annual,2024 Quarter1,2024 Quarter2,2024 Semester1,2024 Quarter3,2024 Quarter4,2024 Semester2,2024 Annual,2025 Quarter1,2025 Quarter2,2025 Semester1,2025 Quarter3,2025 Quarter4,2025 Semester2,2025 Annual,2026 Quarter1,2026 Quarter2,2026 Semester1,2026 Quarter3,2026 Quarter4,2026 Semester2,2026 Annual
Coconut,..REGION IX (ZAMBOANGA PENINSULA),..,..,369077.73,..,..,372966.47,372971.47,..,..,375080.00,..,..,375080.00,375080.00,..,..,375078.00,..,..,377389.00,377389.00,..,..,380814.00,..,..,380918.00,380919.00,..,..,380917.00,..,..,417314.00,417314.00,..,..,420795.00,..,..,420798.00,420798.00,..,..,421693.00,..,..,423792.00,423792.00,..,..,453994.00,..,..,453994.00,453994.00,..,..,454184.00,..,..,455403.00,455403.00,..,..,453787.00,..,..,454387.00,454387.00,..,..,454377.00,..,..,454427.00,454429.00,..,..,453081.00,..,..,453110.00,453111.00,..,..,453096.46,..,..,453170.68,453170.68,..,..,453180.68,..,..,453218.88,453228.88,..,..,463322.67,..,..,463327.67,463327.67,463322.67,463322.67,488997.34,465834.50,465834.50,465834.50,491509.17,535934.50,..,..,..,..,..,..
Coconut,..REGION X (NORTHERN MINDANAO),..,..,301249.76,..,..,301257.00,301257.00,..,..,301697.00,..,..,301660.00,301697.00,..,..,301660.00,..,..,301646.00,301660.00,..,..,302433.00,..,..,302433.00,302433.00,..,..,302453.00,..,..,302818.00,302818.00,..,..,302818.00,..,..,302818.00,302818.00,..,..,302815.50,..,..,302816.00,302816.00,..,..,302816.00,..,..,302816.00,302816.00,..,..,303981.00,..,..,302817.00,303981.00,..,..,303978.00,..,..,303978.00,303978.00,..,..,303981.61,..,..,303981.61,303981.61,..,..,303979.09,..,..,303981.00,303981.00,..,..,303985.00,..,..,304046.00,304046.00,..,..,304479.76,..,..,304470.76,304479.76,..,..,304470.76,..,..,304450.76,304470.76,304470.76,304464.76,304470.76,304464.76,304464.76,304464.76,304470.76,304464.76,..,..,..,..,..,..
Coconut,..REGION XI (DAVAO REGION),..,..,375885.00,..,..,375535.00,375885.00,..,..,375630.00,..,..,375560.00,375630.00,..,..,375622.00,..,..,343896.67,375622.00,..,..,348483.00,..,..,345887.00,348483.00,..,..,356480.00,..,..,356480.00,356480.00,..,..,357497.00,..,..,357497.00,357497.00,..,..,357453.00,..,..,356412.00,357453.00,..,..,357890.00,..,..,357890.00,357890.00,..,..,356912.00,..,..,357935.00,357935.00,..,..,356384.10,..,..,356294.00,356384.10,..,..,355895.00,..,..,355905.00,355905.00,..,..,355885.00,..,..,355939.00,355939.00,..,..,355935.00,..,..,355935.00,355935.00,..,..,355951.12,..,..,354790.53,356007.00,..,..,354879.24,..,..,354879.24,354879.24,354425.42,354429.42,384306.86,359423.17,359408.20,359423.17,389300.61,359619.99,..,..,..,..,..,..
Coconut,..REGION XII (SOCCSKSARGEN),..,..,169254.00,..,..,185021.00,185021.00,..,..,175664.00,..,..,175764.00,175764.00,..,..,175794.00,..,..,176752.00,176752.00,..,..,183027.00,..,..,184961.00,184961.00,..,..,185911.00,..,..,186111.00,186111.00,..,..,186131.00,..,..,193933.00,193933.00,..,..,190731.00,..,..,190841.00,190841.00,..,..,192343.00,..,..,192721.00,192721.00,..,..,194223.00,..,..,196273.00,196273.00,..,..,196276.00,..,..,206411.00,206411.00,..,..,206611.00,..,..,207136.00,207136.00,..,..,207286.00,..,..,207969.00,207969.00,..,..,207981.00,..,..,207986.00,207986.00,..,..,207996.00,..,..,208241.00,208241.00,..,..,208226.00,..,..,208211.00,208226.00,208731.00,208811.00,208811.00,208862.67,209464.00,209464.00,209464.00,209470.75,..,..,..,..,..,..
Coconut,..REGION XIII (CARAGA),..,..,219107.00,..,..,219121.00,219121.00,..,..,218613.00,..,..,218613.00,218613.00,..,..,209787.00,..,..,191107.00,215285.00,..,..,191107.00,..,..,191103.00,191107.00,..,..,191108.00,..,..,191108.00,191108.00,..,..,191103.00,..,..,191103.00,191103.00,..,..,193017.00,..,..,193018.59,193018.59,..,..,196766.00,..,..,196774.00,196774.00,..,..,196774.00,..,..,196774.00,196774.00,..,..,196774.00,..,..,196766.00,196774.00,..,..,196741.00,..,..,196691.00,196741.00,..,..,196734.00,..,..,196261.67,196736.67,..,..,195259.25,..,..,195259.25,195259.25,..,..,195259.25,..,..,194732.59,195259.25,..,..,190295.94,..,..,190295.93,190295.94,190475.93,190475.93,190475.93,190476.93,190476.93,190476.93,190476.93,190476.93,..,..,..,..,..,..
Coffee,PHILIPPINES,..,..,119979.10,..,..,121264.48,121399.35,..,..,119588.48,..,..,117673.62,119636.73,..,..,119733.05,..,..,116164.21,120000.16,..,..,116322.31,..,..,116041.24,116460.42,..,..,116850.08,..,..,116056.37,117450.77,..,..,113343.19,..,..,113389.55,113737.97,..,..,114046.71,..,..,114201.27,114838.87,..,..,112623.59,..,..,112601.25,112843.00,..,..,112171.40,..,..,112822.28,113351.88,..,..,111495.28,..,..,111638.50,112023.69,..,..,111381.02,..,..,112847.73,113264.89,..,..,111925.63,..,..,112116.12,112552.80,..,..,111338.19,..,..,111654.99,112278.89,..,..,111203.39,..,..,112667.74,112890.45,..,..,115596.41,..,..,115258.91,115778.58,112312.93,114850.48,119985.69,119801.87,119665.24,119809.37,124982.58,119689.38,..,..,..,..,..,..
Coffee,..CORDILLERA ADMINISTRATIVE REGION (CAR),..,..,6852.00,..,..,6846.00,6866.00,..,..,6720.00,..,..,6712.00,6720.00,..,..,6686.00,..,..,6700.00,6716.00,..,..,6675.00,..,..,6675.00,6695.00,..,..,6659.50,..,..,6671.00,6680.50,..,..,6629.00,..,..,6360.00,6631.00,..,..,6322.00,..,..,6290.00,6322.00,..,..,6282.00,..,..,6189.35,6289.35,..,..,5982.00,..,..,5717.36,5983.00,..,..,4851.46,..,..,4887.00,4948.46,..,..,4850.00,..,..,5160.00,5160.00,..,..,4598.00,..,..,5160.06,5163.06,..,..,4599.61,..,..,5158.11,5162.11,..,..,4998.11,..,..,5256.61,5263.11,..,..,5000.11,..,..,5160.11,5160.11,4590.11,4590.11,4590.11,4590.11,4590.11,4590.11,4590.11,4590.11,..,..,..,..,..,..
Coffee,..REGION I (ILOCOS REGION),..,..,117.95,..,..,117.95,117.95,..,..,118.58,..,..,118.58,118.58,..,..,119.58,..,..,120.39,121.08,..,..,121.30,..,..,121.40,121.40,..,..,121.81,..,..,172.56,172.56,..,..,198.50,..,..,351.68,351.68,..,..,551.50,..,..,616.09,616.09,..,..,730.24,..,..,737.00,737.25,..,..,731.17,..,..,784.00,785.18,..,..,826.15,..,..,872.00,872.25,..,..,874.65,..,..,874.65,874.65,..,..,877.65,..,..,878.15,878.15,..,..,866.15,..,..,866.15,866.15,..,..,870.15,..,..,866.15,870.15,..,..,866.15,..,..,866.15,866.15,874.64,874.64,875.07,847.64,768.64,847.64,875.07,671.51,..,..,..,..,..,..
Coffee,..REGION II (CAGAYAN VALLEY),..,..,2872.00,..,..,2872.00,2872.00,..,..,2577.74,..,..,2577.74,2577.74,..,..,2515.74,..,..,2522.74,2522.74,..,..,2631.82,..,..,2650.74,2650.74,..,..,2913.24,..,..,2913.49,2913.49,..,..,2921.50,..,..,2921.30,2921.50,..,..,3451.30,..,..,3448.80,3544.30,..,..,3676.00,..,..,3676.00,3676.00,..,..,3693.00,..,..,4398.00,4398.00,..,..,4406.57,..,..,4457.00,4457.00,..,..,4696.00,..,..,4707.00,4707.00,..,..,4731.00,..,..,4731.00,4731.00,..,..,4741.45,..,..,4739.20,4741.45,..,..,4750.20,..,..,4751.70,4754.70,..,..,4749.00,..,..,4757.40,4757.40,4727.90,5435.60,5435.60,5435.60,5435.60,5435.60,5435.60,5435.60,..,..,..,..,..,..
Coffee,..REGION III (CENTRAL LUZON),..,..,1887.00,..,..,1887.00,1887.00,..,..,1887.00,..,..,1892.00,1892.00,..,..,1892.00,..,..,1888.00,1892.00,..,..,1879.00,..,..,1911.40,1911.40,..,..,1904.40,..,..,1906.40,1906.40,..,..,1957.00,..,..,1907.00,1957.00,..,..,1371.00,..,..,1670.00,1703.00,..,..,1474.00,..,..,1474.00,1474.00,..,..,1474.00,..,..,1474.47,1484.00,..,..,1459.90,..,..,1464.50,1464.90,..,..,1467.90,..,..,1457.50,1467.90,..,..,1539.51,..,..,1542.50,1542.51,..,..,1537.91,..,..,1566.86,1566.91,..,..,1549.86,..,..,1566.86,1566.86,..,..,1561.86,..,..,1561.86,1561.86,1561.86,1561.86,1561.86,1561.86,1561.86,1561.86,1561.86,1561.86,..,..,..,..,..,..
Coffee,..REGION IV-A (CALABARZON),..,..,14227.00,..,..,14352.00,14352.00,..,..,13589.00,..,..,13599.00,13599.00,..,..,13563.00,..,..,13563.00,13563.00,..,..,13554.00,..,..,13544.00,13564.00,..,..,13466.00,..,..,13462.00,13466.00,..,..,13400.00,..,..,13409.00,13409.00,..,..,13469.00,..,..,13472.00,13472.00,..,..,13319.00,..,..,13318.00,13319.00,..,..,13296.00,..,..,13296.00,13296.00,..,..,13295.19,..,..,13295.40,13295.40,..,..,13193.19,..,..,13044.00,13196.00,..,..,13136.00,..,..,13136.00,13136.00,..,..,13135.59,..,..,13136.37,13136.42,..,..,13136.37,..,..,13136.37,13136.37,..,..,13136.37,..,..,13136.37,13136.37,12973.37,12916.37,12973.37,12916.37,12916.37,12916.37,12973.37,12924.87,..,..,..,..,..,..
Coffee,..MIMAROPA REGION,..,..,879.75,..,..,869.30,882.75,..,..,854.80,..,..,841.25,854.80,..,..,829.00,..,..,824.00,839.75,..,..,797.55,..,..,786.00,800.00,..,..,754.55,..,..,937.00,946.55,..,..,933.00,..,..,922.00,933.00,..,..,921.00,..,..,925.00,930.00,..,..,932.00,..,..,923.70,932.00,..,..,923.75,..,..,926.75,928.75,..,..,930.06,..,..,923.06,930.06,..,..,919.99,..,..,909.01,920.01,..,..,923.01,..,..,674.25,923.01,..,..,677.80,..,..,669.77,677.80,..,..,671.76,..,..,646.00,671.76,..,..,652.78,..,..,611.51,652.78,612.03,611.99,612.03,611.99,607.98,611.99,612.03,612.25,..,..,..,..,..,..
Coffee,..REGION V (BICOL REGION),..,..,838.00,..,..,838.00,838.00,..,..,814.00,..,..,812.00,815.00,..,..,813.00,..,..,812.00,814.00,..,..,792.00,..,..,793.00,793.00,..,..,793.00,..,..,740.00,793.00,..,..,737.00,..,..,735.00,737.00,..,..,694.00,..,..,694.00,694.00,..,..,606.00,..,..,606.00,606.00,..,..,474.50,..,..,470.00,475.00,..,..,451.90,..,..,436.00,470.90,..,..,408.00,..,..,400.00,408.00,..,..,370.50,..,..,352.00,373.50,..,..,338.70,..,..,281.00,341.46,..,..,245.50,..,..,204.51,272.50,..,..,178.50,..,..,177.00,178.50,178.50,174.48,178.50,174.48,174.48,174.48,178.50,174.45,..,..,..,..,..,..
Coffee,..REGION VI (WESTERN VISAYAS),..,..,9953.40,..,..,9951.40,9956.40,..,..,9961.10,..,..,9958.58,9961.10,..,..,9956.58,..,..,9956.58,9956.58,..,..,9948.58,..,..,9847.25,9953.80,..,..,9846.25,..,..,9850.02,9878.25,..,..,9857.20,..,..,9857.20,9857.20,..,..,9886.70,..,..,9896.70,9896.70,..,..,9894.70,..,..,9901.10,9904.70,..,..,9906.20,..,..,9906.20,9906.20,..,..,9906.20,..,..,9910.20,9910.20,..,..,9910.30,..,..,9914.32,9914.32,..,..,9915.32,..,..,9907.40,9917.40,..,..,9909.40,..,..,9907.50,9913.50,..,..,9910.50,..,..,9913.20,9916.20,..,..,7933.00,..,..,7942.51,7942.51,7935.32,7935.32,7935.32,7932.12,7930.82,7935.82,7939.82,7973.52,..,..,..,..,..,..
Coffee,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3306.90,..,..,3305.00,3306.90,3305.00,3305.00,3305.00,3305.00,3305.02,3305.02,3305.02,3305.02,..,..,..,..,..,..
Coffee,..REGION VII (CENTRAL VISAYAS),..,..,1501.00,..,..,1544.99,1546.00,..,..,1771.00,..,..,1778.50,1784.00,..,..,1889.87,..,..,1800.30,1890.30,..,..,1802.28,..,..,1717.30,1802.30,..,..,1717.28,..,..,1712.28,1717.28,..,..,1702.28,..,..,1696.25,1702.28,..,..,2464.25,..,..,2530.25,2531.25,..,..,2120.25,..,..,2122.25,2122.25,..,..,2132.25,..,..,2132.50,2132.50,..,..,2147.50,..,..,2147.50,2147.50,..,..,2147.50,..,..,2173.50,2173.50,..,..,2173.50,..,..,2176.20,2176.50,..,..,2176.20,..,..,2176.20,2176.20,..,..,2180.90,..,..,2246.00,2247.90,..,..,930.00,..,..,930.00,930.00,930.00,930.00,930.00,930.00,928.00,930.00,930.00,928.00,..,..,..,..,..,..
Coffee,..REGION VIII (EASTERN VISAYAS),..,..,351.00,..,..,350.84,351.25,..,..,345.86,..,..,345.22,345.86,..,..,315.03,..,..,291.60,315.11,..,..,292.03,..,..,191.05,292.03,..,..,172.05,..,..,167.83,172.50,..,..,172.04,..,..,168.82,172.39,..,..,167.66,..,..,163.83,169.23,..,..,164.70,..,..,161.90,164.90,..,..,190.00,..,..,181.00,190.00,..,..,192.50,..,..,194.00,195.20,..,..,190.00,..,..,188.30,190.30,..,..,193.31,..,..,191.99,194.99,..,..,169.66,..,..,169.06,171.02,..,..,173.05,..,..,170.78,175.78,..,..,171.64,..,..,171.85,171.85,171.85,171.96,171.96,171.96,164.96,171.96,171.96,169.96,..,..,..,..,..,..
Coffee,..REGION IX (ZAMBOANGA PENINSULA),..,..,1303.50,..,..,1287.50,1303.50,..,..,1081.20,..,..,1036.00,1080.20,..,..,1025.00,..,..,992.00,1029.00,..,..,928.00,..,..,886.00,928.00,..,..,883.00,..,..,890.00,890.00,..,..,918.50,..,..,915.50,918.50,..,..,893.00,..,..,921.00,922.00,..,..,793.00,..,..,893.00,903.00,..,..,868.00,..,..,872.00,872.00,..,..,877.00,..,..,881.00,882.00,..,..,877.95,..,..,902.00,902.25,..,..,899.95,..,..,904.00,904.25,..,..,896.93,..,..,893.06,901.93,..,..,893.21,..,..,867.06,941.21,..,..,866.06,..,..,866.06,866.06,781.06,835.06,884.06,835.06,838.51,838.51,887.51,4401.51,..,..,..,..,..,..
Coffee,..REGION X (NORTHERN MINDANAO),..,..,11629.00,..,..,11629.00,11629.00,..,..,11632.50,..,..,11632.75,11632.75,..,..,11665.25,..,..,11837.60,11837.60,..,..,11841.75,..,..,11841.10,11841.75,..,..,11841.00,..,..,11683.80,11852.00,..,..,11704.17,..,..,11707.80,11709.17,..,..,11715.80,..,..,11595.10,11748.80,..,..,11599.50,..,..,11594.10,11600.10,..,..,11642.40,..,..,11618.40,11650.40,..,..,11635.30,..,..,11644.30,11650.30,..,..,11631.28,..,..,11630.41,11639.41,..,..,11622.28,..,..,11623.23,11630.28,..,..,11647.23,..,..,11626.21,11660.23,..,..,11666.96,..,..,11669.03,11669.21,..,..,11634.20,..,..,11615.25,11635.25,11615.25,11615.25,11615.25,11615.25,11615.25,11615.25,11615.25,11615.25,..,..,..,..,..,..
Coffee,..REGION XI (DAVAO REGION),..,..,25836.00,..,..,25828.00,25847.00,..,..,25371.00,..,..,23714.00,25371.00,..,..,25166.00,..,..,21641.00,25166.00,..,..,21572.00,..,..,21573.00,21573.00,..,..,21465.00,..,..,20481.00,21524.00,..,..,17344.00,..,..,17344.00,17344.00,..,..,17236.00,..,..,17253.00,17256.00,..,..,16318.00,..,..,16308.50,16344.00,..,..,16268.00,..,..,16279.00,16309.00,..,..,16165.28,..,..,15903.29,16165.28,..,..,15880.66,..,..,15855.79,15881.29,..,..,15836.00,..,..,15835.79,15836.35,..,..,15837.34,..,..,15832.63,15837.69,..,..,15829.96,..,..,15824.69,15832.91,..,..,15821.68,..,..,15813.68,15821.68,15805.68,15805.68,20228.90,15808.68,15763.73,15808.68,20235.90,15810.73,..,..,..,..,..,..
Coffee,..REGION XII (SOCCSKSARGEN),..,..,23970.00,..,..,25118.00,25171.00,..,..,25097.00,..,..,24902.00,25117.00,..,..,25216.00,..,..,25161.00,25223.00,..,..,25440.00,..,..,25487.00,25487.00,..,..,26252.00,..,..,26434.00,26434.00,..,..,26531.00,..,..,26731.00,26731.00,..,..,26536.75,..,..,26303.75,26611.75,..,..,26297.50,..,..,26252.75,26326.75,..,..,26238.50,..,..,26139.00,26304.25,..,..,25965.25,..,..,25955.25,25965.25,..,..,25673.00,..,..,26890.25,27010.25,..,..,26146.00,..,..,26056.75,26172.00,..,..,25858.70,..,..,25703.55,26178.70,..,..,25920.15,..,..,26485.95,26505.95,..,..,29865.35,..,..,29421.35,29868.35,31512.55,33866.35,33869.85,33918.68,33916.85,33919.02,33925.52,33917.88,..,..,..,..,..,..
Coffee,..REGION XIII (CARAGA),..,..,4029.50,..,..,4040.00,4045.00,..,..,4019.00,..,..,4008.00,4019.00,..,..,4335.00,..,..,4368.00,4368.00,..,..,4368.00,..,..,4361.00,4368.00,..,..,4362.00,..,..,4397.00,4397.25,..,..,4397.00,..,..,4417.00,4417.25,..,..,4435.75,..,..,4485.75,4485.75,..,..,4485.70,..,..,4485.60,4485.70,..,..,4485.62,..,..,4673.60,4673.60,..,..,4505.62,..,..,4694.00,4694.00,..,..,4693.60,..,..,4844.00,4844.00,..,..,5048.60,..,..,5046.60,5048.60,..,..,5044.72,..,..,5044.72,5044.72,..,..,5036.72,..,..,5034.72,5036.72,..,..,5036.72,..,..,5036.72,5036.72,5119.72,5119.72,5119.72,5179.97,5179.97,5179.97,5179.97,5179.97,..,..,..,..,..,..
..Coffee Arabica,PHILIPPINES,..,..,19586.19,..,..,19597.25,19622.44,..,..,19369.17,..,..,19277.50,19369.42,..,..,19327.94,..,..,19032.65,19369.04,..,..,19181.42,..,..,19129.97,19189.51,..,..,19150.25,..,..,18720.23,19300.42,..,..,18680.70,..,..,18700.65,18767.95,..,..,18573.53,..,..,18187.96,18637.21,..,..,18090.11,..,..,18062.49,18134.37,..,..,18043.72,..,..,18028.79,18103.66,..,..,17905.46,..,..,17985.97,18041.16,..,..,17914.98,..,..,18058.45,18155.70,..,..,17213.78,..,..,17322.11,17380.87,..,..,16652.20,..,..,16975.99,17114.16,..,..,16269.66,..,..,16583.66,16654.31,..,..,14723.58,..,..,14470.26,14889.52,13596.86,13591.83,14330.48,14337.29,14256.62,14338.32,15102.97,14158.03,..,..,..,..,..,..
..Coffee Arabica,..CORDILLERA ADMINISTRATIVE REGION (CAR),..,..,574.00,..,..,577.00,585.00,..,..,594.00,..,..,586.00,594.00,..,..,588.00,..,..,617.00,618.00,..,..,619.00,..,..,609.00,619.00,..,..,618.00,..,..,623.00,629.00,..,..,625.00,..,..,617.00,627.00,..,..,615.00,..,..,606.00,615.00,..,..,605.00,..,..,606.87,606.87,..,..,592.00,..,..,550.91,593.00,..,..,503.00,..,..,554.00,578.00,..,..,529.00,..,..,739.00,739.00,..,..,578.00,..,..,735.06,738.06,..,..,577.11,..,..,735.11,737.11,..,..,575.11,..,..,810.11,811.11,..,..,572.11,..,..,732.11,732.11,683.11,683.11,683.11,683.11,683.11,683.11,683.11,683.11,..,..,..,..,..,..
..Coffee Arabica,..REGION I (ILOCOS REGION),..,..,23.19,..,..,23.19,23.19,..,..,23.30,..,..,23.30,23.30,..,..,23.90,..,..,24.40,24.40,..,..,24.90,..,..,24.90,24.90,..,..,24.86,..,..,55.58,55.58,..,..,70.50,..,..,143.41,143.41,..,..,319.50,..,..,366.81,366.81,..,..,467.06,..,..,469.00,469.25,..,..,467.06,..,..,516.00,516.25,..,..,516.25,..,..,562.00,562.25,..,..,562.25,..,..,562.25,562.25,..,..,562.25,..,..,562.25,562.25,..,..,550.25,..,..,550.25,550.25,..,..,554.25,..,..,550.25,554.25,..,..,550.25,..,..,550.25,550.25,550.74,550.46,550.74,523.46,444.46,523.46,550.74,339.46,..,..,..,..,..,..
..Coffee Arabica,..REGION II (CAGAYAN VALLEY),..,..,573.00,..,..,573.00,573.00,..,..,526.47,..,..,526.47,526.47,..,..,525.47,..,..,528.47,528.47,..,..,528.97,..,..,534.47,534.47,..,..,534.47,..,..,534.47,534.47,..,..,536.00,..,..,536.00,536.00,..,..,554.00,..,..,525.00,554.00,..,..,527.00,..,..,527.00,527.00,..,..,532.00,..,..,534.00,534.00,..,..,535.80,..,..,537.00,537.00,..,..,540.00,..,..,542.00,542.00,..,..,539.00,..,..,539.00,539.00,..,..,538.50,..,..,538.50,538.50,..,..,537.50,..,..,541.00,541.00,..,..,540.50,..,..,541.10,541.10,531.10,531.10,531.10,531.10,531.10,531.10,531.10,531.10,..,..,..,..,..,..
..Coffee Arabica,..REGION III (CENTRAL LUZON),..,..,263.00,..,..,263.00,263.00,..,..,263.00,..,..,263.00,263.00,..,..,263.00,..,..,261.00,263.00,..,..,261.00,..,..,261.10,261.10,..,..,253.10,..,..,253.10,253.10,..,..,303.00,..,..,253.00,303.00,..,..,51.00,..,..,54.00,54.00,..,..,51.00,..,..,51.00,51.00,..,..,51.00,..,..,50.47,51.00,..,..,45.61,..,..,45.61,45.61,..,..,45.61,..,..,45.61,45.61,..,..,45.61,..,..,45.61,45.61,..,..,45.61,..,..,45.57,45.61,..,..,45.57,..,..,45.57,45.57,..,..,45.57,..,..,45.57,45.57,45.57,45.57,45.57,45.57,45.57,45.57,45.57,45.57,..,..,..,..,..,..
..Coffee Arabica,..REGION IV-A (CALABARZON),..,..,131.00,..,..,131.00,131.00,..,..,117.00,..,..,117.00,117.00,..,..,111.00,..,..,111.00,111.00,..,..,106.00,..,..,106.00,106.00,..,..,88.00,..,..,88.00,88.00,..,..,26.00,..,..,35.00,35.00,..,..,32.00,..,..,35.00,35.00,..,..,27.00,..,..,27.00,27.00,..,..,10.00,..,..,10.00,10.00,..,..,10.00,..,..,10.00,10.00,..,..,10.00,..,..,10.00,10.00,..,..,10.00,..,..,10.00,10.00,..,..,10.00,..,..,10.00,10.00,..,..,10.00,..,..,10.00,10.00,..,..,60.00,..,..,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,68.50,..,..,..,..,..,..
..Coffee Arabica,..MIMAROPA REGION,..,..,43.85,..,..,43.80,43.85,..,..,35.80,..,..,35.75,35.80,..,..,30.75,..,..,29.00,31.00,..,..,31.75,..,..,29.00,32.00,..,..,27.75,..,..,25.00,27.75,..,..,24.00,..,..,21.50,24.00,..,..,21.50,..,..,21.00,22.00,..,..,21.00,..,..,19.97,21.00,..,..,20.01,..,..,20.01,20.01,..,..,20.06,..,..,20.06,20.06,..,..,19.99,..,..,20.01,20.01,..,..,22.01,..,..,17.55,22.01,..,..,17.30,..,..,17.27,17.30,..,..,17.27,..,..,16.80,17.27,..,..,16.56,..,..,15.30,16.56,14.41,14.40,14.41,14.40,14.36,14.40,14.41,14.34,..,..,..,..,..,..
..Coffee Arabica,..REGION V (BICOL REGION),..,..,266.00,..,..,266.00,266.00,..,..,264.00,..,..,261.00,264.00,..,..,263.00,..,..,261.00,263.00,..,..,261.00,..,..,262.00,262.00,..,..,262.00,..,..,236.00,262.00,..,..,235.00,..,..,233.00,235.00,..,..,229.00,..,..,229.00,229.00,..,..,216.00,..,..,216.00,216.00,..,..,167.50,..,..,165.00,168.00,..,..,156.90,..,..,148.00,160.90,..,..,140.00,..,..,136.00,140.00,..,..,123.00,..,..,103.00,123.00,..,..,112.96,..,..,74.00,112.96,..,..,70.00,..,..,70.00,70.00,..,..,70.00,..,..,70.00,70.00,70.00,68.00,70.00,68.00,68.00,68.00,70.00,68.00,..,..,..,..,..,..
..Coffee Arabica,..REGION VI (WESTERN VISAYAS),..,..,1791.00,..,..,1792.00,1792.00,..,..,1792.00,..,..,1791.78,1792.00,..,..,1791.78,..,..,1791.78,1791.78,..,..,1790.78,..,..,1789.00,1791.00,..,..,1789.00,..,..,1773.00,1789.00,..,..,1772.00,..,..,1772.00,1772.00,..,..,1771.50,..,..,1771.50,1771.50,..,..,1771.50,..,..,1770.90,1771.50,..,..,1771.00,..,..,1771.00,1771.00,..,..,1771.00,..,..,1771.00,1771.00,..,..,1771.10,..,..,1771.10,1771.10,..,..,1771.10,..,..,1771.15,1771.15,..,..,1773.15,..,..,1770.20,1773.20,..,..,1772.20,..,..,1772.22,1772.22,..,..,1775.00,..,..,1776.20,1776.20,1783.20,1783.20,1783.20,1784.00,1784.01,1784.01,1784.01,1784.01,..,..,..,..,..,..
..Coffee Arabica,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,355.00,..,..,355.00,355.00,355.00,355.00,355.00,355.00,355.02,355.02,355.02,355.02,..,..,..,..,..,..
..Coffee Arabica,..REGION VII (CENTRAL VISAYAS),..,..,491.00,..,..,490.00,491.00,..,..,489.00,..,..,489.00,489.00,..,..,488.80,..,..,488.80,488.80,..,..,488.78,..,..,488.80,488.80,..,..,488.78,..,..,488.78,488.78,..,..,488.78,..,..,487.75,488.78,..,..,494.75,..,..,494.75,494.75,..,..,494.75,..,..,494.75,494.75,..,..,499.75,..,..,500.00,500.00,..,..,495.00,..,..,495.00,495.00,..,..,495.00,..,..,515.00,515.00,..,..,515.00,..,..,515.00,515.00,..,..,515.00,..,..,515.00,515.00,..,..,515.00,..,..,515.00,515.00,..,..,159.00,..,..,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,..,..,..,..,..,..
