Crop,Geolocation,2010 Quarter1,2010 Quarter2,2010 Semester1,2010 Quarter3,2010 Quarter4,2010 Semester2,2010 Annual,2011 Quarter1,2011 Quarter2,2011 Semester1,2011 Quarter3,2011 Quarter4,2011 Semester2,2011 Annual,2012 Quarter1,2012 Quarter2,2012 Semester1,2012 Quarter3,2012 Quarter4,2012 Semester2,2012 Annual,2013 Quarter1,2013 Quarter2,2013 Semester1,2013 Quarter3,2013 Quarter4,2013 Semester2,2013 Annual,2014 Quarter1,2014 Quarter2,2014 Semester1,2014 Quarter3,2014 Quarter4,2014 Semester2,2014 Annual,2015 Quarter1,2015 Quarter2,2015 Semester1,2015 Quarter3,2015 Quarter4,2015 Semester2,2015 Annual,2016 Quarter1,2016 Quarter2,2016 Semester1,2016 Quarter3,2016 Quarter4,2016 Semester2,2016 Annual,2017 Quarter1,2017 Quarter2,2017 Semester1,2017 Quarter3,2017 Quarter4,2017 Semester2,2017 Annual,2018 Quarter1,2018 Quarter2,2018 Semester1,2018 Quarter3,2018 Quarter4,2018 Semester2,2018 Annual,2019 Quarter1,2019 Quarter2,2019 Semester1,2019 Quarter3,2019 Quarter4,2019 Semester2,2019 Annual,2020 Quarter1,2020 Quarter2,2020 Semester1,2020 Quarter3,2020 Quarter4,2020 Semester2,2020 Annual,2021 Quarter1,2021 Quarter2,2021 Semester1,2021 Quarter3,2021 Quarter4,2021 Semester2,2021 Annual,2022 Quarter1,2022 Quarter2,2022 Semester1,2022 Quarter3,2022 Quarter4,2022 Semester2,2022 Annual,2023 Quarter1,2023 Quarter2,2023 Semester1,2023 Quarter3,2023 Quarter4,2023 Semester2,2023 Annual,2024 Quarter1,2024 Quarter2,2024 Semester1,2024 Quarter3,2024 Quarter4,2024 Semester2,2024 Annual,2025 Quarter1,2025 Quarter2,2025 Semester1,2025 Quarter3,2025 Quarter4,2025 Semester2,2025 Annual,2026 Quarter1,2026 Quarter2,2026 Semester1,2026 Quarter3,2026 Quarter4,2026 Semester2,2026 Annual
Coconut (w/ husk),..REGION V (BICOL REGION),296212.21,230322.88,526535.09,399409.30,343593.58,743002.88,1269537.97,267098.32,213372.67,480470.99,370424.70,350811.23,721235.93,1201706.92,277167.23,218610.76,495777.99,385873.62,358807.23,744680.85,1240458.84,290187.33,222136.85,512324.18,393444.61,349738.70,743183.31,1255507.49,283369.12,226352.99,509722.11,307357.00,307332.40,614689.40,1124411.51,259257.40,221495.29,480752.69,319329.87,305660.83,624990.70,1105743.39,240029.93,208921.82,448951.75,318347.41,313812.63,632160.04,1081111.78,230018.26,214335.63,444353.89,309900.87,322002.53,631903.40,1076257.29,274158.99,214647.80,488806.79,355187.30,342969.47,698156.77,1186963.56,270799.29,224607.19,495406.48,389780.99,361291.13,751072.12,1246478.60,234109.76,206416.73,440526.48,370527.07,339803.85,710330.92,1150857.40,184911.03,192441.11,377352.14,346384.38,387463.55,733847.93,1111200.07,241100.67,231022.63,472123.30,389621.37,399988.69,789610.06,1261733.36,217514.14,239464.35,456978.49,359232.40,368476.67,727709.07,1184687.56,207823.67,225964.22,433787.89,349674.68,370488.58,720163.26,1153951.15,203222.87,220269.02,423491.88,331517.98,278610.23,610128.20,1033620.09,193423.41,..,..,..,..,..,..
Coconut (w/ husk),..REGION VI (WESTERN VISAYAS),119235.12,118893.44,238128.56,118383.95,116232.40,234616.35,472744.91,115099.83,111975.07,227074.90,114241.50,118467.33,232708.83,459783.73,118756.38,115952.21,234708.59,118498.69,124745.27,243243.95,477952.54,123924.49,123194.31,247118.80,122947.69,100586.23,223533.91,470652.72,91139.69,84199.07,175338.76,88343.50,96143.67,184487.17,359825.93,96160.62,98650.42,194811.04,100827.57,115249.26,216076.83,410887.86,103378.23,105486.69,208864.92,105998.89,120193.37,226192.26,435057.18,113323.56,114345.31,227668.86,112901.67,127100.80,240002.48,467671.34,117059.71,120053.31,237113.02,118189.88,132951.37,251141.25,488254.27,118923.05,126319.17,245242.22,125516.23,142638.65,268154.88,513397.10,122384.94,129148.26,251533.20,129319.67,140734.05,270053.72,521586.92,133509.88,135390.87,268900.75,137363.57,148419.82,285783.39,554684.14,137364.73,142452.30,279817.03,148148.99,148445.25,296594.24,576411.27,142278.38,145882.91,288161.29,142057.42,149539.80,291597.22,579758.50,111724.60,107515.74,219240.34,102213.31,118933.30,221146.61,440386.95,112248.77,107659.85,219908.62,94047.17,110496.78,204543.95,424452.56,115004.66,..,..,..,..,..,..
Coconut (w/ husk),..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53600.40,71993.44,125593.84,76267.30,82512.22,158779.52,284373.36,47381.47,65754.41,113135.89,79153.29,69093.83,148247.13,261383.01,44926.13,..,..,..,..,..,..
Coconut (w/ husk),..REGION VII (CENTRAL VISAYAS),86442.98,113417.55,199860.53,97322.96,132533.55,229856.51,429717.04,85329.46,121407.34,206736.80,105168.20,126361.53,231529.73,438266.53,89597.51,126381.13,215978.64,111452.37,123605.95,235058.32,451036.96,92316.53,125815.78,218132.31,111987.08,128873.13,240860.21,458992.52,92502.46,118858.14,211360.60,110140.68,126609.60,236750.28,448110.88,86792.07,114167.53,200959.60,105853.41,125229.78,231083.19,432042.79,85070.93,101738.91,186809.84,99193.16,117754.73,216947.89,403757.73,91677.40,106059.16,197736.56,108728.18,126717.68,235445.86,433182.42,92695.84,106525.99,199221.83,115240.00,130895.82,246135.82,445357.65,93267.33,101634.50,194901.84,102961.32,124651.11,227612.43,422514.26,84715.38,90182.76,174898.14,95355.70,118289.57,213645.27,388543.41,86161.99,97069.43,183231.42,107089.72,121375.69,228465.41,411696.83,41757.44,69663.20,111420.64,74730.84,113895.61,188626.45,300047.09,69727.42,95347.76,165075.18,105166.72,140043.77,245210.48,410285.66,50248.42,42210.12,92458.54,55726.73,82977.97,138704.70,231163.24,47227.65,40908.11,88135.76,55985.87,79870.81,135856.68,223992.43,44825.94,..,..,..,..,..,..
Coconut (w/ husk),..REGION VIII (EASTERN VISAYAS),385090.96,360716.13,745807.09,546219.17,477055.58,1023274.75,1769081.84,383537.87,361057.34,744595.21,550836.73,474519.56,1025356.29,1769951.50,382452.72,360898.68,743351.40,558102.33,470005.69,1028108.02,1771459.42,394538.22,370593.32,765131.54,565178.98,293275.43,858454.41,1623585.95,248463.74,282712.68,531176.42,383808.98,276937.85,660746.83,1191923.25,242357.00,272130.26,514487.26,372735.72,278644.03,651379.75,1165867.00,220109.00,230782.03,450891.03,344862.95,276912.00,621774.96,1072665.98,221545.44,233973.46,455518.90,351306.90,280741.07,632047.97,1087566.87,217597.28,238868.74,456466.02,359553.92,279927.90,639481.82,1095947.84,225635.84,241694.52,467330.36,357768.36,298703.38,656471.74,1123802.10,223361.94,227705.78,451067.72,343612.68,304969.90,648582.58,1099650.29,217761.22,233329.31,451090.53,353664.22,311020.64,664684.86,1115775.39,219292.02,244389.20,463681.22,344161.15,306824.42,650985.57,1114666.79,240484.61,260114.02,500598.63,351536.90,336941.50,688478.40,1189077.03,233256.43,258634.30,491890.73,363328.42,334446.14,697774.55,1189665.28,242700.45,266658.88,509359.32,343385.70,307946.32,651332.02,1160691.34,218920.30,..,..,..,..,..,..
Coconut (w/ husk),..REGION IX (ZAMBOANGA PENINSULA),459403.11,442425.48,901828.59,383271.92,427917.57,811189.49,1713018.08,383170.64,398474.15,781644.80,361820.66,414155.85,775976.50,1557621.30,433625.89,441143.45,874769.33,417549.92,438108.90,855658.82,1730428.16,449853.45,442797.59,892651.04,422376.77,428764.00,851140.77,1743791.81,415460.58,401563.54,817024.12,423820.11,418169.97,841990.08,1659014.20,421771.86,418180.46,839952.32,414171.30,427996.98,842168.28,1682120.60,411205.82,376018.14,787223.96,355394.01,387145.11,742539.13,1529763.09,441443.97,430475.52,871919.49,412249.71,416080.36,828330.07,1700249.57,466013.75,426584.53,892598.27,441827.56,437515.17,879342.73,1771941.00,450290.71,424554.18,874844.89,439553.59,432550.51,872104.10,1746948.99,442310.55,411814.58,854125.14,449325.74,442585.57,891911.31,1746036.45,447074.03,416403.45,863477.48,476172.80,461044.71,937217.51,1800694.99,477205.59,417844.70,895050.29,470995.68,479362.34,950358.02,1845408.31,486656.92,437595.28,924252.20,460479.88,462748.22,923228.09,1847480.29,458079.42,419709.58,877789.00,468637.15,473509.43,942146.58,1819935.58,440711.93,403908.40,844620.34,469998.45,473684.55,943683.00,1788303.34,466634.23,..,..,..,..,..,..
Coconut (w/ husk),..REGION X (NORTHERN MINDANAO),418383.42,426679.48,845062.90,464728.04,447373.57,912101.61,1757164.52,390900.27,417320.11,808220.38,478853.94,458875.23,937729.17,1745949.54,421488.11,437384.68,858872.79,487634.22,469994.46,957628.68,1816501.47,410556.04,436426.42,846982.46,492803.09,476792.14,969595.22,1816577.68,419271.50,440181.32,859452.82,498373.89,480577.98,978951.87,1838404.69,429296.27,441268.59,870564.86,501480.89,479656.39,981137.28,1851702.14,420980.09,414919.35,835899.43,493663.59,472839.54,966503.12,1802402.56,413593.64,412252.03,825845.66,498712.48,482488.01,981200.49,1807046.16,422081.11,423094.43,845175.54,503704.42,490851.53,994555.95,1839731.49,426136.17,421793.71,847929.88,503443.05,484739.42,988182.47,1836112.35,438907.14,435963.22,874870.37,495805.99,488103.44,983909.43,1858779.80,431540.30,436738.98,868279.27,498015.32,498609.65,996624.97,1864904.24,435932.66,441177.51,877110.17,497086.46,497953.31,995039.77,1872149.94,441933.98,452334.19,894268.17,499237.52,495254.13,994491.65,1888759.82,410858.31,425657.40,836515.71,482946.87,489154.27,972101.14,1808616.85,412562.92,426700.72,839263.64,490562.13,500535.22,991097.35,1830360.99,426946.20,..,..,..,..,..,..
Coconut Mature,PHILIPPINES,3571514.43,3564582.99,7136097.42,4032257.30,4024607.15,8056864.45,15192961.87,3350281.44,3445440.62,6795722.06,4021983.62,4115636.02,8137619.64,14933341.70,3534459.22,3608390.69,7142849.92,4210921.49,4175047.62,8385969.11,15528819.03,3495106.79,3517432.32,7012539.12,4077913.33,3926833.75,8004747.08,15017286.20,3253712.93,3353520.98,6607233.91,3864424.09,3896935.72,7761359.82,14368593.72,3269446.56,3344517.93,6613964.49,3895848.75,3891267.63,7787116.38,14401080.87,3118481.70,3105445.76,6223927.46,3599155.36,3662430.87,7261586.23,13485513.69,2987666.26,3122630.66,6110296.92,3741924.68,3834414.19,7576338.87,13686635.80,3216923.87,3250790.75,6467714.63,3930523.00,3954103.00,7884626.00,14352340.63,3216194.33,3226544.10,6442738.43,3957577.12,3974520.04,7932097.16,14374835.60,3074815.87,3166330.54,6241146.41,3897808.58,3957818.98,7855627.56,14096773.96,3050782.30,3195976.84,6246759.14,3974567.94,4099874.75,8074442.69,14321201.83,3116932.83,3262783.79,6379716.62,4016186.92,4136614.24,8152801.16,14532517.78,3160829.35,3302261.86,6463091.22,3951409.90,4051884.41,8003294.31,14466385.53,3049947.29,3171843.39,6221790.69,3947638.97,3905697.16,7853336.14,14075126.82,3045870.32,3265637.92,6311508.24,3852636.86,3912106.23,7764743.09,14076251.33,3098468.42,..,..,..,..,..,..
Coconut Mature,..CORDILLERA ADMINISTRATIVE REGION (CAR),147.10,185.89,332.99,152.69,249.14,401.83,734.82,137.61,172.49,310.10,146.13,234.91,381.04,691.14,139.88,170.68,310.56,142.05,254.03,396.08,706.64,144.13,213.82,357.95,142.70,242.76,385.46,743.41,142.12,208.58,350.71,139.50,295.27,434.77,785.48,145.08,197.59,342.67,129.62,284.20,413.82,756.48,142.04,195.32,337.36,118.49,188.55,307.04,644.40,133.24,186.07,319.31,114.07,180.97,295.04,614.35,140.35,190.73,331.08,112.38,116.95,229.33,560.41,127.04,184.05,311.08,113.46,128.08,241.54,552.62,145.27,188.38,333.65,130.39,140.78,271.17,604.82,150.94,178.12,329.06,134.99,149.16,284.15,613.21,138.57,194.77,333.34,130.44,138.33,268.77,602.11,140.37,190.70,331.07,112.32,139.24,251.56,582.63,149.14,181.72,330.86,156.70,135.20,291.90,622.77,113.16,159.53,272.69,136.66,164.06,300.71,573.40,127.07,..,..,..,..,..,..
Coconut Mature,..REGION I (ILOCOS REGION),2674.19,2599.29,5273.48,2525.93,2893.25,5419.18,10692.65,2634.41,2656.46,5290.88,2531.53,2956.33,5487.86,10778.74,2592.97,2548.33,5141.30,2533.09,3049.08,5582.17,10723.47,2588.55,2630.12,5218.67,2576.22,3082.37,5658.59,10877.27,2614.44,2722.70,5337.14,2464.02,3185.39,5649.41,10986.56,2505.37,2679.87,5185.24,2580.54,2916.17,5496.72,10681.96,2562.46,2670.96,5233.42,2542.81,2975.00,5517.81,10751.23,2510.84,2836.79,5347.63,2845.81,3288.01,6133.82,11481.45,2493.92,2943.44,5437.36,2635.83,3097.23,5733.07,11170.42,2570.07,2824.85,5394.92,2637.59,3210.28,5847.87,11242.79,2587.71,2941.73,5529.44,2761.25,3487.72,6248.97,11778.41,2544.86,3023.92,5568.78,2912.42,3240.57,6152.99,11721.76,2567.39,3157.66,5725.05,3125.42,3475.41,6600.82,12325.87,2471.75,3069.73,5541.48,3081.15,3971.91,7053.06,12594.53,2543.62,3173.60,5717.22,3176.68,3912.12,7088.80,12806.01,2470.62,3126.36,5596.98,3213.37,3470.66,6684.03,12281.01,2428.16,..,..,..,..,..,..
Coconut Mature,..REGION II (CAGAYAN VALLEY),7232.83,9019.19,16252.02,7260.48,5644.59,12905.07,29157.08,6582.59,7873.46,14456.05,5443.21,5789.74,11232.95,25689.00,6894.66,6554.15,13448.81,5575.88,6569.82,12145.70,25594.51,7649.25,7062.53,14711.78,5835.88,6353.27,12189.15,26900.93,6715.98,6733.54,13449.52,6151.27,6860.23,13011.50,26461.02,7286.61,7147.15,14433.76,6519.39,7007.36,13526.75,27960.51,6237.29,7048.98,13286.27,6533.48,7887.67,14421.15,27707.41,5226.61,6351.71,11578.32,5301.49,9137.56,14439.05,26017.37,5876.92,6355.46,12232.38,5054.26,7692.44,12746.70,24979.08,5211.99,5881.29,11093.28,4892.90,7351.02,12243.92,23337.20,5651.29,4446.03,10097.32,5832.31,8452.04,14284.35,24381.67,5786.29,5876.95,11663.24,6424.70,8795.85,15220.55,26883.79,5566.16,6330.26,11896.42,6542.31,8934.46,15476.77,27373.19,5788.92,7188.27,12977.19,6680.64,9033.10,15713.74,28690.93,6058.48,7452.13,13510.61,6304.99,6787.28,13092.27,26602.88,4880.82,7075.87,11956.69,5659.69,7288.08,12947.77,24904.45,4914.99,..,..,..,..,..,..
Coconut Mature,..REGION III (CENTRAL LUZON),28460.08,41629.38,70089.46,40360.32,46829.43,87189.75,157279.21,29032.92,44988.02,74020.94,41160.93,43803.59,84964.52,158985.46,27471.56,43024.09,70495.65,38855.23,44702.85,83558.08,154053.73,26892.96,42073.46,68966.42,24019.32,40040.61,64059.93,133026.35,23890.41,36250.00,60140.41,27455.84,47552.90,75008.74,135149.15,25938.52,36520.76,62459.28,30606.07,24668.18,55274.25,117733.53,9086.38,12674.79,21761.17,21140.73,19037.56,40178.29,61939.46,7089.40,11311.83,18401.23,21758.08,26665.09,48423.17,66824.40,8739.33,11458.43,20197.76,23456.73,21809.90,45266.63,65464.39,9235.53,15984.36,25219.89,24385.50,23504.41,47889.92,73109.81,9472.34,14401.22,23873.56,22624.95,21028.44,43653.39,67526.95,5956.57,12819.75,18776.32,21869.56,23901.10,45770.66,64546.98,6095.98,13233.94,19329.92,20597.10,22975.03,43572.14,62902.06,4962.40,12917.08,17879.48,26697.61,15324.79,42022.40,59901.88,5590.26,12678.48,18268.74,23088.45,18304.55,41393.00,59661.75,2933.92,3710.84,6644.77,4066.63,7677.66,11744.30,18389.06,2750.98,..,..,..,..,..,..
Coconut Mature,..REGION IV-A (CALABARZON),273895.21,289091.71,562986.92,458958.83,338311.19,797270.02,1360256.94,254925.46,273381.75,528307.21,473106.04,354841.27,827947.31,1356254.52,259111.46,282291.89,541403.35,485246.40,359138.51,844384.91,1385788.26,265340.95,281081.81,546422.76,487772.13,373640.12,861412.25,1407835.01,252111.35,259495.41,511606.76,505894.14,340074.20,845968.34,1357575.10,235428.05,246566.30,481994.35,509689.86,366445.10,876134.97,1358129.32,272290.47,325479.34,597769.81,519136.45,377743.02,896879.47,1494649.29,256294.45,325547.14,581841.59,570727.54,370848.98,941576.52,1523418.10,295028.25,335555.24,630583.49,642025.95,379537.03,1021562.98,1652146.47,291611.78,331619.98,623231.76,620209.16,366901.78,987110.94,1610342.70,196183.36,313918.16,510101.51,605586.04,346466.67,952052.71,1462154.22,189524.94,311134.63,500659.57,622421.76,354318.69,976740.45,1477400.02,191417.81,318819.53,510237.34,637282.25,346986.19,984268.44,1494505.78,196692.10,315690.05,512382.15,649672.91,348644.54,998317.45,1510699.60,188677.88,285587.04,474264.92,638667.24,332918.02,971585.26,1445850.18,200992.19,341649.57,542641.76,536263.80,399745.36,936009.17,1478650.93,252158.42,..,..,..,..,..,..
Coconut Mature,..MIMAROPA REGION,109449.89,129789.25,239239.14,112450.91,299514.78,411965.69,651204.83,107101.17,131947.73,239048.90,117076.11,348652.85,465728.96,704777.86,108087.65,139659.79,247747.44,122073.56,367201.65,489275.21,737022.65,111311.82,156793.31,268105.13,130668.45,372108.50,502776.95,770882.08,105214.68,159652.45,264867.13,129804.81,404136.03,533940.84,798807.97,111280.55,169256.96,280537.51,138767.88,390373.96,529141.84,809679.35,99189.46,152342.46,251531.92,126979.41,371791.44,498770.85,750302.77,101229.79,162100.81,263330.60,127792.46,372606.35,500398.81,763729.41,102487.31,170258.34,272745.65,131048.60,377787.77,508836.37,781582.02,106098.47,162049.86,268148.33,133766.38,379887.16,513653.54,781801.87,94638.05,160756.83,255394.88,122312.46,372930.19,495242.65,750637.53,99145.32,161515.52,260660.84,134627.71,397804.40,532432.11,793092.95,109580.50,182351.35,291931.85,166878.54,435736.73,602615.27,894547.12,112787.12,189772.86,302559.98,111545.32,370812.92,482358.23,784918.21,117652.67,186200.74,303853.41,128913.23,357147.93,486061.16,789914.57,120780.26,186155.08,306935.35,127141.17,369791.42,496932.58,803867.93,126657.78,..,..,..,..,..,..
Coconut Mature,..REGION V (BICOL REGION),291761.82,228111.83,519873.65,394170.43,341942.83,736113.26,1255986.91,262935.92,211266.33,474202.25,365583.07,349114.14,714697.21,1188899.46,272866.28,216412.84,489279.12,380973.71,357028.82,738002.53,1227281.65,285734.99,219860.58,505595.57,388501.82,348066.91,736568.73,1242164.30,278978.76,224009.78,502988.54,303117.34,305790.64,608907.98,1111896.52,255242.91,219218.04,474460.95,314878.72,304176.97,619055.69,1093516.64,236158.53,206621.55,442780.08,313851.54,312240.83,626092.37,1068872.45,226609.31,212137.69,438747.00,305458.61,320589.25,626047.85,1064794.85,270056.11,212358.40,482414.51,350324.23,341542.54,691866.77,1174281.28,266593.22,222131.07,488724.29,384392.94,359746.22,744139.16,1232863.45,230304.84,204315.74,434620.58,365224.99,338166.54,703391.53,1138012.11,181842.95,190888.63,372731.58,341592.02,385668.01,727260.03,1099991.61,238126.45,229093.32,467219.77,384446.03,398379.73,782825.76,1250045.53,214827.60,237464.73,452292.33,355186.91,366982.57,722169.48,1174461.81,205428.63,223998.59,429427.21,345553.97,369092.15,714646.12,1144073.33,201152.56,218678.91,419831.47,327369.72,277408.24,604777.97,1024609.43,191221.51,..,..,..,..,..,..
Coconut Mature,..REGION VI (WESTERN VISAYAS),116367.88,116012.49,232380.37,115482.04,113318.85,228800.89,461181.26,112270.63,109255.29,221525.92,111200.27,114282.89,225483.16,447009.08,115287.85,112593.88,227881.72,114554.88,120402.89,234957.77,462839.50,119747.99,117157.42,236905.41,115858.54,95447.67,211306.21,448211.63,87643.63,80798.64,168442.27,84692.82,92024.53,176717.34,345159.61,91631.04,94341.38,185972.41,91357.82,110785.77,202143.59,388116.01,98654.26,96343.65,194997.91,96956.13,111014.04,207970.17,402968.08,105280.95,103033.78,208314.73,103561.41,117767.26,221328.67,429643.40,108183.32,108175.33,216358.65,108870.30,123033.64,231903.93,448262.58,109932.97,113090.36,223023.33,115107.48,132070.19,247177.67,470201.00,113469.69,115195.44,228665.13,118458.06,131002.05,249460.11,478125.24,124331.01,121053.09,245384.10,126355.33,138020.37,264375.70,509759.80,127971.65,127748.35,255720.00,136379.92,137166.59,273546.51,529266.51,131901.05,129813.75,261714.80,131670.41,138752.53,270422.94,532137.74,106827.71,103047.62,209875.33,98751.39,112342.79,211094.18,420969.51,107078.09,103021.90,210099.99,90291.14,101727.35,192018.49,402118.48,109587.34,..,..,..,..,..,..
Coconut Mature,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46488.68,59177.98,105666.66,66772.59,74823.47,141596.06,247262.71,41871.42,53091.19,94962.61,69188.44,61455.30,130643.74,225606.35,39303.53,..,..,..,..,..,..
Coconut Mature,..REGION VII (CENTRAL VISAYAS),83652.49,112355.03,196007.52,96114.39,131621.27,227735.66,423743.18,82734.54,120216.84,202951.38,103708.82,125346.95,229055.77,432007.15,86921.67,124930.19,211851.86,109812.77,122434.50,232247.27,444099.13,88967.19,122571.40,211538.59,108558.29,126558.39,235116.68,446655.27,88977.46,115574.23,204551.69,106465.26,124035.69,230500.95,435052.64,83037.34,110271.06,193308.40,101822.48,122109.61,223932.09,417240.49,80984.07,97935.10,178919.17,94647.42,104978.68,199626.10,378545.27,82104.66,95901.64,178006.30,98350.29,113112.99,211463.28,389469.58,82643.19,96039.02,178682.21,105116.77,116340.26,221457.03,400139.24,82533.34,90533.43,173066.77,92601.89,108984.34,201586.23,374653.00,73100.94,79185.65,152286.59,85083.23,102770.98,187854.21,340140.80,74646.81,84692.83,159339.64,95169.61,105308.54,200478.15,359817.79,36635.17,59857.39,96492.56,64672.81,99352.68,164025.49,260518.05,62377.70,84120.17,146497.87,93090.87,124063.95,217154.81,363652.68,44139.24,34016.68,78155.92,46780.48,68932.00,115712.48,193868.40,42649.92,32624.50,75274.42,46941.47,64064.70,111006.17,186280.59,40240.51,..,..,..,..,..,..
Coconut Mature,..REGION VIII (EASTERN VISAYAS),382145.33,358045.47,740190.80,537721.87,470052.03,1007773.90,1747964.70,380625.06,358353.92,738978.98,542337.08,467613.72,1009950.80,1748929.78,379528.36,358098.75,737627.11,549449.30,462978.20,1012427.50,1750054.61,391466.72,367742.08,759208.80,556389.69,290746.81,847136.50,1606345.30,246723.99,281309.21,528033.20,379247.90,274615.23,653863.13,1181896.33,240602.70,270909.23,511511.93,368053.70,276241.57,644295.27,1155807.20,218429.30,229493.40,447922.70,340247.44,274542.72,614790.16,1062712.86,219728.60,232688.66,452417.26,346626.61,278201.92,624828.53,1077245.79,215808.00,237516.17,453324.17,354926.23,277347.00,632273.23,1085597.40,223657.39,240292.82,463950.21,352772.61,295966.60,648739.21,1112689.42,221410.13,226294.75,447704.88,338918.53,302113.38,641031.91,1088736.78,215753.59,231777.97,447531.55,348977.03,307887.88,656864.90,1104396.46,217131.41,242833.02,459964.42,339579.70,303464.25,643043.96,1103008.38,237905.52,258368.95,496274.47,346714.28,332687.35,679401.63,1175676.11,230813.10,256840.53,487653.63,358547.56,330334.75,688882.31,1176535.94,240531.31,264920.88,505452.19,338955.02,304124.80,643079.82,1148532.01,216632.89,..,..,..,..,..,..
Coconut Mature,..REGION IX (ZAMBOANGA PENINSULA),448640.16,424473.33,873113.49,365096.58,399848.40,764944.98,1638058.47,373343.25,381092.28,754435.53,345172.31,387580.43,732752.74,1487188.26,414161.44,421680.92,835842.36,400020.47,411666.86,811687.33,1647529.70,428677.24,422905.01,851582.25,403894.62,403457.96,807352.57,1658934.82,394409.05,382987.00,777396.05,405305.16,393975.01,799280.17,1576676.22,400478.83,400564.48,801043.31,396608.51,404868.68,801477.19,1602520.49,389312.53,359007.39,748319.92,340422.66,365886.72,706309.38,1454629.30,420623.58,414822.37,835445.95,398110.07,397142.91,795252.98,1630698.92,446810.20,410112.42,856922.62,428019.11,417625.23,845644.34,1702566.96,430269.96,408310.30,838580.26,425944.50,412835.26,838779.76,1677360.02,422156.71,395387.35,817544.07,435575.39,422198.69,857774.08,1675318.15,426641.37,400242.30,826883.67,462184.33,440761.25,902945.58,1729829.25,456125.06,401460.00,857585.06,456587.76,456920.26,913508.02,1771093.08,461350.50,418492.96,879843.46,447185.76,438912.94,886098.70,1765942.16,435924.58,402592.68,838517.26,454764.39,448129.35,902893.73,1741410.99,419689.65,387661.91,807351.57,454700.53,456030.77,910731.31,1718082.87,452499.61,..,..,..,..,..,..
Coconut Mature,..REGION X (NORTHERN MINDANAO),417662.88,426186.38,843849.26,459983.92,444858.92,904842.84,1748692.11,390301.24,416854.17,807155.41,473826.60,456410.81,930237.41,1737392.82,420779.77,436723.06,857502.84,482527.47,467460.35,949987.82,1807490.65,409838.15,435605.15,845443.30,489516.92,474103.43,963620.35,1809063.65,418388.11,439293.84,857681.94,494948.96,477864.19,972813.15,1830495.09,428396.71,440342.08,868738.78,498014.71,476953.60,974968.30,1843707.09,420099.10,414057.87,834156.97,490213.30,470348.63,960561.93,1794718.90,412675.30,411385.23,824060.53,495057.02,479901.76,974958.78,1799019.31,421109.84,422174.34,843284.18,500066.98,488216.35,988283.33,1831567.51,425031.41,420685.72,845717.14,499715.47,483386.71,983102.18,1828819.31,437759.08,434824.27,872583.35,492209.13,486705.51,978914.63,1851497.99,430330.22,435549.03,865879.25,494375.39,497182.10,991557.49,1857436.74,434731.22,439972.85,874704.07,493305.13,496387.04,989692.17,1864396.24,440457.27,451004.82,891462.09,495352.82,493747.41,989100.23,1880562.32,409594.38,424459.20,834053.58,479073.62,487668.11,966741.73,1800795.31,411330.35,425595.05,836925.39,486770.43,498959.74,985730.17,1822655.56,425700.02,..,..,..,..,..,..
Coconut Young,PHILIPPINES,74991.67,71902.45,146894.12,82447.14,87979.48,170426.62,317320.74,71487.56,70081.27,141568.83,81921.95,87776.82,169698.77,311267.60,81995.21,77750.52,159745.73,85102.08,90134.09,175236.17,334981.90,85330.07,82729.76,168059.83,84062.20,84925.96,168988.16,337047.99,84083.59,79993.46,164077.05,76653.68,86973.90,163627.58,327704.63,84416.60,83381.90,167798.50,84664.86,81644.75,166309.62,334108.12,79574.06,79470.95,159045.01,88770.20,91751.18,180521.38,339566.39,86124.61,84463.12,170587.73,96571.55,95335.99,191907.54,362495.27,88624.07,88819.22,177443.29,100732.88,95648.63,196381.51,373824.81,92219.31,97588.79,189808.10,102124.13,98289.23,200413.36,390221.46,92560.33,97353.08,189913.40,104505.41,99729.91,204235.32,394148.72,91080.95,96063.43,187144.38,106001.12,102946.57,208947.70,396092.08,87682.83,96510.48,184193.31,106989.32,107457.88,214447.21,398640.51,95760.09,107525.70,203285.79,111382.73,111574.35,222957.08,426242.87,98982.38,100861.04,199843.42,112745.02,112700.98,225446.00,425289.43,93337.92,105468.60,198806.52,120674.11,110875.12,231549.23,430355.75,85116.93,..,..,..,..,..,..
