Species,Geolocation,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2002 Annual,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2003 Annual,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2004 Annual,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2005 Annual,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2006 Annual,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2007 Annual,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2008 Annual,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2009 Annual,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2010 Annual,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2011 Annual,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2012 Annual,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2013 Annual,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2014 Annual,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2015 Annual,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2016 Annual,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2017 Annual,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2018 Annual,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2019 Annual,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2020 Annual,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4,2021 Annual
All species,....Pampanga,21515.00,28643.00,8753.00,21991.00,80902.00,18743.10,29660.90,9765.30,24413.10,82582.40,22083.07,31058.17,9495.57,22951.06,85587.87,26006.33,29699.63,13037.60,26724.06,95467.63,47519.44,32371.48,14707.19,29647.25,124245.36,55119.49,37180.31,16903.84,33906.83,143110.47,61775.94,38610.96,18558.38,36535.65,155480.93,62397.23,41051.57,19148.26,40352.64,162949.70,59454.04,39557.82,18023.65,42492.82,159528.33,55677.14,40910.34,18623.85,41622.29,156833.62,53594.06,39937.01,18094.82,44129.24,155755.13,56833.99,41886.26,17651.70,46083.13,162455.08,60126.62,39800.85,17015.69,46779.66,163722.82,61970.32,36952.19,17861.28,48626.53,165410.31,58472.17,38489.94,17953.15,50158.98,165074.24,60274.45,40670.25,19092.29,51455.73,171492.72,61457.80,41987.64,18449.62,53097.97,174993.02,62394.44,43630.14,16506.84,54436.27,176967.69,64105.82,47929.04,19309.69,57783.23,189127.78,71174.74,57023.61,..,..,..
All species,....Tarlac,568.10,754.30,311.20,754.00,2387.60,560.00,866.00,377.00,812.24,2615.24,636.89,895.20,306.20,887.45,2725.74,641.26,842.73,520.09,1385.23,3389.30,2076.22,1098.05,618.74,1535.33,5328.34,2979.44,1335.98,621.78,1674.83,6612.03,3052.60,1356.02,596.21,1533.60,6538.44,3163.16,1714.96,807.90,2216.68,7902.70,2308.60,1085.92,761.57,2209.65,6365.75,2055.01,1205.70,954.69,2500.40,6715.80,2204.98,1743.24,1075.94,2758.97,7783.13,2296.32,1726.66,1083.88,2592.30,7699.16,2094.00,2176.08,1362.99,2872.60,8505.68,2164.87,1999.85,1469.37,2522.81,8156.91,2110.34,1279.55,1701.59,2210.68,7302.16,2613.26,1398.30,1872.38,2860.49,8744.42,1967.44,1488.53,4062.06,1697.60,9215.63,2146.26,721.02,3507,966.45,7340.73,2073.59,544.57,3575.52,1245.79,7439.47,488.18,341.65,..,..,..
All species,....Zambales,3537.00,3148.00,1023.00,2204.00,9912.00,2893.00,4088.00,1256.00,3823.00,12060.00,3621.00,3970.08,1444.87,3741.50,12777.45,4408.13,4732.90,3461.26,4723.91,17326.20,4070.13,5182.16,3292.54,4414.27,16959.10,4946.19,6771.27,3211.80,4309.89,19239.16,5086.65,6564.99,2920.29,3932.89,18504.81,6534.77,7195.70,2556.44,3662.87,19949.78,6858.36,5965.73,4423.12,4043.53,21290.73,7586.27,6051.75,4141.63,4858.03,22637.67,7315.91,6638.55,3665.92,5534.18,23154.57,8284.59,8381.64,3669.16,6113.89,26449.28,9259.45,10336.32,4166.20,6072.54,29834.51,9029.40,10069.66,4075.55,4591.70,27766.31,6765.24,8475.16,3677.42,3706.81,22624.63,7771.96,14832.83,5111.35,5078.45,32794.60,7763.79,19897.62,5461.94,10500.67,43624.03,12400.89,21725.17,4482.58,8499.14,47107.78,9849.1,29482.18,4856.26,5563.01,49750.54,8014.58,36556.88,..,..,..
All species,..Region IV-A (CALABARZON),64361.10,93703.50,76181.70,76468.00,310714.30,75027.00,86626.10,77592.00,78847.90,318093.00,76556.12,76504.73,83786.39,81288.82,318136.05,69705.37,76737.28,81249.61,98184.92,325877.18,82583.75,89065.41,89775.98,90749.96,352175.10,83391.18,88274.91,110666.33,104816.92,387149.33,91350.88,93962.48,118439.78,104397.27,408150.40,99744.80,91307.74,132174.01,92353.04,415579.60,92247.27,94649.32,121072.00,105426.85,413395.44,92607.77,89898.01,113690.82,106698.38,402894.98,96574.96,91895.13,111001.83,108463.31,407935.23,97508.61,89138.01,114126.87,107329.27,408102.76,99512.91,92445.25,105690.37,93816.25,391464.78,88134.20,93861.77,102602.02,93924.34,378522.33,77229.20,82955.07,82806.60,88249.28,331240.14,76611.88,85906.23,86620.17,82808.59,331946.88,56906.93,83126.46,77205.20,75838.63,293077.22,52913.63,83601.5,81433.94,82442.6,300391.66,56630.92,58919.95,67107.67,60350.01,243008.54,44575.18,67832.02,..,..,..
All species,....Batangas,12758.00,9874.00,10379.80,11964.00,44975.80,15463.00,10890.40,12639.50,12934.00,51926.90,15820.00,10687.00,14274.00,13373.00,54154.00,16534.75,11160.00,14875.40,14991.40,57561.55,19308.69,13284.30,26010.70,18145.87,76749.56,25658.68,15753.69,34893.97,19566.14,95872.48,25827.89,17189.32,35594.04,18871.97,97483.21,27822.70,17696.30,39723.56,17706.36,102948.91,28395.97,19394.18,36505.00,22717.70,107012.86,28629.41,17860.30,30428.20,23786.16,100704.06,29465.54,18955.33,26908.40,24203.91,99533.19,31202.07,17795.35,28207.26,25301.61,102506.29,28136.93,17966.14,20264.08,18786.00,85153.14,23103.07,22862.38,20746.04,26132.15,92843.63,25384.12,22590.24,25793.64,19745.73,93513.73,20881.17,20695.40,27038.06,22699.94,91314.57,16762.47,18587.43,31831.35,29710.37,96891.62,13150.78,15317.25,29444.01,35178.65,93090.69,10628.66,12791.95,23569.69,18866.85,65857.14,15658.37,15633.16,..,..,..
All species,....Cavite,1654.60,3507.00,1421.90,1570.00,8153.50,2276.00,4721.00,2162.00,2423.00,11582.00,2569.26,5501.19,1671.81,2864.16,12606.42,2197.73,7766.38,1630.87,2716.64,14311.62,1886.82,8332.67,2333.18,2229.79,14782.46,1955.49,8591.79,3146.01,2042.92,15736.21,1716.40,8825.83,2830.01,1793.74,15165.97,1915.82,6097.22,1763.20,1349.40,11125.63,2012.80,7747.74,2428.27,2975.56,15164.37,2418.94,8312.49,2062.06,3893.32,16686.81,2748.40,10428.01,1593.89,2770.72,17541.02,2956.40,10213.93,1928.55,2230.33,17329.20,2866.02,6972.28,1810.96,3157.17,14806.43,2481.00,5728.02,2260.14,3107.98,13577.14,2965.39,3955.04,2044.12,2619.66,11584.22,2636.65,5327.95,2390.63,2703.97,13059.21,3176.54,10340.21,2242.99,2901.94,18661.68,3419.54,11086.43,3170.4,3033.19,20709.56,3115.37,7739.32,3709.2,2835.28,17399.16,4421.18,11497.72,..,..,..
All species,....Laguna,5173.00,6772.00,4669.00,4273.00,20887.00,4284.00,7069.00,4934.00,4681.00,20968.00,4392.70,7266.97,5416.12,4859.11,21934.90,4600.94,7407.26,5880.13,12404.84,30293.17,12548.82,14090.00,11641.82,12910.04,51190.68,12315.00,13626.51,12350.87,13622.40,51914.78,13897.65,14579.84,12409.11,13907.83,54794.43,14751.18,11468.42,11053.07,13031.33,50304.01,12751.14,11710.50,11416.41,12342.12,48220.17,12941.84,11616.83,11357.80,12693.29,48609.76,12730.94,11662.91,11392.27,12760.43,48546.56,13237.60,12122.02,12169.57,13005.06,50534.26,13496.65,12253.61,12860.34,11380.33,49990.94,12517.67,11384.31,11332.60,12333.96,47568.54,8996.96,9915.25,12172.62,12431.33,43516.15,10752.14,11214.05,12177.57,11641.87,45785.62,11071.69,12254.19,12575.94,12059.78,47961.60,11281.33,12747.43,12510.71,12487.25,49026.72,11513.01,12455.35,12158.98,10889.39,47016.73,4566.46,11563.44,..,..,..
All species,....Quezon,28755.50,50836.50,37802.00,34520.00,151914.00,35635.00,45622.70,35490.50,31438.90,148187.10,36033.36,35406.57,37712.45,27760.54,136912.92,28925.53,34170.25,36731.21,34022.64,133849.63,31167.59,37834.32,36429.51,31440.75,136872.17,30133.41,35766.36,37412.13,36775.40,140087.29,32168.46,37845.80,43148.35,36120.80,149283.41,38797.29,38209.75,52816.21,34059.37,163882.63,32395.34,36699.32,43383.53,38917.12,151395.31,30776.03,32112.47,41628.05,36325.39,140841.93,32910.17,30562.23,41360.79,37875.00,142708.19,31041.38,28496.12,40844.47,34984.20,135366.18,35424.94,34000.04,35148.67,27107.72,131681.37,29842.76,33917.69,33121.21,20299.81,117181.48,21041.67,27418.60,28085.91,29214.89,105761.07,22143.57,27717.56,31240.48,24380.31,105481.92,16209.38,23392.11,19788.05,14392.64,73782.18,16048.02,23883.46,25456.81,12295,77683.3,20750.67,12436.07,18786.33,11785.27,63758.34,14867.66,11421.79,..,..,..
All species,....Rizal,16020.00,22714.00,21909.00,24141.00,84784.00,17369.00,18323.00,22366.00,27371.00,85429.00,17740.80,17643.00,24712.01,32432.00,92527.81,17446.42,16233.39,22132.00,34049.40,89861.21,17671.83,15524.12,13360.77,26023.51,72580.23,13328.60,14536.56,22863.35,32810.06,83538.56,17740.49,15521.69,24458.26,33702.94,91423.38,16457.81,17836.05,26817.97,26206.59,87318.42,16692.02,19097.57,27338.78,28474.37,91602.73,17841.56,19995.92,28214.71,30000.22,96052.42,18719.90,20286.64,29746.48,30853.25,99606.28,19071.16,20510.59,30977.02,31808.07,102366.84,19588.36,21253.19,35606.32,33385.03,109832.90,20189.71,19969.37,35142.01,32050.45,107351.53,18841.06,19075.93,14710.31,24237.67,76864.97,20198.35,20951.27,13773.44,21382.50,76305.56,9686.84,18552.51,10766.88,16773.91,55780.14,9013.96,20566.92,10852,19448.52,59881.4,10623.21,13497.27,8883.47,15973.23,48977.17,5061.52,17715.9,..,..,..
All species,..MIMAROPA Region,68580.00,69105.00,58473.00,167306.00,363464.00,64044.70,87773.40,64716.20,256160.10,472694.40,79603.07,107781.35,69851.91,304226.37,561462.70,60252.62,117894.64,76706.13,336647.87,591501.26,84846.91,179935.07,99472.09,349908.51,714162.57,86514.47,183793.35,105871.69,289822.23,666001.73,84108.49,184298.83,107980.18,363851.29,740238.79,92093.89,169647.67,97270.97,361722.01,720734.55,76392.71,167839.84,103129.72,379135.93,726498.19,75044.49,171410.39,100659.02,381858.55,728972.45,71894.54,141297.94,94425.08,378029.98,685647.55,68247.91,133298.40,91780.58,257431.72,550758.62,56686.16,129113.38,87452.18,288805.63,562057.35,54492.77,136255.46,90085.82,307443.40,588277.45,40749.97,97633.32,81588.35,262819.08,482790.72,40893.31,102035.87,82329.49,263865.86,489124.53,38459.00,109708.78,85486.39,271012.79,504666.97,39911.1,90606.87,83993.19,286808.56,501319.72,41455.33,92037.26,79745.24,263593.71,476831.54,44145.44,91658.9,..,..,..
All species,....Marinduque,1238.00,688.00,1067.00,1034.00,4027.00,1254.00,745.00,1094.00,1404.00,4497.00,1212.02,840.97,1149.07,1341.79,4543.85,1391.38,839.38,1270.04,1463.26,4964.06,1546.10,755.62,1239.53,1535.64,5076.89,1551.61,677.52,1116.32,1580.80,4926.25,1660.22,1104.34,1039.64,1670.04,5474.24,1660.47,1133.70,1021.00,1583.41,5398.58,1524.37,1224.00,1012.03,1630.07,5390.47,1531.23,1137.26,980.62,1601.33,5250.44,1424.13,1195.35,1051.58,1634.63,5305.69,1547.50,1166.61,1068.77,1693.37,5476.24,1671.70,1117.36,1000.91,1591.45,5381.42,1716.69,1190.55,1003.49,1630.43,5541.15,1802.10,1129.52,992.90,1567.38,5491.90,1629.13,1136.64,974.57,1655.62,5395.95,1724.63,1079.72,951.61,1480.57,5236.53,1751.38,1303.14,956.88,1373.19,5384.59,2041.82,1363.62,1190.15,1052.68,5648.27,2122.11,1348.18,..,..,..
All species,....Occidental Mindoro,3452.00,3971.00,4277.00,3715.00,15415.00,4590.50,4142.60,4515.10,3291.60,16539.80,3518.90,4261.63,4644.99,3073.68,15499.20,3965.34,4560.17,4523.04,3318.93,16367.48,4368.25,4613.97,4651.09,3707.93,17341.24,4557.41,5033.86,4990.67,4080.52,18662.46,4344.37,5596.90,5391.00,3946.47,19278.74,4449.07,4091.97,4807.00,3790.56,17138.59,4595.75,4019.29,5445.19,4143.76,18203.99,4175.34,4018.95,5137.86,4237.48,17569.63,4321.38,4279.76,5127.94,4551.04,18280.12,4426.28,4691.51,4969.15,4788.97,18875.91,5036.77,4804.17,5368.04,4731.29,19940.26,5194.86,4831.85,5506.32,4756.57,20289.61,5052.41,3724.38,3355.36,3772.95,15905.10,3766.69,3711.61,3445.34,3753.09,14676.72,3406.15,3119.12,2425.21,3128.69,12079.16,2708.56,3162.94,3448.57,3000.63,12320.7,3076.95,3215.72,3738.41,3354.41,13385.49,3835.41,4980.64,..,..,..
All species,....Oriental Mindoro,3633.00,3439.00,3347.00,2225.00,12644.00,3671.00,3526.80,3457.40,2310.10,12965.30,3776.00,3620.30,3528.60,2015.70,12940.60,3672.72,3762.95,3751.58,2091.13,13278.38,3754.36,3641.83,3691.60,2156.79,13244.57,3651.99,3828.66,4067.65,2305.38,13853.68,3467.45,3902.30,3715.40,2315.20,13400.35,3667.36,3979.98,3512.87,2295.35,13455.55,3646.16,3852.02,3716.66,2357.93,13572.76,3692.87,3794.93,3667.29,2345.40,13500.48,3609.32,4107.69,3715.34,2410.49,13842.84,3931.77,3701.44,4247.32,2402.43,14282.95,4114.39,3920.71,4240.62,2129.99,14405.71,3043.51,3455.88,5182.10,2114.74,13796.23,1862.77,3381.19,4094.68,2185.66,11524.30,1741.28,3503.85,3159.28,2193.33,10597.74,1410.46,3867.85,3291.25,2515.22,11084.78,1431.22,2890.25,2979.65,2390.09,9691.21,1538.18,2896.5,3397.54,2008.74,9840.96,1480.54,2609.87,..,..,..
All species,....Palawan,58333.00,58844.00,48778.00,158604.00,324559.00,52532.20,77016.00,54624.70,247915.40,432088.30,69082.00,96622.20,59471.10,296613.03,521788.33,49077.13,106205.00,65949.11,328451.23,549682.47,72971.81,168617.33,88803.67,341289.29,671682.10,74537.51,171911.51,94336.73,280513.83,621299.58,72823.00,170988.58,96635.78,354423.93,694871.30,79883.78,157722.69,86596.34,352610.84,676813.65,64151.00,155454.76,90968.20,369589.74,680163.71,63146.75,159119.82,88059.01,372053.65,682379.24,59705.53,127742.03,81938.77,367918.49,637304.81,55359.95,120259.24,78994.96,246935.59,501549.74,42761.51,114983.17,73633.42,278902.52,510280.61,40848.30,122362.49,75706.78,297625.56,536543.13,29099.65,86685.22,71880.42,254123.78,441789.07,30772.47,90764.42,73202.21,255163.90,449903.01,29396.00,98646.83,77308.70,262315.43,467666.96,31562.22,80608.89,75234.29,278641.39,466046.79,32830.89,81766.16,70410.01,256304.9,441311.96,34759.07,80417.45,..,..,..
All species,....Romblon,1924.00,2163.00,1004.00,1728.00,6819.00,1997.00,2343.00,1025.00,1239.00,6604.00,2014.15,2436.25,1058.15,1182.17,6690.72,2146.05,2527.14,1212.36,1323.32,7208.87,2206.39,2306.32,1086.20,1218.86,6817.77,2215.95,2341.80,1360.31,1341.70,7259.76,1813.44,2706.71,1198.37,1495.65,7214.17,2433.22,2719.34,1333.76,1441.86,7928.17,2475.42,3289.77,1987.65,1414.44,9167.27,2498.30,3339.43,2814.24,1620.69,10272.66,2834.19,3973.12,2591.45,1515.33,10914.08,2982.40,3479.61,2500.39,1611.37,10573.77,3101.79,4287.97,3209.20,1450.39,12049.35,3689.40,4414.68,2687.13,1316.11,12107.33,2933.04,2713.01,1265.00,1169.30,8080.35,2983.73,2919.36,1548.09,1099.92,8551.11,2521.77,2995.27,1509.62,1572.88,8599.53,2457.73,2641.66,1373.79,1403.25,7876.43,1967.49,2795.26,1009.13,872.98,6644.86,1948.3,2302.75,..,..,..
All species,..Region V (Bicol Region),44222.00,42187.50,36473.10,35627.80,158510.40,46576.70,46601.20,40598.70,41975.02,175751.62,51722.25,42406.44,41702.35,33728.39,169559.43,55481.09,62665.35,46721.88,47917.51,212785.83,59584.25,63299.02,52953.49,51104.46,226941.22,59350.68,73872.93,57988.45,58565.66,249777.72,58253.02,80480.28,63023.41,61343.41,263100.12,66132.23,77908.27,67165.75,62330.57,273536.83,72846.62,84379.75,70300.64,62857.76,290384.77,65003.41,86177.74,70554.33,67271.91,289007.40,70158.23,85939.88,71890.64,67323.73,295312.49,71224.55,87765.73,73902.14,67424.94,300317.36,68573.20,88748.13,71661.18,65971.65,294954.16,57540.62,80301.62,67881.48,62464.04,268187.77,48132.92,61524.02,60969.97,63768.89,234395.80,46749.95,66176.37,67772.24,58146.97,238845.54,49180.38,75396.13,66387.12,65626.33,256589.96,45296.72,69466.01,62253.76,60496.35,237512.84,37856.04,72410.79,71856.56,56724.29,238847.69,40483.63,62307.52,..,..,..
All species,....Albay,1927.00,3003.00,1754.00,1585.00,8269.00,1972.00,2625.80,1931.10,2814.00,9342.90,2338.29,2715.55,1889.12,2826.85,9769.81,3899.98,3206.11,3036.00,3073.30,13215.39,3609.71,3320.69,2846.00,3483.94,13260.33,3384.78,5032.88,4327.05,3688.29,16432.99,4079.95,5519.29,5693.88,3535.37,18828.50,4338.33,5931.42,5547.73,4124.71,19942.19,4432.68,6711.20,5644.71,4766.13,21554.71,4194.42,7073.59,6070.11,5120.51,22458.63,4635.77,6965.76,6073.11,5580.87,23255.50,4829.56,7095.66,6136.40,5585.56,23647.18,4843.54,7156.38,6170.08,5690.15,23860.15,4252.91,5977.01,6584.55,5125.69,21940.16,3918.65,6245.35,6189.48,5699.01,22052.49,3767.98,6377.22,6497.22,6170.32,22812.74,4336.76,5954.59,5764.22,5546.43,21601.99,4240.39,6099.9,5489.41,5145.67,20975.37,4307.86,6236.09,5291.48,4329.2,20164.63,3921.88,7064.36,..,..,..
All species,....Camarines Norte,10943.30,9690.00,7713.00,5245.20,33591.50,10832.40,10474.00,8934.80,5926.50,36167.70,11868.10,8601.45,10231.85,2067.40,32768.80,13290.57,13885.09,8387.50,7783.58,43346.74,19179.94,15221.88,10713.00,7931.72,53046.54,16580.52,18241.20,11624.93,8154.73,54601.38,14952.45,18759.35,11987.42,8530.99,54230.21,16010.54,17612.81,13590.26,10019.62,57233.24,18298.71,19477.64,14634.85,10368.73,62779.93,17016.54,20503.91,14612.83,11130.07,63263.35,19353.52,21901.94,15382.57,11575.98,68214.02,21335.06,22749.60,16410.75,12038.33,72533.73,19781.44,23486.70,16650.56,12020.70,71939.40,15296.15,23162.29,16456.86,11360.16,66275.46,10358.61,13349.66,12287.40,11436.71,47432.39,7909.38,14693.21,14834.20,6907.50,44344.29,9662.15,19658.68,19976.08,6935.27,56232.18,6071.25,16041.03,23117.43,9361.03,54590.74,6016.46,14680.48,10061.93,5198.17,35957.04,3390.42,12481.18,..,..,..
All species,....Camarines Sur,13840.70,13732.50,10404.10,14490.00,52467.30,15534.40,16342.80,13520.00,17454.00,62851.20,17404.30,15433.30,13657.55,14662.00,61157.15,17755.80,19582.70,16212.40,19354.30,72905.20,18560.40,19447.57,18776.80,19983.12,76767.89,19143.71,23587.69,21133.15,22917.16,86781.70,18491.14,27175.75,25445.45,24312.08,95424.42,19206.86,27201.25,28233.70,21538.34,96180.14,21321.55,29857.95,28550.68,20929.79,100659.98,20006.66,30499.22,28203.87,22282.55,100992.29,20810.63,30211.92,28244.16,21866.25,101132.97,20265.14,30270.29,27212.99,19268.51,97016.93,19520.24,30078.73,26178.46,19398.18,95175.60,18079.40,27921.69,22922.17,18033.64,86956.90,14157.94,19645.56,20711.67,16516.52,71031.68,13932.90,19024.13,22343.31,14070.95,69371.29,13519.74,17526.70,19066.65,13666.99,63780.08,9321,15047.29,17513.1,11731.59,53612.98,9464.74,13335.11,18161.18,9707.48,50668.51,9220.02,13606.75,..,..,..
All species,....Catanduanes,1615.00,1642.00,1951.00,2652.00,7860.00,1542.30,1617.60,1834.70,2316.02,7310.62,1598.79,1509.21,1972.51,2043.90,7124.41,1071.59,1685.53,2009.01,1928.55,6694.68,1619.23,5402.79,2294.89,2003.12,11320.03,1431.17,5906.57,2764.03,2249.90,12351.66,1377.29,4984.30,2796.30,2493.89,11651.78,1313.29,4746.54,2639.02,2387.07,11085.91,1817.59,5044.57,1825.77,2170.10,10858.03,1748.75,4606.86,1951.34,2268.97,10575.92,1977.96,3824.52,1848.61,1948.43,9599.51,1864.16,4025.34,2202.17,2055.40,10147.07,1928.20,2453.98,2049.43,1819.56,8251.17,1197.81,1889.70,2213.82,1510.66,6811.99,1028.23,1534.36,1748.27,1417.22,5728.08,810.91,1267.41,1887.11,1373.18,5338.62,710.11,1144.54,1699.44,1196.99,4751.08,641.88,1081.6,1714.42,862.58,4300.48,591.36,1048.78,1623.3,631.33,3894.78,431.3,987.35,..,..,..
All species,....Masbate,11233.00,9505.00,11451.00,8005.00,40194.00,12136.00,10800.00,10882.00,8620.70,42438.70,13278.00,10136.25,10557.25,7839.45,41810.95,10744.13,12737.10,9143.50,9241.00,41865.73,11720.40,11944.60,10678.15,10862.80,45205.95,12434.99,13586.26,12139.37,13626.28,51786.90,11296.10,13907.86,11660.95,15561.69,52426.61,12237.24,13227.38,12957.68,17497.43,55919.72,13414.14,14936.35,14240.68,19146.89,61738.06,12021.75,15594.47,14027.04,20674.22,62317.48,13317.00,16309.97,15092.03,19896.20,64615.19,12627.26,17213.53,15991.43,21350.43,67182.65,11982.90,19178.77,14336.12,20562.31,66060.09,10049.50,15116.26,13503.64,19792.14,58461.55,10444.92,14480.10,13938.66,22095.83,60959.51,11114.54,15987.62,15421.68,22971.15,65494.99,8394.67,17064.83,14317.16,23843.58,63620.25,10207.07,17110.07,10145.68,21907.77,59370.59,7735.87,8593.64,9466.1,18943.1,44738.72,9745.25,7938.61,..,..,..
All species,....Sorsogon,4663.00,4615.00,3200.00,3650.60,16128.60,4559.60,4741.00,3496.10,4843.80,17640.50,5234.77,4010.68,3394.07,4288.79,16928.31,8719.02,11568.82,7933.47,6536.78,34758.09,4894.57,7961.49,7644.65,6839.77,27340.48,6375.51,7518.33,5999.93,7929.31,27823.08,8056.08,10133.73,5439.41,6909.38,30538.59,13025.99,9188.87,4197.36,6763.41,33175.63,13561.94,8352.04,5403.95,5476.13,32794.06,10015.28,7899.70,5689.14,5795.61,29399.73,10063.35,6725.77,5250.17,6456.01,28495.30,10303.38,6411.31,5948.40,7126.71,29789.80,10516.89,6393.57,6276.53,6480.76,29667.75,8664.85,6234.67,6200.44,6641.74,27741.71,8224.56,6269.00,6094.49,6603.60,27191.66,9214.23,8826.78,6788.72,6653.87,31483.60,12556.94,14046.79,5563.57,14437.07,46604.37,14815.14,14086.13,4273.71,11487.71,44662.69,9739.75,28516.68,27252.57,17915.02,83424.01,13774.76,20229.27,..,..,..
All species,..Region VI (Western Visayas),81385.34,99066.46,93100.45,76375.70,349927.95,81255.76,106912.70,102479.23,77961.45,368609.14,86472.69,112865.87,98316.38,82158.96,379813.90,88464.73,114501.02,99493.52,86039.61,388498.88,91954.78,115489.05,94899.57,82497.83,384841.23,99086.35,121769.18,101420.34,85991.49,408267.36,97490.23,116151.01,93734.57,93365.81,400741.62,102675.27,130527.05,105035.36,94992.88,433230.56,105928.05,121284.92,112196.96,102147.95,441557.87,109274.27,128062.77,113968.85,99580.27,450886.17,107764.57,125233.96,111037.66,95670.98,439707.18,108466.07,123628.99,108959.71,78205.70,419260.48,105732.95,109707.96,106051.68,90352.89,411845.48,108875.15,110350.61,102758.13,80087.16,402071.05,105340.64,108893.16,102345.60,80212.60,396792.00,105884.89,110737.98,101156.64,72116.88,389896.40,90170.26,109649.04,101143.29,78509.32,379471.91,91100.46,117833.47,99378.69,73102.69,381415.31,90515.59,105525.66,99428.23,81352.91,376822.38,86804.52,104978.13,..,..,..
All species,....Aklan,3036.00,2694.10,4524.00,1851.70,12105.80,3123.46,2878.50,4919.13,2556.92,13478.01,3386.26,3217.50,5193.78,2798.93,14596.47,3092.66,4802.84,5689.65,3075.27,16660.42,3258.22,5198.60,6179.76,3068.21,17704.79,2550.13,4923.28,7201.72,2793.32,17468.46,2790.47,4642.07,5617.40,2896.00,15945.93,2761.77,4834.17,5422.22,2691.99,15710.15,3458.79,5059.83,5905.93,2937.46,17362.01,3451.65,4997.03,5754.20,2761.43,16964.31,3530.52,4842.45,5896.65,3028.34,17297.96,3885.81,5239.97,6228.15,2921.38,18275.31,4217.80,6461.81,6888.63,3526.97,21095.20,4794.37,7128.86,7318.49,3892.78,23134.50,3731.10,7705.63,7607.93,3649.67,22694.33,3186.24,7982.44,7528.24,3587.77,22284.68,4279.99,7545.17,9062.80,4187.78,25075.74,4900.73,7909.83,9342.87,4305.4,26458.84,4525.99,7266.15,9414.2,4094.52,25300.86,4426.75,6997.89,..,..,..
All species,....Antique,16054.00,16911.00,13943.00,9543.00,56451.00,14595.10,21630.20,18560.10,11946.30,66731.70,17130.00,22151.20,15127.12,13457.89,67866.21,18325.42,22740.52,13769.20,12537.96,67373.10,20057.02,23541.79,12569.67,10105.55,66274.03,21963.05,24953.22,13248.95,11825.47,71990.69,21628.25,18716.00,10773.60,13980.58,65098.42,22496.59,20902.64,12506.47,15446.20,71351.90,28508.77,24726.15,17635.35,18054.69,88924.96,29760.79,27027.24,17797.42,17286.34,91871.80,29685.02,25869.19,16007.82,18386.18,89948.21,29453.42,27154.34,16352.94,10510.09,83470.79,31615.48,28704.57,18404.91,17847.44,96572.41,34119.12,28159.88,18986.72,18725.08,99990.80,36312.72,28687.64,19036.04,16631.95,100668.35,37667.44,28783.26,19604.37,15044.40,101099.47,29921.57,30679.02,18217.54,17769.15,96587.29,30950.32,32236.62,9982.22,13632.78,86801.94,33329.92,31454.72,15968.08,16646.01,97398.73,30862.4,30968.93,..,..,..
All species,....Capiz,13036.04,19259.00,14334.45,8613.40,55242.89,13555.00,20333.60,15222.30,8291.72,57402.62,14092.15,20904.07,15777.09,8262.17,59035.48,15962.32,21563.50,15854.23,9521.76,62901.81,16130.29,23220.81,15816.00,9340.02,64507.12,16087.62,25121.22,18627.87,10596.64,70433.35,17449.64,24014.64,18687.04,13865.59,74016.91,17324.47,32833.83,29200.94,18559.79,97919.04,18583.53,34520.94,30844.45,19580.60,103529.52,17468.05,36487.93,30692.13,20233.33,104881.45,18448.83,36069.26,31300.88,18642.39,104461.35,16567.55,36686.09,29447.70,14957.36,97658.69,15542.94,28468.18,30961.56,15439.68,90412.36,16038.42,30728.61,29059.26,11818.66,87644.96,11709.68,29542.85,30858.09,15290.01,87400.62,13702.89,29164.07,29606.89,15051.97,87525.82,14129.06,28454.52,27471.03,15822.18,85876.79,15177.78,31175.2,32630.44,16278.55,95261.97,13893.87,28331.38,30599.41,15999.05,88823.71,15828.42,31068.08,..,..,..
