Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Benguet,"BAGUIO BEANS, 1 KG",50.10,42.13,39.33,48.21,38.57,36.43,47.14,60.00,60.71,46.43,42.86,42.14,46.17,45.71,39.29,41.43,41.43,32.14,31.43,40.00,40.00,53.57,59.29,52.14,55.00,44.29,33.57,40.00,42.86,42.86,40.00,38.57,42.86,48.57,50.00,43.57,36.43,25.00,40.36,36.43,40.71,40.71,46.43,34.29,35.00,39.29,37.86,47.86,42.14,39.29,37.86,39.82,33.57,31.43,33.57,32.71,35.00,44.29,41.43,33.57,57.14,62.14,80.71,53.57,44.93,47.14,41.43,36.43,26.43,28.57,34.29,37.86,40.71,42.14,52.14,49.29,52.86,40.77,48.57,46.43,42.86,44.29,39.29,45.00,41.43,48.57,58.57,64.29,48.57,34.29,46.85,32.86,35.00,38.57,37.14,45.63,46.88,48.13,46.25,65.63,82.50,67.50,64.38,50.87,60.00,45.63,48.75,58.33,51.88,43.75,33.75,31.88,38.13,43.13,48.75,63.75,47.31,56.88,45.63,43.13,45.00,46.88,50.00,52.50,77.50,81.25,70.00,87.50,81.25,61.46
....Benguet,"MONGGO, GREEN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Benguet,"STRING BEANS, 1 KG",42.93,36.11,33.71,41.32,34.17,30.47,40.63,50.79,52.63,41.55,37.85,36.93,39.92,40.63,35.09,36.02,35.09,28.63,28.16,33.25,33.25,46.17,51.71,48.94,50.79,38.98,29.55,33.25,35.09,35.09,33.25,32.32,36.02,40.63,36.25,37.50,38.75,41.88,35.80,55.63,40.00,37.50,43.75,45.00,43.13,46.88,56.25,57.50,55.00,65.63,57.50,50.31,55.63,45.63,45.63,48.13,53.13,53.75,57.50,56.25,60.63,65.00,79.38,70.00,57.56,65.00,56.88,51.25,53.13,51.88,61.88,56.25,56.25,56.25,60.00,63.13,63.13,57.92,60.00,58.75,58.75,52.50,55.00,56.25,48.13,63.75,66.25,58.75,55.63,47.50,56.77,45.00,36.88,37.50,46.25,53.75,48.75,46.25,47.50,56.25,62.50,60.00,57.50,49.84,55.00,53.75,50.63,61.67,55.63,59.38,43.13,42.50,44.38,46.25,51.88,60.63,52.07,64.38,56.25,47.50,50.00,46.25,48.75,56.88,78.75,71.88,66.25,63.38,67.38,59.80
....Ifugao,"RAW PEANUT, SHELLED, 1 KG",129.46,129.46,129.46,145.00,152.77,160.54,160.54,160.54,163.13,163.13,160.54,165.71,151.69,165.71,165.71,165.71,165.71,170.89,176.07,160.54,165.71,165.71,165.71,165.71,165.71,166.57,165.71,165.71,165.71,165.71,165.71,165.71,165.71,165.71,165.71,165.71,165.71,165.71,165.71,165.71,165.71,165.71,165.71,165.71,165.71,165.71,165.71,165.71,162.86,162.86,162.86,165.00,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,162.86,168.57,177.14,191.43,191.43,187.14,187.14,173.33,181.43,181.43,170.00,178.57,177.14,177.14,177.14,175.71,177.14,175.71,165.71,180.00,176.43,172.86,172.86,165.71,165.71,132.14,114.29,104.29,104.29,104.29,107.14,115.71,108.57,130.66,115.71,121.43,117.14,125.71,121.43,125.71,128.57,128.57,128.57,128.57,114.29,117.14,122.74
....Ifugao,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Ifugao,"BAGUIO BEANS, 1 KG",54.76,49.14,49.14,42.11,40.71,39.31,39.31,42.11,47.74,40.71,40.71,40.71,43.87,40.71,40.71,40.71,39.31,35.09,42.11,47.74,36.50,40.71,43.52,43.52,46.33,41.41,46.33,44.92,46.33,51.95,43.52,40.71,36.50,40.71,37.86,32.14,32.14,26.43,39.96,37.86,33.57,32.14,32.14,37.86,42.86,45.00,40.71,42.86,39.29,60.00,60.00,42.02,40.00,35.71,34.29,37.14,40.00,37.14,37.14,32.86,32.86,37.14,48.57,61.43,39.52,31.43,36.43,33.57,36.43,36.43,48.57,50.00,50.00,50.00,57.14,33.57,38.57,41.85,41.43,40.00,40.00,40.00,40.00,40.00,40.00,51.43,47.14,67.14,64.29,55.71,47.26,47.14,47.86,45.00,47.86,77.86,58.57,42.86,62.14,56.43,54.71,55.71,55.71,54.32,47.14,44.29,39.29,47.86,39.29,64.29,40.71,42.86,41.43,45.71,72.86,88.57,51.19,68.57,58.57,54.29,51.43,40.71,62.14,87.14,65.71,57.14,49.69,85.00,52.14,61.04
....Ifugao,"MONGGO, GREEN, 1 KG",94.06,108.92,118.82,115.52,82.51,79.21,69.31,85.82,99.01,92.42,89.12,89.12,93.65,89.12,89.12,82.51,92.42,92.42,92.42,89.12,85.82,85.82,85.82,87.47,82.51,87.88,89.12,92.42,108.92,115.52,105.61,105.61,102.31,95.71,95.71,110.71,110.71,105.00,103.11,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00,87.86,96.43,96.43,102.14,96.43,91.43,101.43,107.14,95.71,107.14,107.14,107.14,107.14,107.14,107.14,107.14,103.51,107.14,107.14,107.14,107.14,107.14,107.14,84.29,78.57,78.57,78.57,107.14,107.14,98.09,107.14,107.14,107.14,107.14,107.14,107.14,107.14,107.14,98.57,107.14,107.14,107.14,106.43,135.71,121.43,135.71,135.71,118.57,118.57,117.14,117.14,117.14,115.71,115.71,114.29,121.90,118.57,118.57,121.43,121.43,121.43,98.57,121.43,121.43,121.43,121.43,121.43,121.43,119.05,121.43,124.29,124.29,118.57,124.29,121.43,121.43,121.43,121.43,121.43,121.43,124.29,122.15
....Ifugao,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Kalinga,"RAW PEANUT, SHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Kalinga,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Kalinga,"BAGUIO BEANS, 1 KG",66.05,58.42,45.72,45.72,46.15,40.64,41.48,40.64,62.66,51.65,50.80,41.48,49.28,62.66,53.35,52.50,54.19,48.26,50.80,53.35,47.42,57.58,51.65,46.57,50.80,52.43,55.89,59.26,52.50,45.72,38.95,39.80,44.38,44.38,43.13,41.88,41.25,43.75,45.91,51.25,41.25,35.00,40.00,40.25,42.75,47.75,56.50,56.50,56.50,56.50,58.57,48.57,58.57,58.57,40.63,40.00,47.50,48.75,43.13,38.13,40.63,39.50,113.75,61.25,52.53,53.75,39.75,36.88,37.50,38.13,43.13,40.63,44.38,47.50,48.75,48.75,48.75,43.99,51.25,57.50,50.63,43.75,45.00,48.13,67.50,60.63,59.38,68.13,70.00,57.50,56.62,48.75,50.63,46.25,52.50,82.50,60.00,60.00,65.00,57.50,69.38,59.38,73.75,60.47,56.25,57.50,46.25,75.00,70.00,63.75,58.75,49.38,48.13,53.75,72.50,100.00,62.61,96.25,63.75,50.00,45.63,45.63,61.25,63.75,66.25,57.50,61.25,68.13,56.25,61.30
....Kalinga,"MONGGO, GREEN, 1 KG",77.36,77.36,77.36,77.36,71.76,71.76,61.58,61.07,60.05,59.80,61.07,64.12,68.39,69.21,68.19,76.33,77.35,77.35,65.14,66.16,67.18,73.29,73.29,73.29,73.29,71.67,73.29,73.29,73.29,73.29,81.43,91.61,91.61,86.52,86.52,86.52,86.52,86.52,82.53,95.68,93.64,93.64,93.64,93.64,93.64,91.60,93.64,93.64,96.69,95.42,101.78,94.72,101.78,101.78,92.45,95.85,100.08,100.76,100.76,100.76,100.76,100.76,129.59,126.37,104.31,125.52,128.92,128.92,128.92,128.92,128.92,127.22,100.08,98.39,91.60,91.60,91.60,114.22,96.69,96.69,100.08,98.39,100.25,101.78,91.60,83.12,87.35,85.23,92.86,89.04,93.59,97.94,96.67,95.40,90.31,90.31,93.50,95.40,96.67,94.67,98.33,100.00,100.00,95.77,103.33,100.00,100.00,103.33,106.67,110.83,113.33,115.00,113.33,116.67,116.67,118.33,109.79,118.33,118.33,117.50,118.33,118.33,120.00,113.33,110.00,112.50,113.33,115.00,115.83,115.90
....Kalinga,"STRING BEANS, 1 KG",24.19,21.40,16.75,16.75,16.90,14.89,15.19,14.89,22.95,18.92,18.60,15.19,18.05,22.95,19.53,19.23,19.85,17.68,18.60,19.53,17.37,21.09,18.92,17.05,18.60,19.20,20.46,21.71,19.23,16.75,14.27,14.57,16.25,16.25,16.88,17.50,18.13,17.50,17.46,17.50,17.50,16.88,17.50,20.63,20.63,24.38,21.88,26.88,26.88,26.88,26.25,21.98,26.25,26.88,25.38,24.75,25.63,26.88,25.63,25.75,24.50,23.00,35.63,26.88,26.43,26.88,24.38,23.63,21.63,23.13,25.00,25.00,24.38,25.00,24.38,24.38,31.88,24.97,30.63,31.88,28.75,30.38,29.75,30.13,31.63,31.00,29.13,30.38,36.25,33.88,31.15,35.00,35.00,33.75,31.25,29.38,30.00,30.00,30.00,31.25,30.00,31.88,38.75,32.19,36.88,38.75,41.25,43.75,43.13,38.75,35.63,33.13,33.75,31.88,55.00,80.00,42.66,87.50,62.50,42.50,34.38,28.13,38.75,40.00,43.75,40.63,32.50,31.25,43.13,43.75
....Mountain Province,"RAW PEANUT, SHELLED, 1 KG",212.85,212.85,212.85,190.00,190.00,223.33,223.33,222.50,223.33,225.33,222.50,220.83,214.98,213.33,213.33,210.00,210.00,210.00,210.00,210.00,210.00,210.00,215.00,231.67,245.00,215.69,245.00,245.00,245.00,244.17,243.33,243.33,245.00,245.00,245.00,245.00,245.00,245.00,244.65,255.83,263.33,263.33,280.83,271.67,271.67,271.67,271.67,271.67,272.50,271.67,273.33,269.93,278.33,280.00,280.00,280.00,293.33,300.00,300.00,300.00,300.00,300.00,300.00,300.00,292.64,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,333.33,333.33,333.33,308.33,331.25,331.25,325.00,325.00,325.00,325.00,275.00,252.50,223.75,204.38,205.63,205.63,277.45,205.63,205.63,205.63,205.63,205.63,205.63,205.63,205.63,205.63,218.13,218.13,218.13,208.76,214.38,210.00,202.50,196.67,200.00,203.75,221.25,221.25,220.00,222.50,221.25,221.88,212.95,217.50,217.50,212.50,212.50,212.50,217.50,183.33,183.33,183.33,183.33,183.33,191.67,199.86
....Mountain Province,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"BAGUIO BEANS, 1 KG",28.86,35.32,34.45,30.47,30.00,31.88,28.13,34.38,56.25,40.63,35.00,36.88,35.19,33.44,34.38,31.88,32.50,35.00,35.00,35.00,31.25,38.75,55.63,51.13,48.75,38.56,37.50,41.25,37.50,37.50,41.25,36.88,32.50,36.88,41.88,42.50,36.25,38.75,38.39,38.75,43.75,43.13,40.63,40.00,43.75,38.75,46.88,57.50,53.75,81.25,56.25,48.70,45.00,40.00,52.50,45.00,48.13,50.63,45.00,36.88,53.75,56.25,107.50,68.75,54.12,47.50,50.00,51.25,43.75,45.00,48.75,48.75,51.25,65.00,67.50,65.00,53.75,53.13,56.25,53.75,53.75,58.75,53.75,56.25,67.50,72.50,88.75,121.25,80.63,66.25,69.12,71.25,53.75,61.25,58.75,60.00,51.25,45.00,52.50,76.25,80.00,63.75,51.25,60.42,57.50,56.25,54.38,57.50,62.50,52.50,30.63,37.50,55.00,61.25,82.50,98.75,58.86,93.75,66.25,62.50,48.13,51.25,67.50,65.00,61.25,72.50,74.38,84.38,73.75,68.39
....Mountain Province,"MONGGO, GREEN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"RAW PEANUT, SHELLED, 1 KG",78.12,78.61,77.82,76.49,76.96,77.03,76.64,78.51,79.35,79.89,79.68,80.15,78.27,82.27,81.51,80.06,80.59,80.74,80.43,80.61,80.56,80.25,82.95,90.09,91.46,82.63,90.11,92.37,93.89,95.87,95.83,96.01,96.59,97.58,99.41,100.66,100.86,101.31,96.71,101.19,102.62,102.84,101.30,101.70,101.70,101.43,90.60,89.88,92.29,92.31,92.51,97.53,92.97,93.29,92.13,89.23,87.56,89.33,89.86,90.17,90.17,90.79,90.63,91.55,90.64,91.19,92.08,92.05,91.61,90.78,91.87,91.87,91.96,92.38,92.79,93.77,94.61,92.25,94.36,94.58,90.00,90.89,91.10,94.03,95.22,95.26,95.26,95.26,95.58,95.58,93.93,93.73,93.58,92.92,92.92,95.34,96.88,96.88,94.38,94.38,95.63,95.63,96.88,94.93,94.91,94.91,93.81,96.11,95.63,95.04,95.82,96.19,96.19,96.04,103.85,104.00,96.88,104.00,102.85,98.66,98.63,98.78,99.10,99.57,100.22,101.19,99.88,100.88,101.03,100.40
..REGION I (ILOCOS REGION),"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"BAGUIO BEANS, 1 KG",50.88,55.87,57.83,54.07,45.01,50.63,52.50,73.75,68.75,66.25,63.13,61.88,58.38,60.63,50.94,47.82,45.94,53.13,55.32,54.38,50.63,77.50,97.19,66.88,50.94,59.28,51.25,52.50,50.94,51.88,57.51,59.38,52.50,69.07,66.25,62.82,58.13,55.00,57.27,50.00,51.57,50.63,53.13,57.50,56.57,63.75,76.25,77.50,59.38,75.00,77.50,62.40,76.88,76.25,72.82,68.75,78.13,78.13,70.00,66.25,73.75,76.25,90.63,82.50,75.86,70.00,63.76,58.75,60.94,62.19,68.13,68.75,75.63,76.88,85.63,85.63,85.63,71.83,78.13,73.13,71.88,71.25,71.88,75.00,71.88,86.25,86.57,110.00,110.63,105.63,84.35,106.88,93.13,79.38,75.63,84.38,73.75,73.75,84.38,89.38,88.75,89.38,86.88,85.47,71.25,65.94,64.69,77.08,76.25,89.38,75.00,70.00,75.63,96.88,114.38,123.75,83.35,127.50,96.25,76.88,80.63,75.63,120.63,86.88,113.13,102.50,110.63,135.63,96.25,101.88
..REGION I (ILOCOS REGION),"MONGGO, GREEN, 1 KG",79.08,79.08,79.08,79.08,79.08,77.68,79.08,79.08,79.54,76.61,79.08,76.57,78.59,77.47,77.47,79.98,78.59,79.98,79.98,79.98,79.98,79.98,80.68,79.63,78.38,79.34,77.89,77.73,78.18,79.54,79.64,81.94,83.82,80.13,80.55,82.25,83.09,83.38,80.68,82.13,83.38,83.79,83.59,82.92,81.04,81.17,82.42,81.63,80.92,80.81,81.67,82.12,81.46,84.09,84.09,84.08,84.29,87.42,87.29,83.33,84.79,84.58,89.79,88.17,85.28,88.33,88.54,86.67,88.54,88.54,88.33,86.88,90.63,90.63,89.79,89.17,89.17,88.77,87.29,84.44,80.42,81.25,82.92,84.58,83.13,85.63,87.29,87.30,87.09,87.09,84.87,86.88,87.09,84.38,87.29,85.63,84.85,83.96,86.58,89.17,89.21,89.42,91.09,87.13,93.38,92.71,92.08,95.83,94.88,94.04,91.25,92.09,93.07,92.29,91.46,93.75,93.07,95.42,92.92,98.54,96.25,92.67,95.00,95.83,97.18,98.72,98.30,99.12,99.12,96.59
..REGION I (ILOCOS REGION),"STRING BEANS, 1 KG",39.97,31.80,39.50,35.22,33.66,33.82,35.37,37.56,44.85,42.40,39.27,35.73,37.43,34.48,33.13,33.55,32.92,33.86,35.58,34.48,32.87,42.92,46.05,43.86,38.65,36.86,39.27,36.72,35.37,32.92,33.23,36.86,39.88,34.98,31.02,36.20,35.73,37.50,35.81,41.59,37.89,35.50,36.85,36.49,36.42,40.07,49.27,46.91,34.22,50.25,53.44,41.58,61.04,43.86,41.51,42.40,44.06,45.11,45.26,43.13,52.35,55.73,69.38,64.85,50.72,68.96,58.80,50.06,44.27,42.40,44.74,43.65,44.69,48.02,48.55,46.50,44.63,48.77,46.36,47.50,46.62,43.80,45.83,47.97,59.89,61.72,73.75,72.19,76.04,60.31,56.83,58.13,53.13,51.15,49.22,54.17,54.64,47.92,47.35,58.13,60.63,65.19,69.06,55.73,57.50,58.13,53.75,52.71,54.06,55.63,53.75,46.72,48.44,61.41,75.32,79.38,58.07,85.63,62.50,44.22,48.75,47.19,62.66,57.19,83.27,68.23,63.18,54.15,64.61,61.80
....Ilocos Norte,"RAW PEANUT, SHELLED, 1 KG",72.50,75.83,73.33,70.83,71.88,71.88,71.88,74.38,78.13,78.13,80.00,81.88,75.05,82.50,82.50,82.50,82.50,82.50,81.25,81.25,81.25,81.25,81.88,81.88,81.88,81.93,81.88,81.88,81.88,88.75,90.00,90.00,91.25,91.25,92.50,92.50,92.50,92.50,88.91,92.50,92.50,92.50,91.25,91.25,91.25,91.25,90.00,90.00,90.00,90.00,89.38,90.99,87.86,85.00,82.50,82.50,82.50,82.50,80.00,80.00,80.00,80.00,80.00,82.25,82.09,82.25,84.38,85.00,85.00,85.00,86.88,86.88,87.25,87.50,86.88,86.88,86.88,85.90,88.75,90.83,90.83,94.38,94.38,94.38,94.38,96.88,96.88,96.88,96.88,96.88,94.36,98.75,98.75,98.13,98.13,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.48,102.50,102.50,97.50,105.00,104.75,104.75,101.00,100.00,100.00,100.00,100.00,100.00,101.50,100.00,100.00,99.50,98.75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.85
....Ilocos Norte,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Ilocos Norte,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Ilocos Norte,"MONGGO, GREEN, 1 KG",66.96,66.96,66.96,66.96,66.96,65.67,66.96,66.96,67.29,64.58,66.96,64.64,66.49,65.28,65.28,67.60,66.32,67.60,67.60,67.60,67.60,67.60,68.25,67.47,66.32,67.04,65.67,65.33,65.65,66.62,67.48,69.42,71.35,68.13,68.13,68.13,70.63,70.63,68.10,70.63,70.63,70.63,70.63,70.63,70.63,71.88,76.25,73.75,73.75,70.63,74.38,72.04,74.38,74.38,74.38,73.75,75.00,75.00,75.63,73.75,79.38,77.50,80.63,76.25,75.84,76.25,74.38,73.75,74.38,74.38,73.75,69.38,76.88,76.88,76.88,76.88,76.88,75.06,84.38,80.83,81.88,81.88,78.75,78.75,81.88,83.13,83.75,84.38,84.38,84.38,82.36,84.38,84.38,83.13,81.88,80.00,79.17,80.63,82.25,81.88,80.75,80.75,83.88,81.92,83.88,86.88,85.00,88.33,87.50,87.50,87.50,87.50,88.57,87.50,86.25,87.50,86.99,87.50,88.75,89.38,88.75,90.00,90.00,88.75,89.98,94.91,94.91,94.91,94.91,91.06
....Ilocos Norte,"STRING BEANS, 1 KG",42.50,33.33,45.00,45.00,45.00,40.00,40.83,40.83,42.50,43.33,43.33,40.42,41.84,40.42,38.75,39.17,39.17,39.17,39.17,40.42,44.58,46.67,47.92,54.17,47.08,43.06,49.58,48.75,49.58,42.92,42.92,39.92,43.25,39.92,40.33,41.67,41.67,45.00,43.79,46.67,50.00,46.67,43.33,45.00,43.33,41.67,43.33,48.33,42.50,66.17,62.50,48.29,76.67,56.67,51.67,53.33,55.00,56.67,61.67,55.00,70.00,69.17,75.00,90.00,64.24,98.33,88.33,73.33,65.83,58.33,58.33,50.83,55.00,58.33,61.67,62.50,55.00,65.48,51.67,55.00,55.83,50.83,50.83,52.50,73.30,72.50,90.00,95.00,96.67,77.50,68.47,62.50,55.00,53.33,46.25,56.67,61.67,55.42,53.75,65.00,76.25,82.00,90.00,63.15,80.00,68.75,45.00,48.33,53.75,57.50,57.50,53.75,59.38,91.25,78.13,86.25,64.97,86.25,72.50,55.63,53.75,55.00,75.00,67.50,80.00,75.00,52.50,53.75,60.00,65.57
....Ilocos Sur,"RAW PEANUT, SHELLED, 1 KG",79.01,78.00,78.00,78.00,78.00,79.43,78.71,83.69,82.98,85.12,83.69,83.69,80.69,81.55,82.26,82.26,84.40,85.83,85.83,86.55,85.12,85.12,86.55,85.12,82.26,84.40,82.26,77.98,76.55,75.12,73.69,74.40,75.12,76.55,80.12,85.12,85.12,84.40,78.87,81.43,86.29,84.86,82.43,84.29,84.29,85.71,85.71,82.86,87.14,88.57,90.00,85.30,90.00,90.00,92.86,81.25,73.75,80.00,83.75,85.00,85.00,90.00,90.00,91.43,86.09,90.00,91.43,95.71,91.43,91.43,91.43,91.43,91.43,92.86,94.29,95.71,95.71,92.74,92.86,85.00,86.25,86.25,86.25,98.00,98.57,91.25,91.25,91.25,92.50,92.50,90.99,92.50,91.88,91.88,91.88,92.50,92.50,92.50,93.75,93.75,93.75,93.75,93.75,92.87,90.63,90.63,91.25,91.67,93.13,94.38,94.38,95.63,95.63,94.38,94.38,94.38,93.37,94.38,94.38,94.38,93.75,93.13,94.38,94.38,94.38,94.38,94.38,94.38,94.38,94.22
