Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Apayao,"FRESH, PORK, MEAT WITH BONES, 1 KG",152.50,152.50,152.50,150.00,150.00,150.00,150.00,150.00,150.00,150.00,148.57,148.57,150.39,148.57,148.57,148.57,168.57,170.00,170.00,170.71,170.71,170.71,170.71,170.71,163.57,164.28,163.57,163.57,163.57,163.57,163.57,174.29,178.57,178.57,180.00,180.00,178.57,178.57,172.20,178.57,178.57,178.57,178.57,185.71,182.86,182.86,180.00,180.00,180.00,180.00,180.00,180.48,180.00,180.00,176.25,176.25,168.75,167.50,167.50,167.50,166.25,166.25,166.25,166.25,170.73,162.50,162.50,160.00,160.00,165.00,165.00,165.00,166.25,167.50,170.00,171.25,172.50,165.63,173.13,172.50,172.50,172.50,175.00,182.50,186.25,186.25,187.50,190.00,185.00,182.50,180.47,182.50,190.00,190.00,188.75,190.00,190.00,190.00,190.00,188.75,185.00,187.50,188.75,188.44,188.75,188.75,187.50,185.00,188.75,188.75,187.50,187.50,188.75,190.00,195.00,197.50,189.48,197.50,198.75,201.25,201.25,201.25,206.25,218.75,223.13,223.75,227.50,227.50,232.50,213.28
....Apayao,"FRESH, PORK, PURE MEAT, 1 KG",155.00,155.00,155.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,152.86,151.49,152.86,152.86,152.86,172.14,173.57,173.57,175.00,175.00,175.00,175.00,175.00,167.86,168.39,167.86,167.86,167.86,167.86,167.86,177.86,182.86,182.86,182.86,182.86,181.43,181.43,175.96,185.71,185.71,185.71,185.71,185.71,182.86,182.86,180.00,180.00,180.00,180.00,180.00,182.86,180.00,180.00,180.00,180.00,180.00,180.00,179.38,179.38,180.63,180.63,179.38,179.38,179.90,172.50,166.88,175.00,173.75,177.50,180.00,180.00,180.00,180.00,180.00,180.00,180.00,177.14,180.00,180.00,180.00,180.00,183.75,190.00,195.00,196.25,196.25,196.25,196.25,191.25,188.75,191.25,198.75,198.75,193.75,196.25,197.50,197.50,198.75,196.25,192.50,195.00,196.25,196.04,196.25,196.25,197.50,198.33,198.75,200.00,198.75,198.75,200.00,201.25,215.00,218.75,201.63,220.00,221.25,226.25,227.50,227.50,232.50,238.75,240.00,236.25,238.75,240.00,243.75,232.71
....Benguet,"FRESH, BEEF, MEAT WITH BONES, 1 KG",212.96,212.96,206.25,206.25,203.75,201.25,201.25,200.00,200.00,200.00,200.00,200.00,203.72,200.00,202.50,200.00,200.00,200.00,200.00,200.00,200.00,202.50,200.00,202.50,206.25,201.15,207.50,212.50,212.50,212.50,212.50,212.50,212.50,212.50,212.50,212.50,212.50,213.33,212.15,212.50,212.50,212.50,212.50,212.50,212.50,212.50,212.50,212.50,212.50,215.00,214.50,212.88,225.00,226.25,227.50,227.50,227.50,227.50,227.50,226.25,226.25,226.25,228.75,228.75,227.08,228.75,230.00,230.00,230.00,231.25,233.75,231.25,236.25,242.50,237.50,240.63,248.75,235.05,248.75,247.50,247.50,248.75,250.00,253.75,248.75,255.00,255.00,255.00,266.25,266.25,253.54,265.00,266.25,268.75,277.50,280.00,283.75,283.75,282.50,280.00,282.50,285.00,281.25,278.02,283.75,285.00,293.75,296.67,298.75,300.00,318.75,318.75,320.00,320.63,332.50,332.50,308.42,335.00,343.75,338.75,338.75,336.25,340.00,351.25,356.36,353.75,350.00,351.25,351.25,345.53
....Benguet,"FRESH, BEEF, PURE MEAT, 1 KG",235.07,235.07,228.31,230.00,230.00,228.75,228.75,230.00,230.00,228.75,228.75,228.75,230.18,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,232.50,231.35,238.75,240.00,240.00,240.00,240.00,245.00,245.00,245.00,245.00,245.00,245.00,240.00,242.40,246.25,246.25,246.25,246.25,246.25,246.25,246.25,246.25,246.25,246.25,246.25,246.25,246.25,247.50,255.00,257.50,257.50,257.50,258.75,260.00,257.50,258.75,257.50,257.50,257.50,256.88,257.50,257.50,256.25,256.25,256.25,257.50,256.25,260.00,260.00,260.00,262.50,272.50,259.38,272.50,272.50,272.50,272.50,276.25,281.25,286.25,295.00,291.25,295.00,305.00,305.00,285.42,305.00,302.50,305.00,306.25,316.25,320.00,327.50,330.00,328.75,325.00,323.75,331.25,318.44,331.25,327.50,321.25,318.33,328.75,332.50,343.75,342.50,342.50,343.75,343.75,346.25,335.17,355.63,356.88,357.50,358.13,358.75,361.25,375.00,373.79,376.03,386.25,378.75,378.75,368.06
....Benguet,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Benguet,"FRESH, PORK, MEAT WITH BONES, 1 KG",175.42,175.42,175.42,173.75,175.00,175.00,175.00,176.25,176.25,176.25,176.25,175.00,175.42,175.13,175.13,175.63,175.63,174.38,174.38,174.38,174.38,178.13,176.88,176.88,180.63,175.96,181.88,181.25,181.25,182.50,186.25,190.00,192.50,196.25,196.25,196.25,196.25,198.33,189.91,196.25,196.25,195.00,195.00,195.00,195.00,195.00,195.00,195.00,195.00,195.00,195.00,195.21,195.00,195.00,195.00,195.00,193.13,193.13,193.13,191.88,191.88,191.88,191.88,191.88,193.23,191.88,193.13,190.63,190.63,194.38,206.25,206.25,206.25,206.25,202.50,201.25,202.50,199.33,201.25,201.25,201.25,202.50,205.00,203.75,205.00,203.75,202.50,205.00,202.50,200.00,202.81,200.00,195.00,197.50,196.25,200.00,203.75,203.75,203.75,196.88,196.25,196.25,197.50,198.91,198.75,195.00,200.00,207.50,200.00,205.00,223.75,226.25,224.38,227.50,250.63,258.75,218.13,269.38,286.25,298.75,300.00,307.50,307.50,308.75,311.09,315.76,322.50,318.75,328.91,306.26
....Benguet,"FRESH, PORK, PURE MEAT, 1 KG",185.44,185.44,185.44,178.75,182.50,181.25,186.25,186.25,186.25,187.50,187.50,187.50,185.01,187.50,187.50,187.50,187.50,187.50,187.50,187.50,187.50,187.50,187.50,188.75,188.75,187.71,187.50,190.00,190.00,190.00,196.25,202.50,203.75,205.00,205.00,205.00,205.00,206.67,198.89,207.50,207.50,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.00,205.42,205.00,205.00,205.00,205.00,202.50,202.50,202.50,202.50,202.50,202.50,202.50,202.50,203.33,202.50,202.50,200.00,200.00,206.25,218.75,218.75,221.25,221.25,217.50,215.00,213.75,211.46,213.75,213.75,213.75,211.25,221.25,223.75,227.50,226.88,226.25,228.75,221.25,217.50,220.47,220.00,212.50,216.25,218.75,218.75,218.75,218.75,218.75,212.50,211.25,212.50,211.25,215.83,212.50,215.00,224.38,226.67,228.75,227.50,248.75,245.00,241.25,244.69,274.38,282.50,239.28,296.88,318.75,326.25,331.88,343.13,343.75,337.50,331.62,330.29,340.00,336.25,351.53,332.32
....Ifugao,"FRESH, BEEF, MEAT WITH BONES, 1 KG",189.67,189.67,189.67,185.71,185.71,185.71,185.71,185.71,185.71,197.14,197.14,197.14,189.56,197.14,197.14,197.14,197.14,197.14,197.14,197.14,197.14,197.14,197.14,197.14,197.14,197.14,197.14,198.57,197.14,197.14,200.00,197.14,197.14,197.14,197.14,197.14,197.14,197.14,197.50,197.14,197.14,197.14,197.14,197.14,197.14,211.43,205.71,211.43,211.43,211.43,211.43,203.81,211.43,208.57,211.43,198.57,195.71,190.00,195.71,198.57,195.71,197.14,195.71,195.71,199.52,204.29,201.43,197.14,195.71,201.43,205.71,208.57,204.29,205.71,202.86,208.57,208.57,203.69,212.86,212.86,207.14,207.14,211.43,218.57,218.57,224.29,227.14,231.43,224.29,224.29,218.33,250.00,250.00,250.00,250.00,250.00,250.00,244.29,244.29,244.29,255.71,258.57,262.86,250.83,264.29,265.71,257.14,271.43,271.43,254.29,274.29,274.29,274.29,274.29,272.86,275.71,269.17,272.86,308.33,325.00,308.33,330.00,303.33,316.67,316.67,303.33,303.33,303.33,303.33,307.88
....Ifugao,"FRESH, BEEF, PURE MEAT, 1 KG",205.71,205.71,205.71,205.71,205.71,205.71,205.71,205.71,205.71,205.71,205.71,205.71,205.71,205.71,205.71,205.71,205.71,205.71,205.71,220.00,220.00,205.71,205.71,205.71,205.71,208.09,205.71,205.71,205.71,205.71,205.71,205.71,207.14,202.86,205.71,205.71,205.71,207.14,205.71,207.14,207.14,205.71,207.14,205.71,207.14,205.71,205.71,207.14,207.14,205.71,202.86,206.19,205.71,207.14,202.86,202.86,202.86,201.43,205.71,200.00,201.43,207.14,202.86,200.00,203.33,204.29,204.29,202.86,202.86,210.00,214.29,214.29,211.43,211.43,208.57,231.43,231.43,212.26,232.86,224.29,217.14,220.00,224.29,230.00,230.00,232.86,235.71,244.29,240.00,240.00,230.95,254.29,254.29,260.00,260.00,260.00,260.00,260.00,260.00,260.00,265.71,264.29,265.71,260.36,267.14,268.57,271.43,274.29,274.29,274.29,277.14,277.14,277.14,277.14,271.43,278.57,274.05,281.43,331.67,331.67,335.00,335.00,330.00,343.33,343.33,330.00,330.00,330.00,330.00,329.29
....Ifugao,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Ifugao,"FRESH, PORK, MEAT WITH BONES, 1 KG",144.84,144.84,144.84,142.86,147.14,148.57,154.29,167.14,164.29,164.29,164.29,167.14,154.54,172.86,175.71,177.14,177.14,188.57,197.29,211.43,202.86,191.43,191.43,191.43,188.57,188.82,185.71,187.14,194.29,197.14,205.71,205.71,205.71,200.00,200.00,195.71,195.71,198.57,197.62,198.57,198.57,198.57,207.14,200.00,200.00,200.00,200.00,200.00,200.00,198.57,198.57,200.00,198.57,198.57,197.14,184.29,184.29,181.43,181.43,184.29,184.29,184.29,182.86,184.29,187.15,180.00,184.29,184.29,191.43,195.71,198.57,201.43,200.00,200.00,200.00,198.57,200.00,194.52,200.00,203.43,200.00,200.00,207.14,218.57,218.57,227.14,230.00,228.57,225.71,225.71,215.40,221.43,221.43,221.43,221.43,221.43,220.00,220.00,220.00,220.00,218.57,212.86,210.00,219.05,212.86,212.86,208.57,208.57,205.71,201.43,202.86,202.86,207.14,227.14,254.29,272.86,218.10,288.57,347.14,334.29,332.86,338.57,340.00,334.29,334.29,334.29,351.43,351.43,344.29,335.95
....Ifugao,"FRESH, PORK, PURE MEAT, 1 KG",144.84,144.84,144.84,142.86,147.14,148.57,154.29,167.14,164.29,164.29,164.29,167.14,154.54,172.86,175.71,177.14,177.14,188.57,200.00,211.43,202.86,191.43,191.43,191.43,188.57,189.05,185.71,187.14,192.86,197.14,211.43,211.43,211.43,200.00,200.00,197.14,197.14,200.00,199.29,200.00,200.00,200.00,207.14,200.00,201.43,200.00,200.00,200.00,200.00,198.57,198.57,200.48,198.57,202.86,197.14,187.14,184.29,181.43,181.43,187.14,192.86,195.71,184.29,184.29,189.76,184.29,184.29,184.29,191.43,195.71,198.57,201.43,200.00,200.00,200.00,198.57,200.00,194.88,200.00,202.86,200.00,200.00,207.14,218.57,218.57,227.14,230.00,228.57,225.71,225.71,215.36,221.43,221.43,221.43,221.43,221.43,220.00,221.43,221.43,221.43,220.00,214.29,228.57,221.19,251.43,244.29,227.14,215.71,207.14,212.86,207.14,212.86,210.00,228.57,254.29,267.14,228.21,288.57,350.00,338.57,338.57,341.43,347.14,358.57,358.57,358.57,358.57,358.57,354.29,345.95
....Kalinga,"FRESH, BEEF, MEAT WITH BONES, 1 KG",184.38,184.38,184.38,191.57,191.57,191.57,191.57,191.57,191.57,191.57,191.57,198.75,190.37,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,197.50,196.25,196.25,196.25,198.02,200.00,197.50,197.50,197.50,197.50,197.50,197.50,202.50,197.50,197.50,197.50,190.00,197.50,201.43,197.14,198.57,191.25,191.25,196.25,197.50,195.25,196.63,194.38,195.63,183.13,194.87,183.13,183.13,195.00,195.00,201.25,201.25,203.75,210.00,211.25,208.75,206.25,211.25,200.83,206.25,206.25,206.25,210.00,221.25,223.75,228.75,221.25,221.25,220.00,225.00,220.00,217.50,225.00,230.00,230.00,230.00,230.00,232.50,232.50,247.50,245.00,250.00,250.00,250.00,237.71,247.50,248.75,255.00,272.50,265.00,261.25,250.00,251.25,251.25,251.25,253.75,267.50,256.25,277.50,290.00,297.50,298.75,298.75,311.25,313.75,318.79,311.25,308.75,310.00,312.50,304.07
....Kalinga,"FRESH, BEEF, PURE MEAT, 1 KG",198.76,198.76,198.76,198.76,198.76,198.76,198.76,198.76,192.13,198.76,198.76,198.76,198.21,198.76,193.79,193.79,193.79,193.79,203.73,203.73,203.73,203.73,203.73,203.73,203.73,200.00,198.76,198.76,193.79,193.79,193.79,193.79,193.79,193.79,193.79,193.79,193.79,193.79,194.62,193.79,193.79,193.79,193.79,193.79,193.79,193.79,193.79,193.79,208.70,213.67,208.70,197.93,208.70,207.46,211.19,213.67,214.91,207.46,209.94,206.21,206.21,208.08,209.94,208.70,209.37,208.70,208.70,213.67,213.67,213.67,213.67,221.12,216.78,217.40,226.10,226.10,227.34,217.24,222.37,226.10,231.07,227.34,239.76,245.97,245.97,245.97,245.97,250.94,248.46,240.18,239.18,258.40,258.40,258.40,258.40,258.40,258.40,258.40,270.00,270.00,277.50,272.50,275.00,264.48,273.75,276.25,276.25,282.50,280.00,271.25,261.25,280.00,280.00,282.50,292.50,285.00,278.44,285.00,305.00,311.25,313.75,318.75,325.00,327.50,333.75,332.50,331.25,331.25,331.25,320.52
....Kalinga,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Kalinga,"FRESH, PORK, MEAT WITH BONES, 1 KG",156.12,156.12,156.12,153.56,153.56,153.56,153.56,153.56,153.56,153.56,151.51,151.51,153.86,151.51,151.51,151.51,167.89,169.94,169.94,170.96,170.96,170.96,170.96,170.96,164.82,165.16,164.82,164.82,164.82,164.82,164.82,174.03,178.13,178.13,178.13,178.13,178.13,178.13,172.24,169.38,170.63,170.63,170.63,175.63,175.63,175.63,175.63,174.38,174.38,174.38,180.00,173.91,177.14,177.14,177.14,177.14,175.00,176.43,177.86,178.57,177.00,175.00,172.86,172.86,176.18,172.86,172.86,172.14,175.00,184.29,195.71,195.71,195.71,192.86,192.86,192.86,192.86,186.31,192.86,192.86,192.86,191.43,205.71,215.71,210.00,210.00,210.00,212.50,212.50,212.50,204.91,208.75,208.75,208.75,208.75,206.25,202.50,202.50,203.75,202.50,198.75,201.25,202.50,204.58,203.13,204.38,206.88,212.50,212.50,207.50,205.00,211.25,211.25,218.75,233.75,242.50,214.12,248.75,275.00,280.00,285.00,287.50,307.50,308.75,313.71,316.25,301.25,301.25,307.50,294.37
....Kalinga,"FRESH, PORK, PURE MEAT, 1 KG",115.41,115.41,125.30,120.35,128.59,128.59,128.59,128.59,128.59,128.59,135.19,128.59,125.98,121.99,121.99,121.99,128.59,128.59,174.76,174.76,186.29,191.24,184.65,184.65,184.65,158.68,184.65,184.65,184.65,187.94,194.54,187.94,187.94,187.94,187.94,187.94,187.94,187.94,187.67,190.41,190.41,185.46,185.46,186.70,186.70,185.46,185.46,185.46,179.28,181.75,180.51,185.26,182.98,182.98,184.22,178.04,185.46,183.61,180.51,182.98,182.98,181.74,178.03,178.03,181.80,178.03,178.03,178.03,180.50,182.97,197.80,202.75,201.51,201.51,197.80,197.80,197.80,191.21,197.80,202.75,200.28,200.28,215.12,220.07,207.71,207.71,207.71,204.00,205.24,202.77,205.95,208.95,207.71,207.71,207.71,207.71,212.66,213.90,227.50,226.25,216.25,222.50,218.75,214.80,222.50,223.75,228.75,227.50,228.75,215.00,211.25,220.00,225.00,237.50,246.25,261.25,228.96,261.25,292.50,295.00,298.75,307.50,312.50,318.75,321.25,321.25,301.25,308.75,316.25,304.58
....Mountain Province,"FRESH, BEEF, MEAT WITH BONES, 1 KG",180.00,180.00,180.00,200.00,187.50,177.50,190.00,188.75,191.25,191.25,191.25,191.25,187.40,191.25,190.00,190.00,190.00,190.00,190.00,191.25,191.25,191.25,191.25,191.25,191.25,190.73,191.25,191.25,191.25,191.25,191.25,191.25,191.25,191.25,191.25,191.25,191.25,191.25,191.25,193.75,178.75,193.75,193.75,193.75,193.75,193.75,193.75,193.75,198.75,215.00,218.75,196.77,220.00,220.00,220.00,220.00,217.50,220.00,215.00,217.50,217.50,217.50,217.50,217.50,218.33,217.50,217.50,217.50,217.50,220.00,220.00,221.25,230.00,227.50,227.50,230.00,230.00,223.02,235.00,230.00,230.00,232.50,232.50,233.75,235.00,235.00,236.25,236.25,236.25,236.25,234.06,236.25,236.25,236.25,236.25,236.25,236.25,238.75,238.75,238.75,238.75,238.75,238.75,237.50,241.25,241.25,241.25,248.33,251.25,251.25,251.25,250.00,253.75,253.75,252.50,275.00,250.90,280.00,295.00,300.00,302.50,302.50,302.50,302.50,312.47,315.00,311.67,313.33,310.00,303.96
....Mountain Province,"FRESH, BEEF, PURE MEAT, 1 KG",198.66,198.66,198.66,198.66,191.92,202.02,195.28,202.02,202.02,205.38,205.38,208.75,200.62,205.38,205.38,205.38,203.70,205.38,205.38,205.38,205.38,205.38,205.38,205.38,205.38,205.24,205.38,205.38,205.38,205.38,205.38,205.38,205.38,205.38,205.38,205.38,205.38,205.38,205.38,205.38,205.38,205.38,205.38,205.38,205.38,205.38,202.02,202.02,205.38,205.38,218.85,205.94,218.85,215.48,218.85,218.85,218.85,218.85,218.85,218.85,218.85,218.85,218.85,218.85,218.57,218.85,218.85,218.85,218.85,218.85,218.85,225.58,234.00,232.31,232.31,237.36,235.67,225.86,235.67,235.67,235.67,239.04,239.04,235.67,245.77,245.77,245.77,245.77,249.14,252.50,242.12,252.50,252.50,252.50,255.86,255.86,255.86,252.50,252.50,252.50,256.25,256.25,251.25,253.86,253.75,252.50,255.00,260.71,265.00,265.00,265.00,267.50,267.50,267.50,287.50,295.00,266.83,295.00,315.00,321.25,317.50,316.25,317.50,322.50,320.00,316.25,316.25,316.25,316.25,315.83
....Mountain Province,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Mountain Province,"FRESH, PORK, MEAT WITH BONES, 1 KG",156.95,158.64,156.95,150.63,150.00,150.00,155.63,155.00,155.00,154.38,155.63,155.00,154.48,155.63,155.00,155.00,155.63,163.13,163.13,164.38,166.25,166.88,166.88,165.63,168.13,162.14,168.13,169.38,169.38,171.88,171.88,171.88,176.88,176.88,179.38,179.38,176.88,179.38,174.28,181.88,176.25,177.50,176.25,178.75,178.75,178.75,178.75,178.75,177.50,177.50,176.25,178.07,176.25,176.25,176.25,176.25,177.50,178.75,178.75,178.75,178.75,178.75,178.75,180.00,177.92,180.00,180.00,180.00,180.00,180.00,183.75,193.75,196.25,196.25,196.25,196.25,196.25,188.23,200.00,196.25,196.25,202.50,202.50,206.25,213.75,213.75,213.75,213.75,213.75,218.75,207.60,218.75,218.75,218.75,218.75,218.75,218.75,217.50,217.50,217.50,215.00,210.00,207.50,216.46,207.50,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,207.50,252.50,213.13,282.50,292.50,301.25,301.25,307.50,313.75,313.75,313.75,316.67,310.00,303.33,283.33,303.30
....Mountain Province,"FRESH, PORK, PURE MEAT, 1 KG",160.85,160.85,160.85,157.50,155.00,155.00,156.25,157.50,158.75,157.50,157.50,156.25,157.82,156.25,156.25,156.25,156.25,166.25,166.25,173.75,173.75,172.50,172.50,173.75,173.75,166.46,173.75,173.75,173.75,173.75,173.75,175.00,178.75,187.50,190.00,190.00,190.00,190.00,180.83,187.50,182.50,180.00,180.00,180.00,180.00,177.50,177.50,180.00,180.00,180.00,180.00,180.42,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,183.75,193.75,196.25,196.25,196.25,196.25,196.25,188.23,200.00,196.25,196.25,198.75,198.75,207.25,214.75,214.75,214.75,214.75,214.75,218.75,207.48,218.75,218.75,218.75,218.75,218.75,218.75,217.50,217.50,217.50,215.00,210.00,207.50,216.46,207.50,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,255.00,213.54,282.50,292.50,301.25,302.50,307.50,313.75,313.75,313.75,315.00,310.00,303.33,285.00,303.40
..REGION I (ILOCOS REGION),"FRESH, BEEF, MEAT WITH BONES, 1 KG",171.61,171.40,172.46,173.22,168.64,170.91,171.53,171.53,170.91,170.91,170.91,170.91,171.25,170.91,170.91,170.59,171.84,172.52,172.52,172.83,173.01,172.54,172.69,173.00,173.47,172.24,173.31,170.50,170.50,171.75,179.04,178.13,175.76,176.72,176.56,174.38,174.38,174.69,174.64,174.69,175.47,174.85,173.44,173.91,174.05,174.06,174.38,173.74,174.22,174.62,174.91,174.36,177.44,179.00,180.63,180.31,180.00,180.00,180.63,180.63,180.94,182.19,182.19,181.88,180.49,181.88,182.19,181.88,189.69,192.50,194.38,195.63,194.69,195.31,195.31,195.31,195.31,191.17,195.00,198.13,200.63,203.44,204.69,206.25,206.72,207.03,208.91,210.47,211.72,210.78,205.31,203.75,207.97,211.41,210.78,214.53,213.13,214.53,212.81,212.35,212.97,214.69,217.81,212.23,222.35,224.69,226.41,228.33,231.41,231.41,235.94,236.56,234.69,236.25,242.50,244.06,232.88,248.13,251.88,255.31,260.94,261.56,266.88,268.75,273.96,274.81,286.96,292.78,296.23,269.85
..REGION I (ILOCOS REGION),"FRESH, BEEF, PURE MEAT, 1 KG",212.61,212.61,213.23,214.90,209.53,209.12,209.74,210.68,211.30,211.51,211.51,211.20,211.50,211.51,211.51,212.14,212.55,215.37,214.12,215.16,215.26,215.26,214.27,214.48,216.04,213.97,216.04,215.00,215.63,217.29,220.11,221.36,222.40,221.77,224.79,222.92,223.96,224.69,220.50,223.54,222.29,221.98,221.46,221.04,221.04,221.88,221.97,221.98,224.06,223.30,225.73,222.52,224.90,227.92,227.81,226.67,227.08,226.46,228.65,228.65,228.44,229.17,228.96,229.17,227.82,231.51,234.48,231.46,236.25,244.90,247.29,248.86,246.46,246.88,252.02,250.83,251.67,243.55,250.83,253.65,254.06,256.67,259.17,263.54,265.52,266.98,268.86,269.79,270.73,272.61,262.70,269.58,273.44,275.94,274.06,277.81,277.19,275.16,276.41,278.28,285.16,286.72,287.50,278.10,291.88,293.13,295.31,299.48,297.81,299.06,299.69,300.00,301.88,306.88,308.44,310.63,300.35,315.00,324.38,322.81,330.94,327.50,328.13,329.06,334.15,340.92,356.71,362.27,365.41,336.44
..REGION I (ILOCOS REGION),"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"FRESH, PORK, MEAT WITH BONES, 1 KG",155.46,155.03,155.26,153.22,152.11,149.61,149.61,148.99,148.99,148.99,148.99,148.99,151.27,148.76,148.45,148.76,149.45,149.97,151.22,151.22,151.54,151.83,152.66,151.42,152.52,150.65,153.83,157.45,157.34,159.40,162.82,164.27,165.75,168.75,169.69,170.94,170.63,171.25,164.34,171.10,169.69,170.00,169.38,168.60,168.87,168.90,168.91,168.91,169.69,169.86,168.37,169.36,173.75,175.00,173.13,173.44,172.81,173.28,174.06,173.44,172.19,172.19,172.44,171.88,173.13,172.81,173.44,171.72,175.47,177.19,177.81,181.25,182.81,182.81,185.94,183.13,183.13,178.96,187.50,185.94,185.31,187.81,190.21,192.29,189.38,189.69,189.06,188.91,188.44,187.81,188.53,187.81,188.13,187.81,190.31,193.44,190.00,193.75,191.56,193.13,195.00,199.06,199.38,192.45,195.00,195.94,198.13,196.46,200.00,201.88,207.50,209.69,206.56,214.06,229.69,231.88,207.23,238.13,267.19,265.00,263.13,271.25,259.00,261.88,255.58,249.59,258.75,269.70,271.35,260.88
